interface_name,score_type,mean_abs_residual_mw,max_abs_residual_mw,mean_signed_residual_mw
Dysinger_East,initial_dc,18.34582467682,39.0644701606772,-18.34582467682
Dysinger_East,structural_frozen_s6_ac,56.9952121543596,92.6604870642451,-56.9952121543596
Dysinger_East,operational_reoptimized_ac,23.2719705298175,96.9053071791976,-23.2719705298175
West_Central,initial_dc,92.7628907730449,354.886891391138,-92.7628907730449
West_Central,structural_frozen_s6_ac,138.874504253745,411.769870369161,-138.874504253745
West_Central,operational_reoptimized_ac,82.4763275543564,416.002007589673,-82.4763275543564
Moses_South,initial_dc,18.4984807731034,39.6381106472418,-18.4984807731034
Moses_South,structural_frozen_s6_ac,26.8454646880964,46.8112231484454,-26.8454646880964
Moses_South,operational_reoptimized_ac,3.05065063817654,14.6188878379072,-2.37634743597959
Central_East,initial_dc,9.65512267669147,20.5808176196297,3.80431258857966
Central_East,structural_frozen_s6_ac,104.382123970153,120.976748441967,-104.382123970153
Central_East,operational_reoptimized_ac,6.19172462191242,11.7688380779822,-6.19172462191242
Total_East_proxy,initial_dc,58.0422995418971,118.968919174203,21.8965769115853
Total_East_proxy,structural_frozen_s6_ac,142.074783799449,226.913640490581,-139.4621699282
Total_East_proxy,operational_reoptimized_ac,7.86991519859698,18.034808159442,-0.417478638759547
UPNY_ConEd,initial_dc,50.3046617699749,72.1036637529182,-50.3046617699749
UPNY_ConEd,structural_frozen_s6_ac,259.808690412005,366.888809558239,-259.808690412005
UPNY_ConEd,operational_reoptimized_ac,11.398553316093,22.8890214344465,-11.398553316093
Dunwoodie_South,initial_dc,7.26500621497413,14.8257987204292,6.65328055695056
Dunwoodie_South,structural_frozen_s6_ac,239.472757515813,424.907845405738,-239.472757515813
Dunwoodie_South,operational_reoptimized_ac,2.20445911366477,4.3485475244878,-0.660978613619761
