interface_name,source_zone_cut,reduced_zone_cut,scaled_source_flow_mw,reduced_pf_flow_mw,residual_mw,absolute_residual_mw,relative_percentage_error,normalized_percentage_error_100mw_floor,source_branch_count,reduced_branch_count,operator_status
Dysinger_East,A-B,A-B,325.240828603656,236.71838474487,-88.5224438587863,88.5224438587863,-27.2175065593198,-27.2175065593198,15,2,same zone-pair proxy
West_Central,B-C,B-C,-54.4851002145749,-136.395002730674,-81.9099025160988,81.9099025160988,-150.334499144754,-81.9099025160988,11,3,same zone-pair proxy
Moses_South,D-E,D-E,-25.3941253757026,22.0454874116356,47.4396127873382,47.4396127873382,186.813336098313,47.4396127873382,3,2,same zone-pair proxy
Central_East,E-F,E-F,684.792837148333,1040.08358396615,355.29074681782,355.29074681782,51.8829531420552,51.8829531420552,10,3,same zone-pair proxy
Total_East_proxy,F-G,F-G,890.942523060056,1294.21648321933,403.273960159271,403.273960159271,45.2637459456055,45.2637459456055,10,2,same zone-pair proxy
UPNY_ConEd,G-I,G-H,1462.86065576531,1422.86417634401,-39.9964794213004,39.9964794213004,-2.73412776970037,-2.73412776970037,10,4,conceptual mapping; exact monitored elements unresolved
Dunwoodie_South,H-J,I-J,375.461172226445,935.028411368007,559.567239141561,559.567239141561,149.034648729025,149.034648729025,8,6,conceptual mapping; exact monitored elements unresolved
