candidate_id,scenario_id,is_train,pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,max_external_schedule_error_mw,diagnostic
CURRENT,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0280731762592318,246.313883708058,0.952721175,1.10159624009384,1,1,13.1755793554964,0,0,0,0,1.4210854715202e-14,
CURRENT,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0278165471275607,215.687991214973,0.952721175,1.11222720442485,3,1,111.795166106674,0,0,0,0,1.13686837721616e-13,
CURRENT,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.136409787554937,572.565573669298,0.803729619254674,1.1,6,1,168.99192563374,0,0,3,1495.05641095254,5.6843418860808e-14,
CURRENT,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0336714261646267,269.241671448811,0.952721175,1.10073362617394,1,1,34.5181234549234,1,1.92076058454131,0,0,0,
CURRENT,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0460942166759651,282.624895680371,0.952721175,1.10001571694308,1,1,64.982509341328,1,63.6451776709343,0,0,1.77635683940025e-15,
CURRENT,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135119926216064,186.25115761456,0.952721175,1.10240277903963,2,1,69.4665052525464,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B0,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0274249074061999,246.516580206958,0.952721175,1.10130357943825,1,1,13.5167969890633,0,0,0,0,1.4210854715202e-14,
PERF_GL0p75_PV0p75_WM0p75_B0,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0264709285768665,207.19332552602,0.952721175,1.11172758188185,3,1,112.472867828233,0,0,1,0.185535802123695,1.13686837721616e-13,
PERF_GL0p75_PV0p75_WM0p75_B0,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0867963768670935,413.767770307944,0.913531849821737,1.1,0,1,169.111019280498,0,0,3,394.518179566225,5.6843418860808e-14,
PERF_GL0p75_PV0p75_WM0p75_B0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0328966989280318,269.432978955727,0.952721175,1.10046256809319,1,1,34.8618963140734,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0444841478796046,280.36553752936,0.952721175,1.10008876516951,1,1,65.5675519716041,1,46.4498010560093,0,0,1.77635683940025e-15,
PERF_GL0p75_PV0p75_WM0p75_B0,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0133310275860407,187.248654880886,0.952721175,1.10171737571767,2,1,69.5251324190917,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0273853069069768,246.363432489621,0.952721175,1.10135279385611,1,1,13.5061789638854,0,0,0,0,1.4210854715202e-14,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0264378053651954,207.00718497755,0.952721175,1.11193890825759,3,1,112.474797569082,0,0,1,0.169575226452253,1.13686837721616e-13,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0864331507916904,413.736906627772,0.915321178790477,1.1,0,1,169.093666441861,0,0,3,347.525446365391,5.6843418860808e-14,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0328485286011348,269.272762004855,0.952721175,1.10051202274183,1,1,34.8496387970608,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0444041727133931,280.133376769326,0.952721175,1.10014076922002,1,1,65.5591035027388,1,46.1441746572003,0,0,1.77635683940025e-15,
PERF_GL0p75_PV0p75_WM0p75_B0p5,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0133233243841231,187.149467353683,0.952721175,1.10176627852363,2,1,69.5139638470913,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0273469906783312,246.211347709535,0.952721175,1.1014021358848,1,1,13.4955365808823,0,0,0,0,1.4210854715202e-14,
PERF_GL0p75_PV0p75_WM0p75_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0264060205038052,206.822231317231,0.952721175,1.11215074240144,3,1,112.476727316127,0,0,1,0.153570875876085,1.13686837721616e-13,
PERF_GL0p75_PV0p75_WM0p75_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0860751263984482,413.7060655531,0.917111373393206,1.1,0,1,169.076326305088,0,0,3,300.45407038911,5.6843418860808e-14,
PERF_GL0p75_PV0p75_WM0p75_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0328017677716149,269.113599721042,0.952721175,1.10056160531414,1,1,34.8373536268747,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM0p75_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.044325937810884,279.902375943532,0.952721175,1.10019289522492,1,1,65.5506372805338,1,45.8499500124888,0,0,1.77635683940025e-15,
PERF_GL0p75_PV0p75_WM0p75_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0133164501896671,187.051340684757,0.952721175,1.10181531119117,2,1,69.502767547247,0,0,0,0,0,
PERF_GL0p75_PV0p75_WM1_B0,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0274764695279788,246.480911798277,0.952721175,1.10131499999,1,1,13.5143327200536,0,0,0,0,1.4210854715202e-14,
PERF_GL0p75_PV0p75_WM1_B0,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0265610045902495,207.186665202978,0.952721175,1.11173512168054,3,1,112.472936757921,0,0,1,0.184966446599333,1.13686837721616e-13,
