scenario_id,q_enforced_pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,diagnostic
S1_2025_SUMMER_PEAK_PUBLIC,1,0.00042182159914624,24.69268749588,0.952721175,1.10140879733057,1,1,
S2_2025_WINTER_PEAK_PUBLIC,1,3.72899790567337e-05,25.1097837523123,0.952721175,1.10845722340888,3,2,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,NaN,NaN,NaN,NaN,NaN,NaN,Q-limit-enforced PF returned success = 0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,7.76562548559371e-05,15.490239172037,0.952721175,1.10047921081079,1,1,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,6.66024158498097e-05,11.7067336377269,0.952721175,1.1,0,1,
S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0.000210787999690731,24.0063339236848,0.952721175,1.10226096667524,2,1,
