scenario_id,iteration,interface_name,perturbed_zone,sensitivity_mw_per_mw,finite_difference_step_mw,direction_zone_component,distributed_participation_factor
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,A,0.829102069556782,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,A,0.817424007831676,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,A,-0.0672833096643853,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,A,0.523423743549401,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,A,0.534267106438183,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,A,0.420554717199175,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,A,0.263966244782055,-25,0.993579311526797,0.00642068847320348
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,B,-0.0638132058886407,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,B,0.940234882745988,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,B,-0.0672686080603535,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,B,0.520016484965504,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,B,0.521358673469304,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,B,0.408076731858237,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,B,0.251725079424441,-25,0.993727131816521,0.0062728681834787
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,C,-0.0160363726989658,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,C,-0.0221970159527382,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,C,-0.0672756001401558,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,C,0.519977161568895,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,C,0.493852219641913,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,C,0.381311309375124,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,C,0.225386463782806,25,0.769129126517365,0.230870873482635
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,D,-0.0156105655994378,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,D,-0.0219772814238854,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,D,0.897144061900153,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,D,0.423175771404776,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,D,0.246414980995869,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,D,0.142475841547775,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,D,-0.00882874892766722,25,0.930272430812976,0.069727569187024
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,E,-0.0212339210384692,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,E,-0.0276182555126206,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,E,-0.0676243866760069,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,E,0.640345635530016,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,E,0.49200810849964,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,E,0.379477546057906,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,E,0.223666795296749,-25,0.994591373919946,0.00540862608005416
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,F,-0.00263566338276917,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,F,-0.00897583379836078,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,F,-0.0672051588978957,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,F,-0.253784239201577,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,F,0.514882110553353,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,F,0.401803951290794,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,F,0.245552406604411,-25,0.811153448737495,0.188846551262505
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,G,0.000905671592475983,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,G,-0.00543279488078042,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,G,-0.0673330595279595,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,G,-0.227869851590399,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,G,-0.483767815845385,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,G,0.427548190891248,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,G,0.272215982185517,-25,0.903630060510402,0.0963699394895979
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,I,0.000996562007300099,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,I,-0.00534158126464945,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,I,-0.0673336919415124,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,I,-0.227449000966085,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,I,-0.483621040683056,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,I,-0.562431244680174,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,I,0.29968530038469,25,0.994556249465087,0.00544375053491312
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,J,0.00100477835754702,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,J,-0.00533330510793803,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,J,-0.0673258440532936,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,J,-0.227327474944759,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,J,-0.483466850318555,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,J,-0.562091308398849,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,J,-0.677591663308913,-25,0.791010696576458,0.208989303423542
S1_2025_SUMMER_PEAK_PUBLIC,1,Dysinger_East,K,0.00100477835739696,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,West_Central,K,-0.00533330510810174,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,Moses_South,K,-0.0673258440532845,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,Central_East,K,-0.227327474944832,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,Total_East_proxy,K,-0.483466850318528,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,UPNY_ConEd,K,-0.56209130839894,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,1,Dunwoodie_South,K,0.0619445964295846,-25,0.818350170116954,0.181649829883046
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,A,0.831002707213072,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,A,0.821621914643042,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,A,-0.0679435253861675,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,A,0.519629128666174,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,A,0.523255712894506,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,A,0.419188858018133,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,A,0.259713745873728,-25,0.996146234528177,0.00385376547182302
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,B,-0.0616605480261956,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,B,0.944612443284045,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,B,-0.0679288021832053,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,B,0.516192323947857,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,B,0.51030318950453,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,B,0.406676442435673,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,B,0.247447852723708,-25,0.996234964351095,0.00376503564890448
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,C,-0.0139047452274883,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,C,-0.0175345533545737,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,C,-0.0679276948172992,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,C,0.517729374283585,-25,0.815044715866578,0.184955284133422
