scenario_id,iteration,interface_name,perturbed_zone,sensitivity_mw_per_mw,finite_difference_step_mw,direction_zone_component,distributed_participation_factor
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,C,0.48527404667072,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,C,0.382485456299601,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,C,0.223733664311735,-25,0.815044715866578,0.184955284133422
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,D,-0.0135066607124401,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,D,-0.0173348816361454,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,D,0.896394014748994,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,D,0.424089366038929,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,D,0.242423830767411,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,D,0.148022037187784,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,D,-0.00613829294743027,25,0.929575484352205,0.0704245156477949
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,E,-0.0190969728044013,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,E,-0.0229401627551738,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,E,-0.0682764758805843,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,E,0.643085847244115,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,E,0.489152040509707,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,E,0.386018434072612,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,E,0.227196659348488,-25,0.952337110003014,0.0476628899969862
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,F,-0.000417600024998137,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,F,-0.00422697522734552,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,F,-0.0678534079448036,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,F,-0.251172446999672,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,F,0.513468167802775,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,F,0.409718540066651,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,F,0.250428596656834,-25,0.799139900749424,0.200860099250576
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,G,0.00310563724947428,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,G,-0.00070400181987452,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,G,-0.0679833597639799,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,G,-0.22559698191134,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,G,-0.486302210505846,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,G,0.434754267571943,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,G,0.276357800471728,-25,0.913277197402665,0.0867228025973348
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,I,0.00319038433115736,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,I,-0.000618973507719147,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,I,-0.067983825566198,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,I,-0.225203339254954,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,I,-0.486130302651072,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,I,-0.554986304761023,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,I,0.304790948410141,25,0.996489131559734,0.00351086844026643
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,J,0.00319808443071167,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,J,-0.000611226523908499,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,J,-0.0679757084351877,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,J,-0.225089301697926,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,J,-0.485982301786862,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,J,-0.554650302236942,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,J,-0.672477186459591,-25,0.78920459116414,0.21079540883586
S1_2025_SUMMER_PEAK_PUBLIC,2,Dysinger_East,K,0.00319808443066847,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,West_Central,K,-0.000611226523972164,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,Moses_South,K,-0.0679757084351786,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,Central_East,K,-0.225089301698031,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,Total_East_proxy,K,-0.485982301787035,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,UPNY_ConEd,K,-0.554650302237205,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,2,Dunwoodie_South,K,0.0675262403325996,-25,0.812550670022968,0.187449329977032
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,A,0.831490687871049,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,A,0.82336248983228,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,A,-0.0717886969288247,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,A,0.538082277993753,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,A,0.542444813912452,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,A,0.438911164412912,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,A,0.269088272703611,-25,0.997561774289212,0.00243822571078791
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,B,-0.0610254964216614,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,B,0.94645810496959,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,B,-0.0717739903039274,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,B,0.534628144922522,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,B,0.52947213179661,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,B,0.426382436893218,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,B,0.256810916777631,-25,0.997618161672142,0.00238183832785831
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,C,-0.0132969068022931,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,C,-0.0155340299471072,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,C,-0.0717727156926003,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,C,0.536888250467109,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,C,0.505569937200407,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,C,0.40328574751913,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,C,0.234177752392907,-25,0.836088052239824,0.163911947760176
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,D,-0.0129116967108706,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,D,-0.0153424932279086,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,D,0.892557609381793,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,D,0.4457210520337,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,D,0.266177190099461,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,D,0.172183695453823,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,D,0.00766119845481626,25,0.925597418904225,0.0744025810957754
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,E,-0.0184901167910249,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,E,-0.0209347502408491,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,E,-0.0721238591515521,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,E,0.665290515123534,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,E,0.512798291713998,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,E,0.409869762141316,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,E,0.240537362888922,25,0.959679665123849,0.040320334876151
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,F,0.000243250757617943,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,F,-0.00217338758626283,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,F,-0.0717008735585978,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,F,-0.228976405369131,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,F,0.538027991840709,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,F,0.434447951677066,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,F,0.264631241917878,25,0.795318899705013,0.204681100294987
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,G,0.00375521487309129,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,G,0.00133718103121737,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,G,-0.0718228010154371,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,G,-0.203540996043976,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,G,-0.462082136647887,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,G,0.459456012466071,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,G,0.290591202601054,-25,0.914609514736051,0.0853904852639491
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,I,0.0038359361948983,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,I,0.00141815703666907,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,I,-0.0718238851495016,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,I,-0.203170375094855,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,I,-0.461894205708268,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,I,-0.530159852906691,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,I,0.319529940152997,25,0.997718685214333,0.00228131478566669
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,J,0.00384236764471666,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,J,0.00142462982276811,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,J,-0.0718149555418586,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,J,-0.203059517727415,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,J,-0.461751020191687,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,J,-0.529845850796128,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,J,-0.657758916402563,-25,0.777291061169214,0.222708938830786
S1_2025_SUMMER_PEAK_PUBLIC,3,Dysinger_East,K,0.0038423676446655,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,West_Central,K,0.00142462982279312,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,Moses_South,K,-0.0718149555418586,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,Central_East,K,-0.203059517727443,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,Total_East_proxy,K,-0.461751020191859,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,UPNY_ConEd,K,-0.529845850796291,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,3,Dunwoodie_South,K,0.0825498730220079,-25,0.798516766946137,0.201483233053863
S1_2025_SUMMER_PEAK_PUBLIC,4,Dysinger_East,A,0.831628767636065,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,West_Central,A,0.824310122194829,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,Moses_South,A,-0.0751071686463547,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,Central_East,A,0.557424160769142,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,Total_East_proxy,A,0.560956664846499,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,UPNY_ConEd,A,0.45661675138771,-25,0.99847094136756,0.00152905863243979
S1_2025_SUMMER_PEAK_PUBLIC,4,Dunwoodie_South,A,0.278031678510729,-25,0.99847094136756,0.00152905863243979
