case_id,case_group,scenario_id,include_s4,apply_abc_caps,x_spine_multiplier,zone,load_mw,qload_mvar,total_pg_mw,local_pg_excluding_boundary_mw,boundary_equiv_pg_mw,s4_equiv_pg_mw,zone_j_equiv_pg_mw,local_pmax_excluding_boundary_mw,local_net_injection_mw,target_load_mw,target_net_export_mw,target_generation_mw,generation_prior_mw,local_generation_residual_mw
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,B,591.832125251815,138.678533373972,1246.75388,1246.75388,0,0,0,1246.75388,654.921754748185,591.832125251815,0,591.832125251815,361,654.921754748185
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,C,881.156548731981,95.5953765471065,2969.83390120554,2943.06616733218,26.7677338733634,0,0,4056.6810405,2061.9096186002,881.156548731982,0,881.156548731982,3139,2061.9096186002
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,D,201.722939278163,17.1294012624038,925.954109749299,388.791458121706,537.162651627593,0,0,984.9807077,187.068518843543,201.722939278163,792.394241270214,994.117180548377,888,-605.325722426671
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,E,473.256422637636,27.1880381515792,0,0,0,0,0,0,-473.256422637636,473.256422637636,437.721332408306,910.977755045942,599,-910.977755045942
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,F,837.972407410816,117.379125056667,352.874062240849,568.003995,-215.129932759151,0,0,568.003995,-269.968412410816,837.972407410816,685.10428186956,1523.07668928038,2210,-955.07269428038
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,G,771.664072645135,193.397246669682,-309.311532202044,0,-309.311532202044,0,0,0,-771.664072645135,771.664072645135,86.05360441977,857.717677064905,2177,-857.717677064905
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,H,212.019396957058,0,0,0,0,0,0,0,-212.019396957058,212.019396957058,-2001.27345996785,-1789.25406301079,25,1789.25406301079
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,I,479.125144553438,124.349091468358,565.099092,565.099092,0,0,0,565.099092,85.9739474465624,479.125144553438,1050.451162233,1529.57630678644,0,-964.47721478644
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,J,3775.49942533002,946.229349720646,3284.3994992092,3271.01563227252,13.3838669366817,0,2073.93817227252,4197.07746,-504.483793057494,3775.49942533002,-1050.451162233,2725.04826309702,4029,545.967369175503
S3_BASE_3GW,s3_baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,1,K,1848.02555036487,57.0981896231401,584.929342,584.929342,0,0,0,584.929342,-1263.09620836487,1848.02555036487,0,1848.02555036487,2405,-1263.09620836487
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,A,1116.520173912,176.345637888856,2366.04899790211,2680.91529982731,-314.866301925201,0,0,5244.8202066,1564.39512591531,1116.520173912,0,1116.520173912,1616,1564.39512591531
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,B,748.768203118663,175.451909105777,1246.75388,1246.75388,0,0,0,1246.75388,497.985676881337,748.768203118663,0,748.768203118663,361,497.985676881337
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,C,968.015133790137,105.018536548507,3235.96437784666,3269.89059710009,-33.9262192534287,0,0,4056.6810405,2301.87546330995,968.015133790137,0,968.015133790137,3139,2301.87546330995
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,D,260.011233789131,22.0789800715979,577.89790276053,984.9807077,-407.08280493947,0,0,984.9807077,724.969473910869,260.011233789131,-285.666833937602,-25.655600148471,888,1010.63630784847
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,E,451.158416699447,25.9185330803689,0,0,0,0,0,0,-451.158416699447,451.158416699447,236.743675875965,687.902092575412,599,-687.902092575412
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,F,742.959560399832,104.070184627767,728.241587293099,568.003995,160.237592293099,0,0,568.003995,-174.955565399832,742.959560399832,-276.643371370201,466.316189029631,2210,101.687805970369
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,G,760.143751136354,190.509981939434,223.392778812934,0,223.392778812934,0,0,0,-760.143751136354,760.143751136354,1576.14533980475,2336.2890909411,2177,-2336.2890909411
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,H,201.149793965221,0,0,0,0,0,0,0,-201.149793965221,201.149793965221,-1250.57881037291,-1049.42901640769,25,1049.42901640769
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,I,418.565898348084,108.631930030999,565.099092,565.099092,0,0,0,565.099092,146.533193651916,418.565898348084,774.386704271667,1192.95260261975,0,-627.85351061975
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,J,3637.46700192704,911.6351634891,2102.81622673576,2119.77933636247,-16.9631096267144,0,922.701876362472,4197.07746,-1517.68766556457,3637.46700192704,-774.386704271667,2863.08029765537,4029,-743.300961292898
S3_BASE_3GW,s3_baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,1,K,1597.46063161409,49.3565200120712,584.929342,584.929342,0,0,0,584.929342,-1012.53128961409,1597.46063161409,0,1597.46063161409,2405,-1012.53128961409
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,A,932.340491582214,147.255896095106,2189.8551931447,2327.1922662695,-137.337073124797,0,0,5244.8202066,1394.85177468728,932.340491582214,0,932.340491582214,1616,1394.85177468728
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,B,636.148567337793,149.062794265895,1246.75388,1246.75388,0,0,0,1246.75388,610.605312662207,636.148567337793,0,636.148567337793,361,610.605312662207
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,C,910.820614656522,98.8135873815551,2946.15384510543,2984.53464694429,-38.380801838862,0,0,4056.6810405,2073.71403228777,910.820614656522,0,910.820614656522,3139,2073.71403228777
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,D,170.185373086867,14.4513735276136,892.742672351228,376.891615197183,515.851057154045,0,0,984.9807077,206.706242110316,170.185373086867,713.559374921485,883.744748008352,888,-506.853132811169
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,E,444.549582437007,25.5388631393605,0,0,0,0,0,0,-444.549582437007,444.549582437007,206.265313542996,650.814895980003,599,-650.814895980003
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,F,785.822247965843,110.074182754174,484.42163236,568.003995,-83.5823626399999,0,0,568.003995,-217.818252965843,785.822247965843,145.042805725309,930.865053691152,2210,-362.861058691152
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,G,816.002322378635,204.509459515381,-144.564444879431,0,-144.564444879431,0,0,0,-816.002322378635,816.002322378635,822.15826350552,1638.16058588415,2177,-1638.16058588415
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,H,227.774482133019,0,0,0,0,0,0,0,-227.774482133019,227.774482133019,-1887.02575769531,-1659.25127556229,25,1659.25127556229
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,I,486.15217802916,126.172843025455,565.099092,565.099092,0,0,0,565.099092,78.9469139708401,486.15217802916,1013.73430197272,1499.88648000188,0,-934.78738800188
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,J,3639.49544326512,912.143538809038,2924.0738553175,2943.26425623693,-19.190400919431,0,1746.18679623693,4197.07746,-696.231187028187,3639.49544326512,-1013.73430197272,2625.7611412924,4029,317.503114944532
S3_BASE_3GW_X0P75,s3_baseline_x,S1_2025_SUMMER_PEAK_PUBLIC,0,0,0.75,K,1852.92849582782,57.2496752504358,584.929342,584.929342,0,0,0,584.929342,-1267.99915382782,1852.92849582782,0,1852.92849582782,2405,-1267.99915382782
S3_BASE_3GW_X0P75,s3_baseline_x,S2_2025_WINTER_PEAK_PUBLIC,0,0,0.75,A,930.721354169113,147.00016599133,2139.8026159993,1261.88690625037,877.915709748932,0,0,5244.8202066,331.165552081253,930.721354169112,0,930.721354169112,1616,331.165552081253
S3_BASE_3GW_X0P75,s3_baseline_x,S2_2025_WINTER_PEAK_PUBLIC,0,0,0.75,B,693.312159348906,162.457408657799,1246.75388,1246.75388,0,0,0,1246.75388,553.441720651094,693.312159348906,0,693.312159348906,361,553.441720651094
S3_BASE_3GW_X0P75,s3_baseline_x,S2_2025_WINTER_PEAK_PUBLIC,0,0,0.75,C,1131.40543191626,122.744509414495,3538.93649607519,3212.59350519488,326.342990880306,0,0,4056.6810405,2081.18807327862,1131.40543191626,0,1131.40543191626,3139,2081.18807327862
S3_BASE_3GW_X0P75,s3_baseline_x,S2_2025_WINTER_PEAK_PUBLIC,0,0,0.75,D,257.652139346724,21.878656422416,820.901587298582,984.9807077,-164.079120401418,0,0,984.9807077,727.328568353276,257.652139346724,-55.8104160947309,201.841723251993,888,783.138984448007
