scenario_id,voltage_reference_set,sweep_direction,start_mode,perturbation_id,boundary_q_mode,reference_weight,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,scale_mw,scale_source,objective_term
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,Dysinger_East,240.301422683524,345.442933820289,3154.18988821813,-105.141511136765,1231.31610688274,fixed_interface_scale,0.00729137287226499
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,West_Central,12.8959338757685,444.780201612359,9855.85771634158,-431.88426773659,4634.5681465926,fixed_interface_scale,0.00868392819534046
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,Moses_South,-49.2268769156784,-18.0281665798467,1577.09494410906,-31.1987103358317,1124.88579191751,fixed_interface_scale,0.000769230367855902
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,Central_East,1502.4575536561,1604.47725507616,2577.56454927825,-102.019701420065,1392.92634591109,fixed_interface_scale,0.00536428434937049
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,Total_East_proxy,3024.16076045676,3161.41495443083,7441.91676751464,-137.254193974067,2905.13643967645,fixed_interface_scale,0.00223212329450046
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,UPNY_ConEd,3808.18957952011,3945.61555854566,5647.97126859058,-137.425979025553,2999.1759695476,fixed_interface_scale,0.0020995865583363
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.8,Dunwoodie_South,3026.6361803122,3173.76557921188,4534.14796431356,-147.129398899684,1935.84206726617,fixed_interface_scale,0.00577642414966602
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,Dysinger_East,210.788154402837,345.442933820289,3154.18988821813,-134.654779417452,1231.31610688274,fixed_interface_scale,0.0119592632163678
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,West_Central,-22.0053387235824,444.780201612359,9855.85771634158,-466.785540335941,4634.5681465926,fixed_interface_scale,0.0101441635840556
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,Moses_South,-60.8038946240145,-18.0281665798467,1577.09494410906,-42.7757280441678,1124.88579191751,fixed_interface_scale,0.00144603217786657
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,Central_East,1432.64770855837,1604.47725507616,2577.56454927825,-171.829546517785,1392.92634591109,fixed_interface_scale,0.0152173623636337
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,Total_East_proxy,2900.44486249042,3161.41495443083,7441.91676751464,-260.970091940408,2905.13643967645,fixed_interface_scale,0.0080695331393228
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,UPNY_ConEd,3677.08016397494,3945.61555854566,5647.97126859058,-268.535394570722,2999.1759695476,fixed_interface_scale,0.0080167654496468
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.825,Dunwoodie_South,2882.38994297077,3173.76557921188,4534.14796431356,-291.375636241111,1935.84206726617,fixed_interface_scale,0.0226551333786741
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.85,Dysinger_East,115.120778795606,345.442933820289,3154.18988821813,-230.322155024683,1231.31610688274,fixed_interface_scale,0.0349890627915297
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.85,West_Central,-126.696511041355,444.780201612359,9855.85771634158,-571.476712653714,4634.5681465926,fixed_interface_scale,0.0152047236414661
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,present_limited_q,0.85,Moses_South,-72.7634068022171,-18.0281665798467,1577.09494410906,-54.7352402223704,1124.88579191751,fixed_interface_scale,0.00236764831732184
