source_bus,source_bus_name,source_vm_pu,source_va_deg,source_pd_mw,source_qd_mvar,source_gs_mw,source_bs_mvar,online_generator_count,retained_incident_count,omitted_incident_count,omitted_source_branch_rows,unregistered_local_branch_count,retained_current_real_pu,retained_current_imag_pu,omitted_current_real_pu,omitted_current_imag_pu,equivalent_injection_current_real_pu,equivalent_injection_current_imag_pu,equivalent_injection_p_mw,equivalent_injection_q_mvar,retained_terminal_p_mw,retained_terminal_q_mvar,source_kcl_residual_current_pu,injection_closure_error_mva,source_zero_device_pass,network_partition_pass,injection_policy
1228,FRASER,1.02032703201319,88.3779638195113,0,0,0,0,0,2,3,2136;2138;2139,0,0.452140724725052,-0.336200982116917,-0.452140724725066,0.336200982116977,0.452140724725066,-0.336200982116977,-32.983900842992,47.0856527677376,-32.9839008429858,47.085652767736,6.24778438669251e-14,6.37167090030424e-12,1,1,source_derived_fixed_complex_power
1222,COOPERS CORNER,1.01922945844388,81.8465649673449,0,0,0,0,0,4,1,2132,0,-0.0192594391266567,-0.584687895242986,0.0192594391266958,0.584687895242966,-0.0192594391266958,-0.584687895242966,-59.2691332395173,6.50862580790115,-59.2691332395188,6.50862580790539,4.4096962836116e-14,4.49657577233886e-12,1,1,source_derived_fixed_complex_power
1567,MARCY,1.01062445922574,100.199873399325,0,0,0,0,0,2,4,1612;2175;2217;2218,0,-3.6606893114532,6.55578031021642,3.66068931145412,-6.55578031021683,-3.66068931145412,6.55578031021683,717.585509958088,-246.786547183369,717.585509958031,-246.786547183284,1.01219456322449e-12,1.02261168342955e-10,1,1,source_derived_fixed_complex_power
772,ROCK TAVERN,1.0184516745423,75.450481078454,0,0,0,0,0,3,3,1566;1569;1570,0,-0.770309938602843,-3.79944277061328,0.770309938602885,3.7994427706133,-0.770309938602885,-3.7994427706133,-394.254119042336,21.2730625437879,-394.254119042333,21.2730625437915,4.76646557423476e-14,4.88227145106083e-12,1,1,source_derived_fixed_complex_power
