scenario_id,q_enforced_pf_success,interface_objective,max_abs_interface_residual_mw,diagnostic
S1_2019_SUMMER_PEAK_PUBLIC,1,0.034821284794627,246.635365041909,
S2_2019_WINTER_PEAK_PUBLIC,1,0.170651155546219,502.399806829032,
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,1,0.151550978503053,861.926258833507,
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,1,0.014799639183695,166.689432473784,
S5_2019_HIGH_TOTAL_EAST_PUBLIC,1,0.0755123066453149,404.452070737109,
S6_2019_LOW_TOTAL_EAST_PUBLIC,1,0.0266349997321406,229.682688952863,
