"source_member","source_url","member_sha256","member_bytes","archive_sha256","archive_bytes","review_cutoff","provenance_class"
"20260801palIntegrated.csv","https://mis.nyiso.com/public/csv/palIntegrated/20260801palIntegrated_csv.zip","c0f92ef85dd0cacf10df17ba82e1c90f77bdcadde5597bb0efd8f6c46a9d344c","14112","9ffad01221eeb87791df1542ae8d985e43cfc7f3d17afe291af0ab96723cc58a","79383","2026-09-06","public_observation"
"20260815palIntegrated.csv","https://mis.nyiso.com/public/csv/palIntegrated/20260801palIntegrated_csv.zip","302eaa9392bf204a2ffe4e81a55ee3f5fd06bea6ca0e192a3bced2e517b27ab5","14094","9ffad01221eeb87791df1542ae8d985e43cfc7f3d17afe291af0ab96723cc58a","79383","2026-09-06","public_observation"
"20260825palIntegrated.csv","https://mis.nyiso.com/public/csv/palIntegrated/20260801palIntegrated_csv.zip","9775118894897f7c4e1a8d93f6f3f6e5c9db7fea91ef2157ac323a49de722f22","14096","9ffad01221eeb87791df1542ae8d985e43cfc7f3d17afe291af0ab96723cc58a","79383","2026-09-06","public_observation"
