scenario_id,pf_success,ac_interface_objective,prior_dc_interface_objective,inferred_dc_interface_objective,total_load_mw,total_generation_mw,losses_mw,target_external_interchange_mw,actual_external_interchange_mw,max_external_schedule_error_mw,reference_gen_index,reference_bus_id,reference_generation_adjustment_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,max_abs_interface_residual_mw
S1_2019_SUMMER_PEAK_PUBLIC,1,0.0354594282796818,0.206465084058672,0.00290429598553354,10902.2197987,11142.2610875288,240.041288828799,708.537226241223,708.537226241223,1.4210854715202e-14,19,79,240.041288828801,0.952721175,1.10778019812344,3,1,10.0485851549348,0,0,0,0,251.913675784086
S2_2019_WINTER_PEAK_PUBLIC,1,0.171552294828535,1.06540178179807,0.126985945783433,10902.2197987,11122.1468858087,219.927087108734,707.773964608334,707.773964608334,0,19,79,219.92708710873,0.952721175,1.1085078302889,3,1,41.6677063658359,0,0,0,0,502.42003015237
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,1,0.171247390832138,1.39534264718028,0.0733620232870833,10902.2197987,11317.3159563924,415.096157692371,849.327904659956,849.327904659956,2.8421709430404e-14,19,79,415.096157692374,0.941945415154407,1.1,0,1,341.175668823673,0,0,1,253.818248168554,890.078243142625
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,1,0.0150113664327571,0.422085492367955,0.00177225719593534,10902.2197987,11069.303828106,167.084029405998,269.390212033622,269.390212033622,0,19,79,167.084029405995,0.952721175,1.10893337740963,4,1,75.3008976799605,0,0,0,0,169.451956566267
S5_2019_HIGH_TOTAL_EAST_PUBLIC,1,0.0783188478453249,0.312330806893114,0.00706836428662831,10902.2197987,11257.4944490441,355.274650344092,1112.93251144511,1112.93251144511,0,19,79,355.27465034409,0.95174739206948,1.10823132529433,3,1,29.3037858002544,0,0,0,0,405.651390689191
S6_2019_LOW_TOTAL_EAST_PUBLIC,1,0.0275468675117796,0.307909847043013,0.0038535861018274,10902.2197987,11110.1795037709,207.959705070887,536.471718494536,536.471718494536,0,19,79,207.959705070888,0.952721175,1.10121055928984,2,1,95.5161821169856,0,0,0,0,237.827245653514
