candidate_id,scenario_id,is_train,pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,max_external_schedule_error_mw,diagnostic
CURRENT,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0280731762592318,246.313883708058,0.952721175,1.10159624009384,1,1,13.1755793554964,0,0,0,0,1.4210854715202e-14,
CURRENT,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0278165471275607,215.687991214973,0.952721175,1.11222720442485,3,1,111.795166106674,0,0,0,0,1.13686837721616e-13,
CURRENT,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.136409787554937,572.565573669298,0.803729619254674,1.1,6,1,168.99192563374,0,0,3,1495.05641095254,5.6843418860808e-14,
CURRENT,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0336714261646267,269.241671448811,0.952721175,1.10073362617394,1,1,34.5181234549234,1,1.92076058454131,0,0,0,
CURRENT,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0460942166759651,282.624895680371,0.952721175,1.10001571694308,1,1,64.982509341328,1,63.6451776709343,0,0,1.77635683940025e-15,
CURRENT,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135119926216064,186.25115761456,0.952721175,1.10240277903963,2,1,69.4665052525464,0,0,0,0,0,
PERF_GL1p6_PV0p7_WM0p8_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0261558961554615,246.943971076184,0.952721175,1.1017777061987,1,1,12.681256408302,0,0,0,0,1.4210854715202e-14,
PERF_GL1p6_PV0p7_WM0p8_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0250377448585312,210.877437022303,0.952721175,1.11377535542552,3,1,110.693864315096,0,0,0,0,1.13686837721616e-13,
PERF_GL1p6_PV0p7_WM0p8_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0864272683520459,417.405344624408,0.906365063044522,1.1,0,1,166.129342611056,0,0,3,421.188493983053,5.6843418860808e-14,
PERF_GL1p6_PV0p7_WM0p8_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0315069103700721,269.748058951713,0.952721175,1.10093376516253,1,1,34.0159039033034,0,0,0,0,0,
PERF_GL1p6_PV0p7_WM0p8_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0423342008648196,283.298960449544,0.952721175,1.10056169017454,1,1,63.9203613843631,1,49.1145809774894,0,0,1.77635683940025e-15,
PERF_GL1p6_PV0p7_WM0p8_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135753846332193,187.18412849625,0.952721175,1.10219701839825,2,1,69.6770649059368,0,0,0,0,0,
PERF_GL1p6_PV0p7_WM1_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0261953757899753,246.903057196405,0.952721175,1.10178988716782,1,1,12.6786925457973,0,0,0,0,1.4210854715202e-14,
PERF_GL1p6_PV0p7_WM1_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0251098492711392,210.860405028375,0.952721175,1.11379268536362,3,1,110.694087269757,0,0,0,0,1.13686837721616e-13,
PERF_GL1p6_PV0p7_WM1_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0876438789880093,422.144717520855,0.90337335891829,1.1,0,1,166.153477638894,0,0,3,456.313607145443,5.6843418860808e-14,
PERF_GL1p6_PV0p7_WM1_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0315520626421996,269.708683602762,0.952721175,1.10094504062697,1,1,34.0131743641402,0,0,0,0,0,
PERF_GL1p6_PV0p7_WM1_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0424244988025127,283.324190392394,0.952721175,1.10055658602031,1,1,63.921117458039,1,49.7391020569871,0,0,1.77635683940025e-15,
PERF_GL1p6_PV0p7_WM1_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135761625381289,187.117651083711,0.952721175,1.10222797798042,2,1,69.6699332560736,0,0,0,0,0,
PERF_GL1p6_PV0p85_WM0p8_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0262251368850493,246.899418636906,0.952721175,1.10179097197197,1,1,12.6784642222148,0,0,0,0,1.4210854715202e-14,
PERF_GL1p6_PV0p85_WM0p8_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.025159488880986,210.877079921061,0.952721175,1.11377572852767,3,1,110.693869115622,0,0,0,0,1.13686837721616e-13,
PERF_GL1p6_PV0p85_WM0p8_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0884713100770019,425.306494634042,0.901226403298564,1.1,0,1,166.170825197149,0,0,3,478.653557844044,5.6843418860808e-14,
PERF_GL1p6_PV0p85_WM0p8_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0315864456130471,269.706936815091,0.952721175,1.10094554148328,1,1,34.0130531217492,0,0,0,0,0,
PERF_GL1p6_PV0p85_WM0p8_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0424912918018191,283.372974409559,0.952721175,1.1005467277613,1,1,63.9225777628641,1,50.1693642966752,0,0,1.77635683940025e-15,
PERF_GL1p6_PV0p85_WM0p8_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135779425362191,187.090832653656,0.952721175,1.10224055032685,2,1,69.6670373439923,0,0,0,0,0,
PERF_GL1p6_PV0p85_WM1_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0262619577269668,246.862958144282,0.952721175,1.10180185596243,1,1,12.6761734851947,0,0,0,0,1.4210854715202e-14,
PERF_GL1p6_PV0p85_WM1_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0252264781926217,210.862103438946,0.952721175,1.11379096665922,3,1,110.694065160079,0,0,0,0,1.13686837721616e-13,
