scenario_id,timestamp,scale_convention,scale_factor_gamma,target_ny_load_mw,zone,target_load_mw,reference_snapshot_pd_mw,reference_snapshot_qd_mvar,reference_q_over_p,reactive_ratio_source,target_reactive_load_mvar,target_generation_mw,target_generation_q_mvar,generation_prior_source,reactive_generation_policy,s12_load_representable,s13_load_representable,s12_generation_representable,s13_generation_representable,s12_generation_capacity_mw,s13_generation_capacity_mw,s12_generator_count,s13_generator_count,scenario_total_internal_generation_mw,scenario_total_external_import_mw,pre_loss_balance_surplus_mw,aggregate_requirement_status,blocker
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,A,848.917621255557,2371.58841236087,44.6176793566441,0.0188134159890873,S12_PERFORM_retention_zone_base_P_Q,15.9710403491472,1225.51642933396,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,5216.799973,1292.8,50,7,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,B,660.333023149945,1732.44724411169,36.9657146804411,0.0213372815859654,S12_PERFORM_retention_zone_base_P_Q,14.0897116554622,261.843880330711,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,894.499997,288.8,26,1,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,C,929.509023298788,2529.25947638544,52.6394863207009,0.0208122127492937,S12_PERFORM_retention_zone_base_P_Q,19.3451395452825,1661.33157526643,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,6515.70001,2511.2,57,6,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,D,216.309188127604,561.132648207642,4.72420903775221,0.0084190592952347,S12_PERFORM_retention_zone_base_P_Q,1.82111988095038,139.675977626878,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,913.500013,984.9807077,12,2,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,E,468.018337900366,1237.37657115427,22.3720746488986,0.0180802474933149,S12_PERFORM_retention_zone_base_P_Q,8.46188738064849,525.827932310506,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,2307.999994,600,63,2,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,F,797.77238791615,2042.59747229546,48.6277717638092,0.0238068304809765,S12_PERFORM_retention_zone_base_P_Q,18.9924320015236,894.806869612218,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,3846.400002,2168.003995,68,5,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,G,781.955383776824,2040.04614132517,100.597769897816,0.0493115169603322,S12_PERFORM_retention_zone_base_P_Q,38.5594061693339,1047.39733181745,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,5182.400025,2200,22,3,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,H,233.955369616376,593.22,0,0,S12_PERFORM_retention_zone_base_P_Q,0,769.834798839637,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,0,2370.69997,0,3,0,9716.68743179039,1227.88012859369,42.3477616840719,not_common_fail_closed,nonzero_Zone_H_prior_has_no_S13_generator
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,I,470.815903258342,1304.57,0,0,S12_PERFORM_retention_zone_base_P_Q,0,3.10902148723483,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,15.4,565.099092,12,1,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,similarity_scaled_2019_pattern_not_raw_MW,0.358662225381536,10902.2197987,J,3591.89458852847,10415.9421573041,14.2057040942529,0.00136384245224435,S12_PERFORM_retention_zone_base_P_Q,4.89877832382188,2035.33909066583,NaN,NYISO_fuel_mix_allocated_by_source_capability,voltage_controlled_not_observed_dispatch,1,1,1,1,10081.700022,4197.07746,192,5,9716.68743179039,1227.88012859369,42.3477616840719,representable_before_controls,
