scenario_id,model_gen_row,generator_key,model_bus,zone,online,pmin_mw,pmax_mw,within_zone_capacity_share,raw_prior_mw,bounded_prior_mw,clipped_prior_mw,sigma_before_floor_mw,sigma_mw,observed_generator_dispatch,solved_pg_mw,deviation_from_bounded_prior_mw,deviation_from_raw_source_assignment_mw,electrical_baseline_qualified
S1_2019_SUMMER_PEAK_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,F,1,0,568.003995,0.261993979858879,302.385105067559,302.385105067559,0,88.6147461655109,88.6147461655109,0,325.772767631234,23.3876625636754,23.3876625636754,1
S1_2019_SUMMER_PEAK_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,D,1,0,944.920662,0.959329106258799,447.888117942136,447.888117942136,0,68.5925564881492,68.5925564881492,0,457.79707044844,9.90895250630388,9.90895250630388,1
S1_2019_SUMMER_PEAK_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,D,1,0,40.0600457,0.0406708937412013,18.9882803867072,18.9882803867072,0,14.123262691092,14.123262691092,0,19.4172372372891,0.428956850581883,0.428956850581883,1
S1_2019_SUMMER_PEAK_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,C,1,0,1105.24857748821,0.440127659082592,666.904125687787,666.904125687787,0,150.787497005994,150.787497005994,0,732.653704482494,65.7495787947062,65.7495787947062,1
S1_2019_SUMMER_PEAK_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,C,1,0,292.878562141814,0.116628927262589,176.722164946616,176.722164946616,0,77.6209836052272,77.6209836052272,0,194.129884952608,17.4077200059921,17.4077200059921,1
S1_2019_SUMMER_PEAK_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,B,1,0,288.8,1,244.81026790919,244.81026790919,0,50,50,0,252.162451185784,7.35218327659328,7.35218327659328,1
S1_2019_SUMMER_PEAK_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,174.42870348225,174.42870348225,0,66.9930145841123,66.9930145841123,0,187.141856247054,12.7131527648032,12.7131527648032,1
S1_2019_SUMMER_PEAK_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,174.42870348225,174.42870348225,0,66.9930145841123,66.9930145841123,0,187.141856247054,12.7131527648032,12.7131527648032,1
S1_2019_SUMMER_PEAK_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,A,1,0,197.192650893643,0.152531444069959,174.42870348225,174.42870348225,0,66.9930145841123,66.9930145841123,0,187.078220954974,12.6495174727235,12.6495174727235,1
S1_2019_SUMMER_PEAK_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,A,1,0,495.093851384339,0.382962446924767,437.940147402259,437.940147402259,0,106.151937302317,106.151937302317,0,469.292671774327,31.3525243720687,31.3525243720687,1
