scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S2_2025_WINTER_PEAK_PUBLIC,HQ,48,1,-164.080120401418,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - HQ_CEDARS,48,1,-46.3503164975757,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ISONE,37,0.4,38.1333323888855,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ISONE,73,0.6,57.1999985833283,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - NPX_1385,80,1,70.9159842412909,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - NPX_CSC,80,1,34.299234208206,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,ONTARIO,54,1,877.916709748932,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,66,0.35,228.438693616214,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,67,0.15,97.9022972640919,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,75,0.25,163.170495440153,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,PJM,81,0.25,163.170495440153,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_HTP,81,1,92.7006329951515,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_NEPTUNE,80,1,292.006993934727,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJM_VFT,81,1,146.003496967364,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
