device_key,source_bus,model_bus,status,source_reference_vg_pu,mapped_vg_pu,policy,raw_remote_control_omitted
PERFORM2019:GEN:556:C1,556,20556,1,1.06331961868747,1.06331961868747,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:1,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:2,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:3,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:4,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:5,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:6,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:7,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:8,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:9,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:10,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:11,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:557:12,557,20557,1,1.07518496865236,1.07518496865236,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:562:1,562,20562,1,1.04880014429603,1.04880014429603,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:563:C1,563,20563,1,1.02897739481534,1.02897739481534,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:564:1,564,20564,1,1.03762531688237,1.03762531688237,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:564:2,564,20564,1,1.03762531688237,1.03762531688237,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:565:1,565,20565,1,1.05401704251618,1.05401704251618,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:569:1,569,20569,0,1.01,1.01,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:569:6,569,20569,0,1.01,1.01,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:569:C1,569,20569,1,1.05530636937311,1.05530636937311,local_PV_common_terminal_Q_span_weighted_reference_prior,0
PERFORM2019:GEN:569:C2,569,20569,1,1.05530636937311,1.05530636937311,local_PV_common_terminal_Q_span_weighted_reference_prior,0
