exact_bus_count,copied_branch_count,active_copied_branch_count,inactive_copied_branch_count,active_crossing_branch_count,branches_with_unresolved_individual_identity,voltage_rmse_pu,voltage_max_abs_delta_pu,angle_rmse_deg,angle_max_abs_delta_deg,terminal_p_rmse_mw,terminal_p_max_abs_delta_mw,terminal_q_rmse_mvar,terminal_q_max_abs_delta_mvar,terminal_current_rmse_ka,terminal_current_max_abs_delta_ka,source_reference_bus,model_reference_bus
855,1341,1339,2,14,247,0.0313906454333801,0.0603333952577096,2.97571526670185,14.9468232442183,19.1345123472214,265.732429432502,12.3902385405993,173.827137519292,0.0559394470431508,0.564405503799772,847,20847
