device_key,source_bus,model_bus,zone,mapping_kind,pd_gross_mw,qd_gross_mvar,gs_mw,bs_mvar
PERFORM2019:BUS:298,298,58,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:299,299,58,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:300,300,58,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:301,301,58,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:302,302,58,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:303,303,58,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:304,304,58,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:305,305,58,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:306,306,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:307,307,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:308,308,56,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:309,309,57,A,assumed_same_zone_source_distance_aggregation,10.1,0,0,0
PERFORM2019:BUS:310,310,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:311,311,58,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:312,312,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:313,313,58,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:314,314,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:315,315,56,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:316,316,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:317,317,56,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:318,318,56,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:319,319,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:320,320,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:321,321,58,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:322,322,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:323,323,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:324,324,57,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:325,325,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:326,326,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:327,327,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:328,328,72,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:329,329,72,C,assumed_same_zone_source_distance_aggregation,16.71,0,0,0
PERFORM2019:BUS:330,330,50,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:331,331,50,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:332,332,50,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:333,333,72,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:334,334,51,C,assumed_same_zone_source_distance_aggregation,41.79,0,0,0
PERFORM2019:BUS:335,335,72,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:336,336,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:337,337,50,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:338,338,72,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:339,339,72,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:340,340,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:341,341,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:342,342,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:343,343,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:344,344,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:345,345,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:346,346,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:347,347,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:348,348,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:349,349,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:350,350,51,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:351,351,51,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:352,352,51,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:353,353,68,C,assumed_same_zone_source_distance_aggregation,28.21,0,0,0
PERFORM2019:BUS:354,354,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:355,355,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:356,356,50,C,assumed_same_zone_source_distance_aggregation,3.17,0,0,0
PERFORM2019:BUS:357,357,51,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:358,358,50,C,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:359,359,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:360,360,50,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:361,361,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:362,362,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:363,363,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:364,364,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:365,365,68,C,assumed_same_zone_source_distance_aggregation,8.36,0,0,0
PERFORM2019:BUS:366,366,20366,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:367,367,20367,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:368,368,20368,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:369,369,20369,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:370,370,20370,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:371,371,20371,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:372,372,20372,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:373,373,20373,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:374,374,20374,E,exact_source_region,12.46,0,0,0
PERFORM2019:BUS:375,375,20375,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:376,376,20376,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:377,377,20377,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:378,378,20378,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:379,379,20379,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:380,380,20380,E,exact_source_region,14.54,0,0,0
PERFORM2019:BUS:381,381,20381,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:382,382,20382,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:383,383,20383,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:384,384,20384,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:385,385,20385,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:386,386,20386,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:387,387,20387,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:388,388,20388,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:389,389,20389,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:390,390,20390,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:391,391,20391,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:392,392,20392,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:393,393,20393,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:394,394,20394,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:395,395,20395,E,exact_source_region,0,0,0,0
PERFORM2019:BUS:396,396,20396,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:397,397,20397,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:398,398,20398,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:399,399,20399,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:400,400,20400,E,exact_source_region,4.94,0,0,0
PERFORM2019:BUS:401,401,20401,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:402,402,20402,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:403,403,20403,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:404,404,20404,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:405,405,20405,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:406,406,20406,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:407,407,20407,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:408,408,20408,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:409,409,20409,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:410,410,20410,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:411,411,20411,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:412,412,20412,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:413,413,20413,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:414,414,20414,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:415,415,20415,E,exact_source_region,20.77,0,0,0
PERFORM2019:BUS:416,416,20416,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:417,417,20417,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:418,418,20418,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:419,419,20419,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:420,420,20420,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:421,421,20421,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:422,422,20422,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:423,423,20423,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:424,424,20424,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:425,425,20425,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:426,426,20426,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:427,427,20427,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:428,428,20428,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:429,429,20429,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:430,430,20430,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:431,431,20431,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:432,432,20432,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:433,433,20433,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:434,434,20434,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:435,435,20435,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:436,436,20436,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:437,437,20437,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:438,438,20438,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:439,439,20439,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:440,440,20440,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:441,441,20441,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:442,442,20442,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:443,443,20443,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:444,444,20444,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:445,445,20445,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:446,446,20446,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:447,447,20447,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:448,448,20448,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:449,449,20449,D,exact_source_region,44.43,0,0,0
PERFORM2019:BUS:450,450,20450,D,exact_source_region,44.43,0,0,0
PERFORM2019:BUS:451,451,20451,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:452,452,20452,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:453,453,20453,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:454,454,20454,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:455,455,20455,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:456,456,20456,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:457,457,20457,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:458,458,20458,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:459,459,20459,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:460,460,20460,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:461,461,20461,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:462,462,20462,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:463,463,20463,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:464,464,20464,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:465,465,20465,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:466,466,20466,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:467,467,20467,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:468,468,20468,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:469,469,20469,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:470,470,20470,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:471,471,20471,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:472,472,20472,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:473,473,20473,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:474,474,20474,F,exact_source_region,34.22,0,0,0
PERFORM2019:BUS:475,475,20475,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:476,476,20476,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:477,477,20477,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:478,478,20478,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:479,479,20479,F,exact_source_region,1.54,0,0,0
PERFORM2019:BUS:480,480,20480,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:481,481,20481,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:482,482,20482,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:483,483,20483,F,exact_source_region,14.58,0,0,0
PERFORM2019:BUS:484,484,20484,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:485,485,20485,D,exact_source_region,29.62,0,0,40.31
PERFORM2019:BUS:486,486,20486,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:487,487,20487,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:488,488,20488,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:489,489,20489,F,exact_source_region,10.27,0,0,15.12
PERFORM2019:BUS:490,490,20490,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:491,491,20491,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:492,492,20492,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:493,493,20493,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:494,494,20494,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:495,495,20495,E,exact_source_region,10.39,0,0,0
PERFORM2019:BUS:496,496,20496,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:497,497,20497,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:498,498,20498,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:499,499,20499,E,exact_source_region,4.15,0,0,0
PERFORM2019:BUS:500,500,20500,E,exact_source_region,1.87,0,0,0
PERFORM2019:BUS:501,501,20501,E,exact_source_region,4.7,0,0,0
PERFORM2019:BUS:502,502,20502,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:503,503,20503,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:504,504,20504,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:505,505,20505,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:506,506,20506,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:507,507,20507,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:508,508,20508,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:509,509,20509,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:510,510,20510,F,exact_source_region,9.92,0,0,0
PERFORM2019:BUS:511,511,20511,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:512,512,20512,G,exact_source_region,20.76,0,0,30.06
PERFORM2019:BUS:513,513,20513,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:514,514,20514,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:515,515,20515,G,exact_source_region,11.58,0,0,0
PERFORM2019:BUS:516,516,20516,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:517,517,20517,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:518,518,20518,G,exact_source_region,11.58,0,0,0
PERFORM2019:BUS:519,519,20519,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:520,520,20520,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:521,521,20521,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:522,522,20522,F,exact_source_region,7.74,0,0,0
PERFORM2019:BUS:523,523,20523,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:524,524,20524,G,exact_source_region,22.49,0,0,0
PERFORM2019:BUS:525,525,20525,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:526,526,20526,E,exact_source_region,0.93,0,0,0
PERFORM2019:BUS:527,527,20527,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:528,528,20528,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:529,529,20529,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:530,530,20530,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:531,531,20531,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:532,532,20532,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:533,533,20533,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:534,534,20534,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:535,535,20535,G,exact_source_region,39.52,0,0,0
PERFORM2019:BUS:536,536,20536,G,exact_source_region,55.69,0,0,0
PERFORM2019:BUS:537,537,20537,G,exact_source_region,36.73,0,0,0
PERFORM2019:BUS:538,538,20538,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:539,539,20539,G,exact_source_region,12.39,0,0,1.47
PERFORM2019:BUS:540,540,20540,G,exact_source_region,4.13,0,0,0
PERFORM2019:BUS:541,541,20541,G,exact_source_region,9.28,0,0,0
PERFORM2019:BUS:542,542,20542,G,exact_source_region,9.18,0,0,0
PERFORM2019:BUS:543,543,20543,G,exact_source_region,9.18,0,0,0
PERFORM2019:BUS:544,544,20544,G,exact_source_region,18.56,0,0,0
PERFORM2019:BUS:545,545,20545,G,exact_source_region,9.28,0,0,0
PERFORM2019:BUS:546,546,20546,G,exact_source_region,24.52,0,0,0
PERFORM2019:BUS:547,547,20547,I,exact_source_region,0,0,0,0
PERFORM2019:BUS:548,548,20548,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:549,549,20549,K,exact_source_region,27.82,0,0,0
PERFORM2019:BUS:550,550,20550,K,exact_source_region,106.01,0,0,0
PERFORM2019:BUS:551,551,20551,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:552,552,20552,K,exact_source_region,50.95,0,0,0
PERFORM2019:BUS:553,553,20553,K,exact_source_region,55.98,0,0,0
PERFORM2019:BUS:554,554,20554,K,exact_source_region,82.22,0,0,0
PERFORM2019:BUS:555,555,20555,K,exact_source_region,46.58,0,0,0
PERFORM2019:BUS:556,556,20556,J,exact_source_region,363.64,0,0,0
PERFORM2019:BUS:557,557,20557,J,exact_source_region,0,0,0,0
PERFORM2019:BUS:558,558,20558,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:559,559,20559,K,exact_source_region,33.39,0,0,0
PERFORM2019:BUS:560,560,20560,K,exact_source_region,0,0,0,0
PERFORM2019:BUS:561,561,20561,K,exact_source_region,27.82,0,0,0
PERFORM2019:BUS:562,562,20562,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:563,563,20563,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:564,564,20564,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:565,565,20565,H,exact_source_region,94.71,0,0,0
PERFORM2019:BUS:566,566,56,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:567,567,20567,K,exact_source_region,34.78,0,0,0
PERFORM2019:BUS:568,568,20568,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:569,569,20569,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:570,570,20570,J,exact_source_region,113.23,0,0,0
PERFORM2019:BUS:571,571,20571,J,exact_source_region,0,0,0,0
PERFORM2019:BUS:572,572,20572,K,exact_source_region,31.27,0,0,0
PERFORM2019:BUS:573,573,20573,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:574,574,20574,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:575,575,68,C,assumed_same_zone_source_distance_aggregation,4.18,0,0,0
PERFORM2019:BUS:576,576,20576,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:577,577,20577,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:578,578,20578,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:579,579,20579,E,exact_source_region,2.08,0,0,0
PERFORM2019:BUS:580,580,20580,K,exact_source_region,0,0,0,0
PERFORM2019:BUS:581,581,20581,K,exact_source_region,16.69,0,0,0
PERFORM2019:BUS:582,582,20582,K,exact_source_region,15.3,0,0,0
PERFORM2019:BUS:583,583,20583,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:584,584,20584,K,exact_source_region,22.26,0,0,0
PERFORM2019:BUS:585,585,20585,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:586,586,20586,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:587,587,20587,K,exact_source_region,13.91,0,0,31.13
PERFORM2019:BUS:588,588,20588,K,exact_source_region,27.82,0,0,0
PERFORM2019:BUS:589,589,20589,K,exact_source_region,0,0,0,500
PERFORM2019:BUS:590,590,20590,K,exact_source_region,0,0,0,0
PERFORM2019:BUS:591,591,20591,K,exact_source_region,48.69,0,0,0
PERFORM2019:BUS:592,592,20592,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:593,593,20593,I,exact_source_region,0,0,0,0
PERFORM2019:BUS:594,594,20594,I,exact_source_region,0,0,0,0
PERFORM2019:BUS:595,595,20595,J,exact_source_region,440.64,0,0,0
PERFORM2019:BUS:596,596,20596,J,exact_source_region,522.5,0,0,0
PERFORM2019:BUS:597,597,20597,J,exact_source_region,636.38,0,0,0
PERFORM2019:BUS:598,598,20598,K,exact_source_region,27.82,0,0,0
PERFORM2019:BUS:599,599,20599,J,exact_source_region,272.73,0,0,0
PERFORM2019:BUS:600,600,20600,J,exact_source_region,557.76,0,0,0
PERFORM2019:BUS:601,601,20601,J,exact_source_region,555.17,0,0,0
PERFORM2019:BUS:602,602,20602,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:603,603,20603,K,exact_source_region,47.11,0,0,0
PERFORM2019:BUS:604,604,20604,K,exact_source_region,31.72,0,0,0
PERFORM2019:BUS:605,605,20605,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:606,606,20606,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:607,607,20607,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:608,608,20608,K,exact_source_region,148.8,0,0,0
PERFORM2019:BUS:609,609,20609,K,exact_source_region,50.64,0,0,-99.74
PERFORM2019:BUS:610,610,20610,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:611,611,20611,K,exact_source_region,27.71,0,0,0
PERFORM2019:BUS:612,612,20612,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:613,613,20613,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:614,614,20614,K,exact_source_region,41.74,0,0,0
PERFORM2019:BUS:615,615,20615,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:616,616,20616,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:617,617,20617,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:618,618,20618,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:619,619,20619,K,exact_source_region,19.67,0,0,0
PERFORM2019:BUS:620,620,20620,K,exact_source_region,34.78,0,0,0
PERFORM2019:BUS:621,621,20621,K,exact_source_region,29.22,0,0,0
PERFORM2019:BUS:622,622,20622,K,exact_source_region,29.22,-10.28,0,0
PERFORM2019:BUS:623,623,20623,J,exact_source_region,202.2,0,0,0
PERFORM2019:BUS:624,624,20624,K,exact_source_region,34.78,0,0,0
PERFORM2019:BUS:625,625,20625,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:626,626,20626,K,exact_source_region,36.17,0,0,0
PERFORM2019:BUS:627,627,20627,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:628,628,20628,J,exact_source_region,460.38,0,0,0
PERFORM2019:BUS:629,629,20629,J,exact_source_region,454.55,0,0,0
PERFORM2019:BUS:630,630,20630,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:631,631,20631,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:632,632,20632,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:633,633,20633,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:634,634,20634,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:635,635,20635,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:636,636,20636,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:637,637,20637,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:638,638,20638,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:639,639,20639,G,exact_source_region,16.51,0,0,0
PERFORM2019:BUS:640,640,20640,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:641,641,20641,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:642,642,20642,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:643,643,20643,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:644,644,20644,G,exact_source_region,0,0,0,0
