gross_load_mw,fixed_boundary_p_mw,native_generation_mw,total_loss_mw,balance_error_mw,native_P_movement_from_Package_A_mw,native_Q_movement_from_Package_A_mvar,assumed_support_p_mw,assumed_support_q_mvar,max_replay_P_adjustment_mw,max_replay_V_adjustment_pu
29799.66,1292.635022,29083.7654497327,576.740471732403,3.08773451251909e-10,0.0014285937762154,2400.72419448978,0,-649.599562771454,4.05730227726053e-05,3.21410231762798e-10
