source_branch_row,model_branch_row,device_key,from_in_exact_region,to_in_exact_region
1685,1091,PERFORM2019:AC:854:859:1,1,1
1686,1092,PERFORM2019:AC:855:856:1,1,1
1687,1093,PERFORM2019:AC:857:860:1,1,1
1688,1094,PERFORM2019:AC:857:862:1,1,1
1689,1095,PERFORM2019:AC:858:902:1,1,1
1690,1096,PERFORM2019:AC:858:902:2,1,1
1691,1097,PERFORM2019:XFMR:858:1524:1,1,1
1692,1098,PERFORM2019:AC:859:1524:1,1,1
1693,1099,PERFORM2019:AC:861:862:1,1,1
1694,1100,PERFORM2019:AC:861:906:1,1,1
1695,1101,PERFORM2019:AC:864:874:1,1,1
1696,1102,PERFORM2019:AC:864:1362:1,1,1
1697,1103,PERFORM2019:AC:865:869:1,1,1
1698,1104,PERFORM2019:AC:865:874:1,1,1
1699,1105,PERFORM2019:AC:866:871:1,1,1
1700,1106,PERFORM2019:AC:866:873:1,1,1
1701,1107,PERFORM2019:AC:867:870:1,1,1
1702,1108,PERFORM2019:AC:867:873:1,1,1
1703,1109,PERFORM2019:AC:868:875:1,1,1
1704,1110,PERFORM2019:AC:868:1362:1,1,1
1705,1111,PERFORM2019:AC:868:1507:1,1,1
1706,1112,PERFORM2019:AC:869:875:1,1,1
1707,1113,PERFORM2019:AC:869:1507:1,1,1
1708,1114,PERFORM2019:AC:870:1508:1,1,1
1709,1115,PERFORM2019:AC:871:872:1,1,1
1710,1116,PERFORM2019:AC:871:1508:1,1,1
1731,1117,PERFORM2019:AC:897:900:1,1,1
1732,1118,PERFORM2019:AC:897:900:2,1,1
1733,1119,PERFORM2019:AC:897:900:3,1,1
1734,1120,PERFORM2019:AC:897:902:1,1,1
1735,1121,PERFORM2019:AC:897:902:2,1,1
1736,1122,PERFORM2019:AC:898:902:1,1,1
1737,1123,PERFORM2019:AC:898:902:2,1,1
1738,1124,PERFORM2019:AC:900:1519:1,1,1
1739,1125,PERFORM2019:XFMR:900:1525:1,1,1
1740,1126,PERFORM2019:AC:901:905:1,1,1
1741,1127,PERFORM2019:AC:901:906:1,1,1
1742,1128,PERFORM2019:XFMR:902:1526:1,1,1
1743,1129,PERFORM2019:XFMR:902:1526:2,1,1
1744,1130,PERFORM2019:AC:903:904:1,1,1
1745,1131,PERFORM2019:AC:903:904:2,1,1
1746,1132,PERFORM2019:AC:903:1401:1,1,1
1747,1133,PERFORM2019:AC:903:1526:1,1,1
1748,1134,PERFORM2019:AC:904:905:1,1,1
1749,1135,PERFORM2019:AC:907:1306:1,0,1
1752,1136,PERFORM2019:AC:909:910:1,1,1
1753,1137,PERFORM2019:AC:910:911:1,1,1
1754,1138,PERFORM2019:AC:911:912:1,1,1
1755,1139,PERFORM2019:AC:916:921:1,1,1
1756,1140,PERFORM2019:AC:917:921:1,1,1
1757,1141,PERFORM2019:AC:917:1041:1,1,1
1758,1142,PERFORM2019:AC:919:1040:1,1,1
1759,1143,PERFORM2019:AC:919:1287:1,1,1
1835,1144,PERFORM2019:AC:988:1527:1,1,1
1836,1145,PERFORM2019:AC:990:991:1,1,1
1837,1146,PERFORM2019:AC:991:992:1,1,1
1838,1147,PERFORM2019:XFMR:993:1527:1,1,1
1839,1148,PERFORM2019:XFMR:993:1527:2,1,1
1840,1149,PERFORM2019:AC:994:997:1,1,1
1841,1150,PERFORM2019:AC:994:997:2,1,1
1842,1151,PERFORM2019:AC:994:998:1,1,1
1843,1152,PERFORM2019:AC:995:996:1,1,1
1844,1153,PERFORM2019:AC:995:996:2,1,1
1845,1154,PERFORM2019:AC:995:999:1,1,1
1846,1155,PERFORM2019:AC:995:999:2,1,1
1847,1156,PERFORM2019:AC:996:999:1,1,1
1848,1157,PERFORM2019:AC:1001:1002:1,1,1
1849,1158,PERFORM2019:AC:1001:1016:1,1,1
1850,1159,PERFORM2019:AC:1002:1193:1,1,1
1851,1160,PERFORM2019:AC:1003:1004:1,1,1
1852,1161,PERFORM2019:AC:1003:1196:1,1,1
1853,1162,PERFORM2019:AC:1005:1021:1,1,1
1854,1163,PERFORM2019:AC:1006:1010:1,1,1
1855,1164,PERFORM2019:AC:1006:1463:1,1,1
1856,1165,PERFORM2019:AC:1007:1011:1,1,1
1857,1166,PERFORM2019:AC:1007:1036:1,1,1
1858,1167,PERFORM2019:AC:1008:1010:1,1,1
1859,1168,PERFORM2019:AC:1009:1011:1,1,1
1860,1169,PERFORM2019:AC:1010:1032:1,1,1
1861,1170,PERFORM2019:AC:1011:1255:1,1,1
1862,1171,PERFORM2019:AC:1012:1015:1,1,1
1863,1172,PERFORM2019:AC:1012:1548:1,1,1
1864,1173,PERFORM2019:AC:1012:1548:2,1,1
1865,1174,PERFORM2019:AC:1013:1016:1,1,1
1866,1175,PERFORM2019:AC:1013:1548:1,1,1
1867,1176,PERFORM2019:AC:1013:1548:2,1,1
1868,1177,PERFORM2019:AC:1015:1194:1,1,1
1869,1178,PERFORM2019:AC:1017:1018:1,1,1
1870,1179,PERFORM2019:AC:1018:1229:1,1,1
1871,1180,PERFORM2019:AC:1019:1545:1,1,1
1872,1181,PERFORM2019:AC:1019:1545:2,1,1
1873,1182,PERFORM2019:AC:1020:1026:1,1,1
1874,1183,PERFORM2019:AC:1021:1023:1,1,1
1875,1184,PERFORM2019:AC:1022:1023:1,1,1
1876,1185,PERFORM2019:AC:1023:1024:1,1,1
1877,1186,PERFORM2019:AC:1024:1025:1,1,1
1878,1187,PERFORM2019:AC:1027:1049:1,1,1
1879,1188,PERFORM2019:AC:1028:1050:1,1,1
1880,1189,PERFORM2019:AC:1029:1030:1,1,1
1881,1190,PERFORM2019:AC:1029:1053:1,1,1
1882,1191,PERFORM2019:AC:1030:1049:1,1,1
1883,1192,PERFORM2019:AC:1030:1054:1,1,1
1884,1193,PERFORM2019:AC:1031:1033:1,1,1
1885,1194,PERFORM2019:AC:1033:1255:1,1,1
1886,1195,PERFORM2019:AC:1034:1035:1,1,1
1887,1196,PERFORM2019:AC:1034:1038:1,1,1
1888,1197,PERFORM2019:AC:1035:1463:1,1,1
1889,1198,PERFORM2019:AC:1035:1464:1,1,1
1890,1199,PERFORM2019:AC:1036:1464:1,1,1
1891,1200,PERFORM2019:AC:1037:1463:1,1,1
1892,1201,PERFORM2019:AC:1038:1453:1,1,1
1893,1202,PERFORM2019:AC:1040:1286:1,1,1
1894,1203,PERFORM2019:AC:1042:1044:1,1,1
1895,1204,PERFORM2019:AC:1042:1055:1,1,1
1896,1205,PERFORM2019:AC:1043:1548:1,1,1
1897,1206,PERFORM2019:AC:1044:1548:1,1,1
1898,1207,PERFORM2019:AC:1045:1055:1,1,1
1899,1208,PERFORM2019:AC:1046:1353:1,1,1
1900,1209,PERFORM2019:AC:1046:1396:1,1,1
1901,1210,PERFORM2019:AC:1047:1548:1,1,1
1902,1211,PERFORM2019:AC:1051:1052:1,1,1
1903,1212,PERFORM2019:AC:1052:1548:1,1,1
1904,1213,PERFORM2019:AC:1053:1054:1,1,1
1984,1214,PERFORM2019:AC:1129:1132:1,1,1
1985,1215,PERFORM2019:AC:1129:1132:2,1,1
1986,1216,PERFORM2019:XFMR:1129:1528:1,1,1
1987,1217,PERFORM2019:XFMR:1129:1528:2,1,1
1988,1218,PERFORM2019:AC:1130:1132:1,1,1
1989,1219,PERFORM2019:AC:1130:1132:2,1,1
1990,1220,PERFORM2019:XFMR:1130:1529:1,1,1
1991,1221,PERFORM2019:XFMR:1130:1529:2,1,1
1992,1222,PERFORM2019:AC:1131:1530:1,1,1
1993,1223,PERFORM2019:AC:1131:1530:2,1,1
1994,1224,PERFORM2019:AC:1132:1134:1,1,1
1995,1225,PERFORM2019:XFMR:1132:1530:1,1,1
1996,1226,PERFORM2019:XFMR:1132:1530:2,1,1
1997,1227,PERFORM2019:AC:1133:1529:1,1,1
1998,1228,PERFORM2019:AC:1133:1529:2,1,1
1999,1229,PERFORM2019:AC:1133:1529:3,1,1
2000,1230,PERFORM2019:AC:1134:1136:1,1,1
2001,1231,PERFORM2019:XFMR:1134:1531:1,1,1
2002,1232,PERFORM2019:AC:1135:1529:1,1,1
2003,1233,PERFORM2019:AC:1135:1529:2,1,1
2004,1234,PERFORM2019:AC:1135:1532:1,1,1
2005,1235,PERFORM2019:AC:1135:1532:2,1,1
2006,1236,PERFORM2019:AC:1135:1532:3,1,1
2007,1237,PERFORM2019:XFMR:1136:1532:1,1,1
2008,1238,PERFORM2019:XFMR:1136:1532:2,1,1
2009,1239,PERFORM2019:XFMR:1136:1532:3,1,1
2010,1240,PERFORM2019:AC:1137:1141:1,1,1
2011,1241,PERFORM2019:AC:1137:1147:1,1,1
2012,1242,PERFORM2019:AC:1137:1149:1,1,1
2013,1243,PERFORM2019:XFMR:1137:1169:EQ,1,1
2014,1244,PERFORM2019:AC:1138:1152:1,1,1
2015,1245,PERFORM2019:AC:1138:1360:1,1,1
2016,1246,PERFORM2019:AC:1139:1140:1,1,1
2017,1247,PERFORM2019:AC:1139:1154:1,1,1
2018,1248,PERFORM2019:XFMR:1139:1533:1,1,1
2019,1249,PERFORM2019:AC:1140:1148:1,1,1
2020,1250,PERFORM2019:XFMR:1140:1534:1,1,1
2021,1251,PERFORM2019:AC:1142:1156:1,1,1
2022,1252,PERFORM2019:AC:1142:1162:1,1,1
2023,1253,PERFORM2019:AC:1142:1490:1,1,1
2024,1254,PERFORM2019:AC:1143:1166:1,1,1
2025,1255,PERFORM2019:AC:1143:1166:2,1,1
2026,1256,PERFORM2019:AC:1143:1166:3,1,1
2027,1257,PERFORM2019:AC:1144:1166:1,1,1
2028,1258,PERFORM2019:AC:1145:1146:1,1,1
2029,1259,PERFORM2019:AC:1146:1159:1,1,1
2030,1260,PERFORM2019:AC:1146:1537:1,1,1
2031,1261,PERFORM2019:AC:1147:1148:1,1,1
2032,1262,PERFORM2019:AC:1148:1165:1,1,1
2033,1263,PERFORM2019:AC:1148:1165:2,1,1
2034,1264,PERFORM2019:AC:1149:1165:1,1,1
2035,1265,PERFORM2019:XFMR:1149:1535:1,1,1
2036,1266,PERFORM2019:AC:1150:1539:1,1,1
2037,1267,PERFORM2019:AC:1150:1539:2,1,1
2038,1268,PERFORM2019:AC:1151:1169:1,1,1
2039,1269,PERFORM2019:AC:1151:1360:1,1,1
2040,1270,PERFORM2019:AC:1153:1156:1,1,1
2041,1271,PERFORM2019:AC:1153:1504:1,1,1
2042,1272,PERFORM2019:AC:1155:1490:1,1,1
2043,1273,PERFORM2019:AC:1155:1533:1,1,1
2044,1274,PERFORM2019:AC:1155:1534:1,1,1
2045,1275,PERFORM2019:AC:1155:1535:1,1,1
2046,1276,PERFORM2019:AC:1156:1490:1,1,1
2047,1277,PERFORM2019:AC:1156:1504:1,1,1
2048,1278,PERFORM2019:AC:1157:1160:1,1,1
2049,1279,PERFORM2019:XFMR:1157:1536:1,1,1
2050,1280,PERFORM2019:AC:1158:1159:1,1,1
2051,1281,PERFORM2019:AC:1158:1161:1,1,1
2052,1282,PERFORM2019:AC:1158:1504:1,1,1
2053,1283,PERFORM2019:AC:1160:1166:1,1,1
2054,1284,PERFORM2019:AC:1160:1166:2,1,1
2055,1285,PERFORM2019:AC:1160:1166:3,1,1
2056,1286,PERFORM2019:AC:1160:1166:4,1,1
2057,1287,PERFORM2019:XFMR:1160:1537:1,1,1
2058,1288,PERFORM2019:XFMR:1160:1538:1,1,1
2059,1289,PERFORM2019:XFMR:1160:1538:2,1,1
2060,1290,PERFORM2019:XFMR:1160:1538:3,1,1
2061,1291,PERFORM2019:XFMR:1160:1538:4,1,1
2062,1292,PERFORM2019:AC:1161:1162:1,1,1
2063,1293,PERFORM2019:AC:1164:1165:1,1,1
2064,1294,PERFORM2019:XFMR:1164:1539:1,1,1
2065,1295,PERFORM2019:XFMR:1165:1540:1,1,1
2066,1296,PERFORM2019:XFMR:1166:1541:1,1,1
2067,1297,PERFORM2019:XFMR:1166:1541:2,1,1
2068,1298,PERFORM2019:AC:1167:1168:1,1,1
2069,1299,PERFORM2019:AC:1168:1539:1,1,1
2070,1300,PERFORM2019:AC:1168:1542:1,1,1
2071,1301,PERFORM2019:XFMR:1170:1542:1,1,1
2104,1302,PERFORM2019:AC:1195:1215:1,1,1
2105,1303,PERFORM2019:AC:1196:1197:1,1,1
2106,1304,PERFORM2019:AC:1197:1198:1,1,1
2107,1305,PERFORM2019:AC:1198:1199:1,1,1
2108,1306,PERFORM2019:AC:1200:1201:1,1,1
2109,1307,PERFORM2019:AC:1201:1546:1,1,1
2110,1308,PERFORM2019:AC:1202:1546:1,1,1
2111,1309,PERFORM2019:AC:1204:1455:1,1,1
2112,1310,PERFORM2019:AC:1206:1207:1,1,1
2113,1311,PERFORM2019:AC:1206:1211:1,1,1
2114,1312,PERFORM2019:AC:1210:1224:1,1,1
2115,1313,PERFORM2019:AC:1210:1544:1,1,1
2116,1314,PERFORM2019:AC:1211:1212:1,1,1
2117,1315,PERFORM2019:AC:1213:1214:1,1,1
2118,1316,PERFORM2019:AC:1216:1546:1,1,1
2119,1317,PERFORM2019:AC:1217:1546:1,1,1
2124,1318,PERFORM2019:AC:1220:1221:1,1,1
2125,1319,PERFORM2019:AC:1220:1230:1,1,1
2126,1320,PERFORM2019:AC:1220:1230:2,1,1
2127,1321,PERFORM2019:AC:1220:1232:1,1,1
2128,1322,PERFORM2019:AC:1220:1232:2,1,1
2129,1323,PERFORM2019:AC:1221:1232:1,1,1
2130,1324,PERFORM2019:AC:1221:1232:2,1,1
2131,1325,PERFORM2019:AC:1222:1228:1,1,1
2132,1326,PERFORM2019:XFMR:1222:1543:1,1,1
2133,1327,PERFORM2019:AC:1222:1567:1,1,1
2134,1328,PERFORM2019:XFMR:1223:1544:1,1,1
2135,1329,PERFORM2019:AC:1225:1516:1,1,1
2136,1330,PERFORM2019:AC:1227:1228:1,1,1
2137,1331,PERFORM2019:AC:1228:1233:1,1,1
2138,1332,PERFORM2019:AC:1228:1245:1,0,1
2139,1333,PERFORM2019:XFMR:1228:1545:1,1,1
2140,1334,PERFORM2019:XFMR:1230:1546:1,1,1
2141,1335,PERFORM2019:AC:1230:1547:1,1,1
2142,1336,PERFORM2019:AC:1230:1547:2,1,1
2143,1337,PERFORM2019:AC:1231:1263:1,1,1
2144,1338,PERFORM2019:XFMR:1231:1547:1,1,1
2145,1339,PERFORM2019:XFMR:1231:1547:2,1,1
2146,1340,PERFORM2019:XFMR:1232:1548:1,1,1
2147,1341,PERFORM2019:AC:1232:1549:1,1,1
2148,1342,PERFORM2019:AC:1232:1549:2,1,1
2149,1343,PERFORM2019:AC:1232:1549:3,1,1
2150,1344,PERFORM2019:AC:1233:1237:1,1,0
2151,1345,PERFORM2019:AC:1233:1237:2,1,0
2152,1346,PERFORM2019:AC:1233:1242:1,1,0
2153,1347,PERFORM2019:XFMR:1233:1549:1,1,1
2154,1348,PERFORM2019:AC:1233:1567:1,1,1
2175,1349,PERFORM2019:AC:1238:1567:1,1,0
2217,1350,PERFORM2019:XFMR:1263:1567:1,1,1
2218,1351,PERFORM2019:XFMR:1263:1567:2,1,1
2245,1352,PERFORM2019:AC:1288:1394:1,1,1
2246,1353,PERFORM2019:AC:1288:1395:1,1,1
2249,1354,PERFORM2019:AC:1291:1304:1,1,1
2261,1355,PERFORM2019:AC:1304:1305:1,1,1
2308,1356,PERFORM2019:AC:1351:1393:1,1,1
2309,1357,PERFORM2019:AC:1352:1443:1,1,1
2310,1358,PERFORM2019:AC:1354:1396:1,1,1
2311,1359,PERFORM2019:AC:1356:1519:1,1,1
2312,1360,PERFORM2019:XFMR:1356:1574:1,1,1
2315,1361,PERFORM2019:AC:1361:1411:1,1,1
2316,1362,PERFORM2019:AC:1361:1412:1,1,1
2317,1363,PERFORM2019:AC:1362:1412:1,1,1
2340,1364,PERFORM2019:AC:1393:1443:1,1,1
2342,1365,PERFORM2019:AC:1401:1526:1,1,1
2343,1366,PERFORM2019:AC:1401:1526:2,1,1
2349,1367,PERFORM2019:AC:1411:1507:1,1,1
2351,1368,PERFORM2019:AC:1418:1420:1,1,1
2352,1369,PERFORM2019:AC:1419:1423:1,1,1
2363,1370,PERFORM2019:AC:1453:1454:1,1,1
2364,1371,PERFORM2019:AC:1456:1457:1,1,1
2365,1372,PERFORM2019:AC:1456:1529:1,1,1
2366,1373,PERFORM2019:AC:1456:1529:2,1,1
2367,1374,PERFORM2019:AC:1456:1529:3,1,1
2371,1375,PERFORM2019:AC:1467:1506:1,1,1
