source_branch_row,model_branch_row,device_key,from_in_exact_region,to_in_exact_region
1161,569,PERFORM2019:XFMR:560:1494:2,1,1
1162,570,PERFORM2019:AC:561:567:1,1,1
1163,571,PERFORM2019:AC:561:587:1,1,1
1164,572,PERFORM2019:AC:561:598:1,1,1
1165,573,PERFORM2019:AC:562:763:1,1,1
1166,574,PERFORM2019:AC:562:764:1,1,1
1167,575,PERFORM2019:AC:563:809:1,1,1
1168,576,PERFORM2019:AC:564:1540:1,1,1
1169,577,PERFORM2019:AC:565:1401:N,1,1
1170,578,PERFORM2019:AC:565:1525:1,1,1
1172,579,PERFORM2019:AC:567:588:1,1,1
1173,580,PERFORM2019:AC:567:588:2,1,1
1174,581,PERFORM2019:AC:567:1497:1,1,1
1175,582,PERFORM2019:AC:567:1497:2,1,1
1176,583,PERFORM2019:AC:568:591:1,1,1
1177,584,PERFORM2019:AC:568:841:1,1,1
1178,585,PERFORM2019:AC:569:591:1,1,1
1179,586,PERFORM2019:AC:569:591:2,1,1
1180,587,PERFORM2019:AC:569:592:1,1,1
1181,588,PERFORM2019:AC:570:622:1,1,1
1182,589,PERFORM2019:AC:570:622:2,1,1
1183,590,PERFORM2019:AC:570:1506:1,1,1
1184,591,PERFORM2019:AC:570:1506:2,1,1
1185,592,PERFORM2019:AC:571:1528:1,1,1
1186,593,PERFORM2019:AC:571:1531:1,1,1
1187,594,PERFORM2019:AC:571:1531:2,1,1
1188,595,PERFORM2019:AC:572:831:1,1,1
1189,596,PERFORM2019:AC:572:1160:1,1,1
1190,597,PERFORM2019:AC:573:920:1,1,1
1191,598,PERFORM2019:AC:574:1014:1,1,1
1193,599,PERFORM2019:AC:576:1053:1,1,1
1194,600,PERFORM2019:AC:577:578:1,1,1
1195,601,PERFORM2019:AC:577:613:1,1,1
1196,602,PERFORM2019:AC:578:846:1,1,1
1197,603,PERFORM2019:AC:580:589:1,1,1
1198,604,PERFORM2019:AC:580:589:2,1,1
1199,605,PERFORM2019:XFMR:580:1495:1,1,1
1200,606,PERFORM2019:XFMR:580:1496:1,1,1
1201,607,PERFORM2019:XFMR:580:1496:2,1,1
1202,608,PERFORM2019:AC:580:1499:1,1,1
1203,609,PERFORM2019:AC:581:582:1,1,1
1204,610,PERFORM2019:AC:581:840:1,1,1
1205,611,PERFORM2019:AC:582:583:1,1,1
1206,612,PERFORM2019:AC:584:840:1,1,1
1207,613,PERFORM2019:AC:584:1498:1,1,1
1208,614,PERFORM2019:AC:584:1523:1,1,1
1209,615,PERFORM2019:AC:585:586:1,1,1
1210,616,PERFORM2019:AC:586:598:1,1,1
1211,617,PERFORM2019:AC:587:625:1,1,1
1212,618,PERFORM2019:AC:588:996:1,1,1
1213,619,PERFORM2019:AC:588:996:2,1,1
1214,620,PERFORM2019:AC:589:594:1,1,1
1215,621,PERFORM2019:AC:589:594:2,1,1
1216,622,PERFORM2019:XFMR:589:1497:1,1,1
1217,623,PERFORM2019:XFMR:589:1497:2,1,1
1218,624,PERFORM2019:XFMR:590:1498:1,1,1
1219,625,PERFORM2019:XFMR:590:1499:1,1,1
1220,626,PERFORM2019:AC:591:843:1,1,1
1221,627,PERFORM2019:AC:591:843:2,1,1
1222,628,PERFORM2019:AC:591:1495:1,1,1
1223,629,PERFORM2019:AC:591:1495:2,1,1
1224,630,PERFORM2019:AC:592:840:1,1,1
1225,631,PERFORM2019:AC:592:1498:1,1,1
1226,632,PERFORM2019:AC:593:594:1,1,1
1227,633,PERFORM2019:AC:593:594:2,1,1
1228,634,PERFORM2019:AC:593:594:3,1,1
1229,635,PERFORM2019:AC:593:594:4,1,1
1230,636,PERFORM2019:AC:593:898:1,1,1
1231,637,PERFORM2019:AC:593:898:2,1,1
1232,638,PERFORM2019:XFMR:593:1500:1,1,1
1233,639,PERFORM2019:XFMR:593:1500:2,1,1
1234,640,PERFORM2019:XFMR:593:1501:1,1,1
1235,641,PERFORM2019:XFMR:593:1501:2,1,1
1236,642,PERFORM2019:AC:594:1136:1,1,1
1237,643,PERFORM2019:AC:594:1136:2,1,1
1238,644,PERFORM2019:XFMR:594:1502:1,1,1
1239,645,PERFORM2019:XFMR:594:1502:2,1,1
1240,646,PERFORM2019:XFMR:594:1502:3,1,1
1241,647,PERFORM2019:AC:595:600:1,1,1
1242,648,PERFORM2019:AC:595:600:2,1,1
1243,649,PERFORM2019:AC:595:600:3,1,1
1244,650,PERFORM2019:AC:595:1457:1,1,1
1245,651,PERFORM2019:AC:595:1493:1,1,1
1246,652,PERFORM2019:AC:596:599:1,1,1
1247,653,PERFORM2019:AC:596:599:2,1,1
1248,654,PERFORM2019:AC:596:1502:1,1,1
1249,655,PERFORM2019:AC:596:1502:2,1,1
1250,656,PERFORM2019:AC:596:1502:3,1,1
1251,657,PERFORM2019:XFMR:596:1503:1,1,1
1252,658,PERFORM2019:XFMR:596:1503:2,1,1
1253,659,PERFORM2019:AC:597:1456:1,1,1
1254,660,PERFORM2019:AC:597:1457:1,1,1
1255,661,PERFORM2019:AC:597:1457:2,1,1
1256,662,PERFORM2019:AC:597:1457:3,1,1
1257,663,PERFORM2019:AC:597:1493:1,1,1
1258,664,PERFORM2019:AC:597:1493:2,1,1
1259,665,PERFORM2019:AC:598:1500:1,1,1
1260,666,PERFORM2019:AC:598:1503:1,1,1
1261,667,PERFORM2019:AC:599:600:1,1,1
1262,668,PERFORM2019:AC:600:1501:1,1,1
1263,669,PERFORM2019:AC:600:1501:2,1,1
1264,670,PERFORM2019:AC:600:1501:3,1,1
1265,671,PERFORM2019:AC:601:628:1,1,1
1266,672,PERFORM2019:AC:601:628:2,1,1
1267,673,PERFORM2019:AC:601:628:3,1,1
1268,674,PERFORM2019:AC:601:1468:1,1,1
1269,675,PERFORM2019:AC:601:1493:1,1,1
1270,676,PERFORM2019:AC:601:1493:2,1,1
1271,677,PERFORM2019:AC:601:1493:3,1,1
1272,678,PERFORM2019:AC:601:1493:4,1,1
1273,679,PERFORM2019:AC:602:1491:1,1,1
1274,680,PERFORM2019:AC:603:604:1,1,1
1275,681,PERFORM2019:AC:603:604:2,1,1
1276,682,PERFORM2019:AC:603:604:3,1,1
1277,683,PERFORM2019:AC:603:605:1,1,1
1278,684,PERFORM2019:AC:603:611:1,1,1
1279,685,PERFORM2019:AC:603:611:2,1,1
1280,686,PERFORM2019:AC:603:612:1,1,1
1281,687,PERFORM2019:AC:603:1150:1,1,1
1282,688,PERFORM2019:AC:604:609:1,1,1
1283,689,PERFORM2019:AC:604:609:2,1,1
1284,690,PERFORM2019:AC:604:609:3,1,1
1285,691,PERFORM2019:AC:605:1504:1,1,1
1286,692,PERFORM2019:AC:606:607:1,1,1
1287,693,PERFORM2019:AC:606:1163:1,1,1
1288,694,PERFORM2019:AC:606:1489:1,1,1
1289,695,PERFORM2019:AC:607:1539:1,1,1
1290,696,PERFORM2019:AC:608:619:1,1,1
1291,697,PERFORM2019:AC:608:1139:1,1,1
1292,698,PERFORM2019:AC:608:1141:1,1,1
1293,699,PERFORM2019:AC:608:1143:1,1,1
1294,700,PERFORM2019:AC:608:1143:2,1,1
1295,701,PERFORM2019:AC:608:1143:3,1,1
1296,702,PERFORM2019:AC:608:1143:4,1,1
1297,703,PERFORM2019:XFMR:608:1504:1,1,1
1298,704,PERFORM2019:AC:609:1138:1,1,1
1299,705,PERFORM2019:AC:609:1492:1,1,1
1300,706,PERFORM2019:AC:609:1492:2,1,1
1301,707,PERFORM2019:AC:609:1492:3,1,1
1302,708,PERFORM2019:AC:609:1492:4,1,1
1303,709,PERFORM2019:AC:610:611:1,1,1
1304,710,PERFORM2019:AC:611:1150:1,1,1
1305,711,PERFORM2019:AC:611:1150:2,1,1
1306,712,PERFORM2019:AC:613:846:1,1,1
1307,713,PERFORM2019:AC:614:615:1,1,1
1308,714,PERFORM2019:AC:614:618:1,1,1
1309,715,PERFORM2019:AC:614:837:1,1,1
1310,716,PERFORM2019:AC:614:837:2,1,1
1311,717,PERFORM2019:AC:614:1541:1,1,1
1312,718,PERFORM2019:AC:614:1541:2,1,1
1313,719,PERFORM2019:AC:615:617:1,1,1
1314,720,PERFORM2019:AC:615:836:1,1,1
1315,721,PERFORM2019:AC:616:617:1,1,1
1316,722,PERFORM2019:AC:616:1505:1,1,1
1317,723,PERFORM2019:AC:618:1505:1,1,1
1318,724,PERFORM2019:XFMR:619:1505:1,1,1
1319,725,PERFORM2019:AC:620:625:1,1,1
1320,726,PERFORM2019:AC:620:626:1,1,1
1321,727,PERFORM2019:AC:620:626:2,1,1
1322,728,PERFORM2019:AC:620:995:1,1,1
1323,729,PERFORM2019:AC:620:995:2,1,1
1324,730,PERFORM2019:AC:621:623:1,1,1
1325,731,PERFORM2019:AC:621:623:2,1,1
1326,732,PERFORM2019:AC:621:626:1,1,1
1327,733,PERFORM2019:AC:621:627:1,1,1
1328,734,PERFORM2019:AC:622:624:1,1,1
1329,735,PERFORM2019:AC:622:997:1,1,1
1330,736,PERFORM2019:AC:622:997:2,1,1
1331,737,PERFORM2019:AC:623:624:1,1,1
1332,738,PERFORM2019:AC:623:624:2,1,1
1333,739,PERFORM2019:AC:623:1506:1,1,1
1334,740,PERFORM2019:AC:624:1467:1,1,1
1335,741,PERFORM2019:AC:624:1467:2,1,1
1336,742,PERFORM2019:AC:626:1506:1,1,1
1337,743,PERFORM2019:AC:626:1506:2,1,1
1338,744,PERFORM2019:AC:628:1131:1,1,1
1339,745,PERFORM2019:AC:628:1131:2,1,1
1340,746,PERFORM2019:XFMR:628:1506:1,1,1
1341,747,PERFORM2019:AC:629:1133:1,1,1
1342,748,PERFORM2019:AC:629:1133:2,1,1
1343,749,PERFORM2019:AC:629:1133:3,1,1
1344,750,PERFORM2019:AC:630:637:1,1,1
1345,751,PERFORM2019:AC:630:1232:1,1,1
1346,752,PERFORM2019:AC:630:1232:2,1,1
1347,753,PERFORM2019:XFMR:630:1507:1,1,1
1348,754,PERFORM2019:AC:630:1521:1,1,1
1349,755,PERFORM2019:AC:631:634:1,1,1
1350,756,PERFORM2019:AC:631:704:1,1,1
1351,757,PERFORM2019:AC:631:863:1,1,1
1352,758,PERFORM2019:AC:632:635:1,1,1
1353,759,PERFORM2019:AC:633:1507:1,1,1
1354,760,PERFORM2019:AC:636:1507:1,1,1
1355,761,PERFORM2019:XFMR:637:1508:1,1,1
1356,762,PERFORM2019:AC:638:663:1,1,1
1357,763,PERFORM2019:AC:638:767:1,1,1
1358,764,PERFORM2019:AC:639:654:1,1,1
1359,765,PERFORM2019:AC:639:655:1,1,1
1360,766,PERFORM2019:AC:639:1482:1,1,1
1361,767,PERFORM2019:AC:639:1482:2,1,1
1362,768,PERFORM2019:AC:640:654:1,1,1
1363,769,PERFORM2019:AC:640:1483:1,1,1
1364,770,PERFORM2019:AC:641:667:1,1,1
1365,771,PERFORM2019:AC:641:782:1,1,1
1366,772,PERFORM2019:AC:641:1509:1,1,1
1367,773,PERFORM2019:AC:642:643:1,1,1
1368,774,PERFORM2019:AC:642:1510:1,1,1
1369,775,PERFORM2019:AC:643:646:1,1,1
1370,776,PERFORM2019:AC:644:818:1,1,1
1371,777,PERFORM2019:AC:644:847:1,1,1
1372,778,PERFORM2019:XFMR:644:1509:1,1,1
1373,779,PERFORM2019:XFMR:644:1510:1,1,1
1374,780,PERFORM2019:AC:645:646:1,1,1
1375,781,PERFORM2019:AC:645:659:1,1,1
1376,782,PERFORM2019:AC:645:660:1,1,1
1377,783,PERFORM2019:AC:647:648:1,1,1
1378,784,PERFORM2019:AC:647:771:1,1,1
1379,785,PERFORM2019:AC:647:1510:1,1,1
1380,786,PERFORM2019:XFMR:647:1511:1,1,1
1381,787,PERFORM2019:AC:648:649:1,1,1
1382,788,PERFORM2019:AC:649:1487:1,1,1
1383,789,PERFORM2019:XFMR:649:1512:1,1,1
1384,790,PERFORM2019:AC:650:661:1,1,1
1385,791,PERFORM2019:AC:650:662:1,1,1
1386,792,PERFORM2019:AC:651:817:1,1,1
1387,793,PERFORM2019:AC:651:817:2,1,1
1388,794,PERFORM2019:AC:651:818:1,1,1
1389,795,PERFORM2019:AC:651:858:1,1,1
1390,796,PERFORM2019:AC:651:858:2,1,1
1391,797,PERFORM2019:AC:651:902:1,1,1
1392,798,PERFORM2019:AC:651:902:2,1,1
1393,799,PERFORM2019:AC:652:855:1,1,1
1394,800,PERFORM2019:AC:652:1487:1,1,1
1395,801,PERFORM2019:AC:653:663:1,1,1
1396,802,PERFORM2019:AC:654:821:1,1,1
1397,803,PERFORM2019:AC:655:667:1,1,1
1398,804,PERFORM2019:AC:655:667:2,1,1
1399,805,PERFORM2019:AC:656:657:1,1,1
1400,806,PERFORM2019:AC:657:660:1,1,1
1401,807,PERFORM2019:AC:658:665:1,1,1
1402,808,PERFORM2019:AC:658:1487:1,1,1
1403,809,PERFORM2019:AC:659:1487:1,1,1
1404,810,PERFORM2019:AC:660:1487:1,1,1
1405,811,PERFORM2019:AC:661:662:1,1,1
1406,812,PERFORM2019:AC:661:1512:1,1,1
1407,813,PERFORM2019:AC:661:1512:2,1,1
1408,814,PERFORM2019:AC:662:670:1,1,1
1409,815,PERFORM2019:AC:662:1486:1,1,1
1410,816,PERFORM2019:AC:663:1511:1,1,1
1411,817,PERFORM2019:AC:664:669:1,1,1
1412,818,PERFORM2019:AC:665:668:1,1,1
1413,819,PERFORM2019:AC:665:824:1,1,1
1414,820,PERFORM2019:AC:666:671:1,1,1
1415,821,PERFORM2019:AC:668:669:1,1,1
1416,822,PERFORM2019:AC:671:861:1,1,1
1417,823,PERFORM2019:AC:672:674:1,1,1
1418,824,PERFORM2019:AC:672:827:1,1,1
1419,825,PERFORM2019:AC:673:674:1,1,1
1420,826,PERFORM2019:AC:673:827:1,1,1
1421,827,PERFORM2019:AC:674:675:1,1,1
1422,828,PERFORM2019:AC:675:823:1,1,1
1423,829,PERFORM2019:AC:675:1487:1,1,1
1424,830,PERFORM2019:AC:676:796:1,1,1
1425,831,PERFORM2019:AC:677:678:1,1,1
1426,832,PERFORM2019:AC:677:796:1,1,1
1427,833,PERFORM2019:AC:679:683:1,1,1
1428,834,PERFORM2019:AC:679:787:1,1,1
1429,835,PERFORM2019:AC:679:790:1,1,1
1430,836,PERFORM2019:AC:680:682:1,1,1
1431,837,PERFORM2019:AC:681:683:1,1,1
1432,838,PERFORM2019:AC:681:693:1,1,1
1433,839,PERFORM2019:AC:682:793:1,1,1
1434,840,PERFORM2019:AC:683:684:1,1,1
1435,841,PERFORM2019:AC:683:786:1,1,1
1436,842,PERFORM2019:AC:683:872:1,1,1
1437,843,PERFORM2019:AC:685:1444:1,1,1
1438,844,PERFORM2019:AC:686:694:1,1,1
1439,845,PERFORM2019:AC:686:1362:1,1,1
1440,846,PERFORM2019:AC:687:690:1,1,1
1441,847,PERFORM2019:AC:687:691:1,1,1
1442,848,PERFORM2019:AC:687:695:1,1,1
1443,849,PERFORM2019:AC:688:689:1,1,1
1444,850,PERFORM2019:AC:688:692:1,1,1
1445,851,PERFORM2019:AC:688:695:1,1,1
1446,852,PERFORM2019:AC:689:1412:1,1,1
1447,853,PERFORM2019:AC:690:1411:1,1,1
1448,854,PERFORM2019:AC:693:870:1,1,1
1449,855,PERFORM2019:AC:696:702:1,1,1
1450,856,PERFORM2019:AC:696:716:1,1,1
1451,857,PERFORM2019:AC:696:1507:1,1,1
1452,858,PERFORM2019:AC:697:702:1,1,1
1453,859,PERFORM2019:AC:697:715:1,1,1
1454,860,PERFORM2019:AC:698:700:1,1,1
1455,861,PERFORM2019:AC:698:707:1,1,1
1456,862,PERFORM2019:AC:699:704:1,1,1
1457,863,PERFORM2019:AC:699:1513:1,1,1
1458,864,PERFORM2019:AC:700:704:1,1,1
1459,865,PERFORM2019:AC:700:1508:1,1,1
1460,866,PERFORM2019:AC:701:703:1,1,1
1461,867,PERFORM2019:AC:701:714:1,1,1
1462,868,PERFORM2019:AC:703:1507:1,1,1
1463,869,PERFORM2019:AC:704:1508:1,1,1
1464,870,PERFORM2019:AC:705:706:1,1,1
1465,871,PERFORM2019:AC:705:706:2,1,1
1466,872,PERFORM2019:AC:706:1351:1,1,1
1467,873,PERFORM2019:AC:706:1352:1,1,1
1468,874,PERFORM2019:AC:707:723:1,1,1
1469,875,PERFORM2019:AC:707:1513:1,1,1
1470,876,PERFORM2019:AC:708:1393:1,1,1
1471,877,PERFORM2019:AC:708:1513:1,1,1
1472,878,PERFORM2019:AC:709:718:1,1,1
1473,879,PERFORM2019:AC:709:724:1,1,1
1474,880,PERFORM2019:AC:710:721:1,1,1
1475,881,PERFORM2019:AC:710:728:1,1,1
1476,882,PERFORM2019:AC:711:719:1,1,1
1477,883,PERFORM2019:AC:711:724:1,1,1
1478,884,PERFORM2019:AC:712:719:1,1,1
1479,885,PERFORM2019:AC:712:720:1,1,1
1480,886,PERFORM2019:AC:712:724:1,1,1
1481,887,PERFORM2019:AC:713:720:1,1,1
1482,888,PERFORM2019:AC:713:725:1,1,1
1483,889,PERFORM2019:AC:713:1507:1,1,1
1484,890,PERFORM2019:AC:714:720:1,1,1
1485,891,PERFORM2019:AC:714:725:1,1,1
1486,892,PERFORM2019:AC:715:726:1,1,1
1487,893,PERFORM2019:AC:715:806:1,1,1
1488,894,PERFORM2019:AC:716:726:1,1,1
1489,895,PERFORM2019:AC:716:807:1,1,1
1490,896,PERFORM2019:AC:717:721:1,1,1
1491,897,PERFORM2019:AC:717:727:1,1,1
1492,898,PERFORM2019:AC:718:813:1,1,1
1493,899,PERFORM2019:AC:718:1513:1,1,1
1494,900,PERFORM2019:AC:722:799:1,1,1
1495,901,PERFORM2019:XFMR:722:1513:1,1,1
1496,902,PERFORM2019:XFMR:722:1513:2,1,1
1497,903,PERFORM2019:AC:724:1392:1,1,1
1498,904,PERFORM2019:AC:724:1392:2,1,1
1499,905,PERFORM2019:AC:724:1443:1,1,1
1500,906,PERFORM2019:AC:727:814:1,1,1
1501,907,PERFORM2019:AC:729:1392:1,1,1
1502,908,PERFORM2019:AC:730:1351:1,1,1
1503,909,PERFORM2019:AC:730:1352:1,1,1
1504,910,PERFORM2019:AC:731:734:1,1,1
1505,911,PERFORM2019:AC:731:736:1,1,1
1506,912,PERFORM2019:AC:731:736:2,1,1
1507,913,PERFORM2019:AC:732:733:1,1,1
1508,914,PERFORM2019:AC:732:736:1,1,1
1509,915,PERFORM2019:AC:732:737:1,1,1
1510,916,PERFORM2019:AC:733:736:1,1,1
1511,917,PERFORM2019:AC:734:736:1,1,1
1512,918,PERFORM2019:AC:735:736:1,1,1
1513,919,PERFORM2019:AC:736:737:1,1,1
1514,920,PERFORM2019:AC:737:738:1,1,1
1515,921,PERFORM2019:AC:738:740:1,1,1
1516,922,PERFORM2019:AC:739:1489:1,1,1
1517,923,PERFORM2019:AC:739:1489:2,1,1
1518,924,PERFORM2019:AC:740:1163:1,1,1
1519,925,PERFORM2019:AC:740:1489:1,1,1
1520,926,PERFORM2019:AC:740:1489:2,1,1
1521,927,PERFORM2019:AC:741:767:1,1,1
1522,928,PERFORM2019:AC:741:770:1,1,1
1523,929,PERFORM2019:AC:741:1226:1,1,1
1524,930,PERFORM2019:AC:742:743:1,1,1
1525,931,PERFORM2019:XFMR:742:1204:EQ,1,1
1526,932,PERFORM2019:AC:742:1208:1,1,1
1527,933,PERFORM2019:AC:743:749:1,1,1
1528,934,PERFORM2019:AC:744:745:1,1,1
1529,935,PERFORM2019:AC:744:746:1,1,1
1530,936,PERFORM2019:AC:745:746:1,1,1
1531,937,PERFORM2019:AC:745:748:1,1,1
1532,938,PERFORM2019:AC:746:775:1,1,1
1533,939,PERFORM2019:AC:747:748:1,1,1
1534,940,PERFORM2019:AC:747:750:1,1,1
1535,941,PERFORM2019:AC:749:776:1,1,1
1536,942,PERFORM2019:AC:750:751:1,1,1
1537,943,PERFORM2019:AC:753:1224:1,1,1
1538,944,PERFORM2019:AC:753:1225:1,1,1
1539,945,PERFORM2019:AC:753:1226:1,1,1
1540,946,PERFORM2019:AC:754:1212:1,1,1
1541,947,PERFORM2019:AC:755:757:1,1,1
1542,948,PERFORM2019:AC:755:757:2,1,1
1543,949,PERFORM2019:XFMR:756:1356:1,1,1
1544,950,PERFORM2019:AC:756:1514:1,1,1
1545,951,PERFORM2019:XFMR:757:1514:1,1,1
1546,952,PERFORM2019:AC:758:1488:1,1,1
1547,953,PERFORM2019:AC:759:760:1,1,1
1548,954,PERFORM2019:AC:759:765:1,1,1
1549,955,PERFORM2019:AC:759:768:1,1,1
1550,956,PERFORM2019:AC:760:765:1,1,1
1551,957,PERFORM2019:AC:760:993:1,1,1
1552,958,PERFORM2019:AC:761:762:1,1,1
1553,959,PERFORM2019:AC:761:764:1,1,1
1554,960,PERFORM2019:AC:761:766:1,1,1
1555,961,PERFORM2019:AC:762:766:1,1,1
1556,962,PERFORM2019:AC:762:993:1,1,1
1557,963,PERFORM2019:AC:763:764:1,1,1
1558,964,PERFORM2019:AC:763:768:1,1,1
1559,965,PERFORM2019:AC:768:1230:1,1,1
1560,966,PERFORM2019:AC:768:1230:2,1,1
1561,967,PERFORM2019:XFMR:768:1515:1,1,1
1562,968,PERFORM2019:AC:769:820:1,1,1
1563,969,PERFORM2019:AC:769:822:1,1,1
1564,970,PERFORM2019:XFMR:771:1516:1,1,1
1565,971,PERFORM2019:XFMR:771:1516:2,1,1
1566,972,PERFORM2019:AC:772:847:1,1,1
1567,973,PERFORM2019:AC:772:1222:1,1,1
1568,974,PERFORM2019:AC:772:1222:2,1,1
1569,975,PERFORM2019:AC:772:1356:1,1,1
1570,976,PERFORM2019:XFMR:772:1517:1,1,1
1571,977,PERFORM2019:AC:772:1519:1,1,1
1572,978,PERFORM2019:XFMR:773:1518:1,1,1
1573,979,PERFORM2019:XFMR:773:1519:1,1,1
1574,980,PERFORM2019:AC:774:899:1,1,1
1575,981,PERFORM2019:AC:774:899:2,1,1
1576,982,PERFORM2019:AC:774:900:1,1,1
1577,983,PERFORM2019:AC:774:1519:1,1,1
1578,984,PERFORM2019:AC:775:780:1,1,1
1579,985,PERFORM2019:AC:776:780:1,1,1
1580,986,PERFORM2019:AC:777:1455:1,1,1
1581,987,PERFORM2019:AC:777:1480:1,1,1
1582,988,PERFORM2019:AC:779:1515:1,1,1
1583,989,PERFORM2019:AC:781:1514:1,1,1
1584,990,PERFORM2019:AC:781:1517:1,1,1
1585,991,PERFORM2019:AC:781:1517:2,1,1
1586,992,PERFORM2019:AC:782:1484:1,1,1
1587,993,PERFORM2019:AC:782:1509:1,1,1
1588,994,PERFORM2019:AC:783:788:1,1,1
1589,995,PERFORM2019:AC:783:789:1,1,1
1590,996,PERFORM2019:AC:784:785:1,1,1
1591,997,PERFORM2019:AC:784:793:1,1,1
1592,998,PERFORM2019:AC:785:797:1,1,1
1593,999,PERFORM2019:AC:786:791:1,1,1
1594,1000,PERFORM2019:AC:787:1444:1,1,1
1595,1001,PERFORM2019:AC:788:791:1,1,1
1596,1002,PERFORM2019:AC:788:798:1,1,1
1597,1003,PERFORM2019:AC:789:792:1,1,1
1598,1004,PERFORM2019:AC:790:792:1,1,1
1599,1005,PERFORM2019:AC:794:795:1,1,1
1600,1006,PERFORM2019:AC:794:795:2,1,1
1601,1007,PERFORM2019:AC:794:992:1,1,1
1602,1008,PERFORM2019:AC:794:992:2,1,1
1603,1009,PERFORM2019:AC:799:801:1,1,1
1604,1010,PERFORM2019:AC:799:802:1,1,1
1605,1011,PERFORM2019:AC:800:802:1,1,1
1606,1012,PERFORM2019:AC:800:818:1,1,1
1607,1013,PERFORM2019:AC:800:818:2,1,1
1608,1014,PERFORM2019:AC:800:1227:1,1,1
1609,1015,PERFORM2019:AC:800:1233:1,1,1
1610,1016,PERFORM2019:XFMR:800:1520:1,1,1
1611,1017,PERFORM2019:XFMR:800:1521:1,1,1
1612,1018,PERFORM2019:AC:800:1567:1,1,1
1613,1019,PERFORM2019:AC:801:802:1,1,1
1614,1020,PERFORM2019:AC:803:1418:1,1,1
1615,1021,PERFORM2019:AC:803:1520:1,1,1
1616,1022,PERFORM2019:AC:804:1520:1,1,1
1617,1023,PERFORM2019:AC:805:1418:1,1,1
1618,1024,PERFORM2019:AC:806:816:1,1,1
1619,1025,PERFORM2019:AC:806:1520:1,1,1
1620,1026,PERFORM2019:AC:807:816:1,1,1
1621,1027,PERFORM2019:AC:807:1520:1,1,1
1622,1028,PERFORM2019:AC:808:810:1,1,1
1623,1029,PERFORM2019:AC:808:813:1,1,1
1624,1030,PERFORM2019:AC:808:1513:1,1,1
1625,1031,PERFORM2019:AC:809:813:1,1,1
1626,1032,PERFORM2019:AC:809:826:1,1,1
1627,1033,PERFORM2019:AC:810:815:1,1,1
1628,1034,PERFORM2019:AC:810:815:2,1,1
1629,1035,PERFORM2019:AC:810:1392:1,1,1
1630,1036,PERFORM2019:AC:810:1392:2,1,1
1631,1037,PERFORM2019:AC:811:813:1,1,1
1632,1038,PERFORM2019:AC:812:813:1,1,1
1633,1039,PERFORM2019:AC:812:825:1,1,1
1634,1040,PERFORM2019:AC:817:818:1,1,1
1635,1041,PERFORM2019:AC:818:1227:1,1,1
1636,1042,PERFORM2019:AC:819:822:1,1,1
1637,1043,PERFORM2019:AC:820:828:1,1,1
1638,1044,PERFORM2019:AC:821:822:1,1,1
1639,1045,PERFORM2019:AC:823:826:1,1,1
1640,1046,PERFORM2019:AC:823:827:1,1,1
1641,1047,PERFORM2019:AC:824:825:1,1,1
1642,1048,PERFORM2019:AC:824:827:1,1,1
1643,1049,PERFORM2019:AC:828:1482:1,1,1
1644,1050,PERFORM2019:AC:829:830:1,1,1
1645,1051,PERFORM2019:AC:829:835:1,1,1
1646,1052,PERFORM2019:AC:829:836:1,1,1
1647,1053,PERFORM2019:AC:830:833:1,1,1
1648,1054,PERFORM2019:AC:830:834:1,1,1
1649,1055,PERFORM2019:AC:831:832:1,1,1
1650,1056,PERFORM2019:AC:831:1160:1,1,1
1651,1057,PERFORM2019:AC:832:844:1,1,1
1652,1058,PERFORM2019:AC:832:1157:1,1,1
1653,1059,PERFORM2019:AC:833:841:1,1,1
1654,1060,PERFORM2019:AC:833:998:1,1,1
1655,1061,PERFORM2019:AC:834:845:1,1,1
1656,1062,PERFORM2019:AC:835:845:1,1,1
1657,1063,PERFORM2019:AC:835:846:1,1,1
1658,1064,PERFORM2019:AC:837:846:1,1,1
1659,1065,PERFORM2019:AC:838:839:1,1,1
1660,1066,PERFORM2019:AC:838:1522:1,1,1
1661,1067,PERFORM2019:AC:839:1536:1,1,1
1662,1068,PERFORM2019:AC:840:1523:1,1,1
1663,1069,PERFORM2019:AC:842:1143:1,1,1
1664,1070,PERFORM2019:AC:842:1166:1,1,1
1665,1071,PERFORM2019:AC:842:1166:2,1,1
1666,1072,PERFORM2019:AC:842:1496:1,1,1
1667,1073,PERFORM2019:AC:842:1496:2,1,1
1668,1074,PERFORM2019:AC:842:1496:3,1,1
1669,1075,PERFORM2019:AC:842:1496:4,1,1
1670,1076,PERFORM2019:XFMR:842:1522:1,1,1
1671,1077,PERFORM2019:AC:843:845:1,1,1
1672,1078,PERFORM2019:AC:843:845:2,1,1
1673,1079,PERFORM2019:AC:843:1495:1,1,1
1674,1080,PERFORM2019:AC:844:1157:1,1,1
1675,1081,PERFORM2019:XFMR:844:1523:1,1,1
1676,1082,PERFORM2019:AC:845:1522:1,1,1
1677,1083,PERFORM2019:AC:847:848:1,1,1
1678,1084,PERFORM2019:AC:849:850:1,1,1
1679,1085,PERFORM2019:AC:849:856:1,1,1
1680,1086,PERFORM2019:AC:850:860:1,1,1
1681,1087,PERFORM2019:AC:851:860:1,1,1
1682,1088,PERFORM2019:AC:852:853:1,1,1
1683,1089,PERFORM2019:AC:852:860:1,1,1
1684,1090,PERFORM2019:AC:853:854:1,1,1
