source_bus,model_bus,device_key,base_kv,source_vm_pu,regional_vm_pu,delta_vm_pu,source_va_deg,regional_va_deg,source_va_aligned_deg,regional_va_aligned_deg,delta_va_deg
194,20194,PERFORM2019:BUS:194,115,1.02007308605601,1.05406659881733,0.0339935127613211,3.43249941032143,3.17705319346752,3.43249941032143,3.17705319346752,-0.255446216853898
195,20195,PERFORM2019:BUS:195,115,1.02002573302607,1.05402098926893,0.0339952562428625,3.42070778427618,3.16600706862052,3.42070778427618,3.16600706862052,-0.254700715655673
196,20196,PERFORM2019:BUS:196,115,1.01950311370938,1.05371569064117,0.0342125769317905,3.32695302870014,3.06877651121461,3.32695302870014,3.06877651121461,-0.258176517485538
203,20203,PERFORM2019:BUS:203,115,1.02150356178825,1.06575028194586,0.0442467201576124,7.7678831013036,7.82522805575788,7.7678831013036,7.82522805575788,0.0573449544542939
204,20204,PERFORM2019:BUS:204,115,1.029750744444,1.07198577969027,0.0422350352462737,7.18986757986302,9.11657145670279,7.18986757986302,9.11657145670279,1.92670387683978
205,20205,PERFORM2019:BUS:205,115,1.040479747418,1.07281368220348,0.0323339347854759,5.65861590674006,7.2265508493114,5.65861590674006,7.2265508493114,1.56793494257133
206,20206,PERFORM2019:BUS:206,115,1.04238449364991,1.07387087000564,0.0314863763557389,5.14071403607488,6.5523125453826,5.14071403607488,6.5523125453826,1.41159850930774
366,20366,PERFORM2019:BUS:366,115,1.01204819306631,1.07238158832402,0.0603333952577096,9.78942631311951,10.9661317111898,9.78942631311951,10.9661317111898,1.17670539807031
367,20367,PERFORM2019:BUS:367,115,1.00782206832413,1.06279355776151,0.0549714894373818,9.76679000182964,7.83591992402996,9.76679000182964,7.83591992402996,-1.93087007779968
368,20368,PERFORM2019:BUS:368,115,1.00708479008194,1.06130246319474,0.0542176731128032,9.82162585939433,7.20641501628225,9.82162585939433,7.20641501628225,-2.61521084311207
369,20369,PERFORM2019:BUS:369,115,1.00636914821674,1.05815610168056,0.0517869534638247,9.76641021406266,6.36515625431595,9.76641021406266,6.36515625431595,-3.40125395974673
370,20370,PERFORM2019:BUS:370,115,1.02096595294734,1.0472394310488,0.0262734781014589,19.8045034027554,4.85769262101914,19.8045034027554,4.85769262101914,-14.9468107817363
371,20371,PERFORM2019:BUS:371,115,1.01947971468407,1.05318627512026,0.0337065604361906,19.8356651942666,7.27433118389163,19.8356651942666,7.27433118389163,-12.561334010375
372,20372,PERFORM2019:BUS:372,115,1.01944095206273,1.05543820081774,0.0359972487550038,19.890310275768,7.79604911751216,19.890310275768,7.79604911751216,-12.0942611582559
373,20373,PERFORM2019:BUS:373,115,1.0195590818051,1.05558702550453,0.036027943699426,19.7954023175563,7.7070519860159,19.7954023175563,7.7070519860159,-12.0883503315404
374,20374,PERFORM2019:BUS:374,115,1.01872417925319,1.05525838006587,0.036534200812679,19.9214788228195,8.30005902055709,19.9214788228195,8.30005902055709,-11.6214198022624
375,20375,PERFORM2019:BUS:375,115,1.01759121240572,1.05754281547157,0.0399516030658449,20.0651866034087,8.91985988910331,20.0651866034087,8.91985988910331,-11.1453267143054
376,20376,PERFORM2019:BUS:376,115,1.01769706518739,1.05698581737181,0.039288752184419,20.0052727217622,8.77066967396518,20.0052727217622,8.77066967396518,-11.234603047797
377,20377,PERFORM2019:BUS:377,115,1.01774895544939,1.05829868118502,0.0405497257356358,20.0897070317372,9.16151392118024,20.0897070317372,9.16151392118024,-10.928193110557
378,20378,PERFORM2019:BUS:378,115,1.01861849177197,1.05957039968407,0.0409519079120977,19.9405323626774,9.67493489440041,19.9405323626774,9.67493489440041,-10.265597468277
379,20379,PERFORM2019:BUS:379,115,1.01943868575736,1.06149232340221,0.0420536376448482,19.8123751779107,10.268772938941,19.8123751779107,10.268772938941,-9.54360223896973
380,20380,PERFORM2019:BUS:380,115,1.00470788021098,1.04984934117232,0.0451414609613405,9.81928232757546,3.74492372576342,9.81928232757546,3.74492372576342,-6.07435860181204
381,20381,PERFORM2019:BUS:381,115,1.00493730989744,1.05182452674022,0.0468872168427772,10.369736452885,4.22511784077857,10.369736452885,4.22511784077857,-6.1446186121064
382,20382,PERFORM2019:BUS:382,115,1.00120786712803,1.04532235844907,0.0441144913210429,7.22175543258851,2.96796293501708,7.22175543258851,2.96796293501708,-4.25379249757142
383,20383,PERFORM2019:BUS:383,115,1.00231293730385,1.04666964734656,0.0443567100427131,7.40018896519036,3.27358544206952,7.40018896519036,3.27358544206952,-4.12660352312085
384,20384,PERFORM2019:BUS:384,115,1.0001422640021,1.04373854635933,0.0435962823572265,6.80924309857525,2.67981319491504,6.80924309857525,2.67981319491504,-4.12942990366022
385,20385,PERFORM2019:BUS:385,115,0.999421741674718,1.04271513501052,0.043293393335802,6.52188295201695,2.46371984079996,6.52188295201695,2.46371984079996,-4.058163111217
386,20386,PERFORM2019:BUS:386,115,0.999706364984719,1.04310769418571,0.0434013292009942,6.7254244862029,2.60902533199992,6.7254244862029,2.60902533199992,-4.11639915420298
387,20387,PERFORM2019:BUS:387,115,1.00102445740372,1.04409966495584,0.0430752075521241,7.27744878372684,3.09173963246109,7.27744878372684,3.09173963246109,-4.18570915126574
388,20388,PERFORM2019:BUS:388,115,0.99857038099433,1.04059070397471,0.0420203229803811,5.49264751574398,1.88185932256985,5.49264751574398,1.88185932256985,-3.61078819317413
389,20389,PERFORM2019:BUS:389,115,0.998135092969534,1.04017555236146,0.0420404593919229,5.38258369937933,1.78047675206904,5.38258369937933,1.78047675206904,-3.60210694731029
390,20390,PERFORM2019:BUS:390,115,0.999504237925559,1.04279645561309,0.0432922176875286,6.53473268327238,2.47549481273316,6.53473268327238,2.47549481273316,-4.05923787053922
391,20391,PERFORM2019:BUS:391,115,1.00106068818154,1.04531027143789,0.0442495832563483,8.62624189316916,3.61648623077362,8.62624189316916,3.61648623077362,-5.00975566239555
392,20392,PERFORM2019:BUS:392,115,1.00413434060246,1.04817038846686,0.0440360478643937,10.2658066944868,5.30622896588878,10.2658066944868,5.30622896588878,-4.95957772859799
393,20393,PERFORM2019:BUS:393,115,1.0037995485157,1.04881054366979,0.045010995154092,9.46509799911965,3.61607838951824,9.46509799911965,3.61607838951824,-5.84901960960141
394,20394,PERFORM2019:BUS:394,115,1.02449523330657,1.06573386769227,0.0412386343857054,17.4353962211067,11.7213518970779,17.4353962211067,11.7213518970779,-5.71404432402878
