model_gen_row,device_key,source_gen_row,source_bus,model_bus,source_device_role,zone,mapping_kind,status,prior_pg_mw,prior_qg_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar
180,PERFORM2019:GEN:547:8,183,547,20547,native_generation,I,exact_source_region,0,0,0,0.1,1.5,-0.8,1.1
181,PERFORM2019:GEN:547:9,184,547,20547,native_generation,I,exact_source_region,0,0,0,0.3,1.5,-0.8,1.1
182,PERFORM2019:GEN:547:10,185,547,20547,native_generation,I,exact_source_region,0,0,0,0.3,2,-1.1,1.4
183,PERFORM2019:GEN:547:11,186,547,20547,native_generation,I,exact_source_region,0,0,0,0.3,2,-1.1,1.4
184,PERFORM2019:GEN:547:12,187,547,20547,native_generation,I,exact_source_region,0,0,0,0.3,2.5,-1.4,1.8
185,PERFORM2019:GEN:552:1,188,552,20552,native_generation,K,exact_source_region,1,15.8986037895939,-1.32403014187835,10.6,16,-8.8,11.2
186,PERFORM2019:GEN:552:2,189,552,20552,native_generation,K,exact_source_region,0,0,0,37,52.999997,-29.2,37.099999
187,PERFORM2019:GEN:552:3,190,552,20552,native_generation,K,exact_source_region,0,0,0,37,52.999997,-29.2,37.099999
188,PERFORM2019:GEN:552:4,191,552,20552,native_generation,K,exact_source_region,1,186.808859363805,-85.0620017107655,15.000001,188,-103.400004,131.599998
189,PERFORM2019:GEN:552:5,192,552,20552,native_generation,K,exact_source_region,1,186.808859363805,-85.0620017107655,15.000001,188,-103.400004,131.599998
190,PERFORM2019:GEN:554:C1,193,554,20554,native_generation,K,exact_source_region,1,230.016544233869,-225.176959999207,229.999995,348.899984,-244.230008,261.675
191,PERFORM2019:GEN:556:C1,194,556,20556,native_generation,J,exact_source_region,1,527.971324941345,128.943467551783,202.999997,528.000021,-369.60001,396.000004
192,PERFORM2019:GEN:557:1,195,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
193,PERFORM2019:GEN:557:2,196,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
194,PERFORM2019:GEN:557:3,197,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
195,PERFORM2019:GEN:557:4,198,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
196,PERFORM2019:GEN:557:5,199,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
197,PERFORM2019:GEN:557:6,200,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
198,PERFORM2019:GEN:557:7,201,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
199,PERFORM2019:GEN:557:8,202,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
200,PERFORM2019:GEN:557:9,203,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
201,PERFORM2019:GEN:557:10,204,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
202,PERFORM2019:GEN:557:11,205,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
203,PERFORM2019:GEN:557:12,206,557,20557,native_generation,J,exact_source_region,1,41.6345894174647,3.55483421064151,18.6,41.9,-23,29.300001
204,PERFORM2019:GEN:562:1,207,562,20562,native_generation,D,exact_source_region,1,213.637731113472,-16.9246053547832,1.5,215.00001,-118.299997,150.5
205,PERFORM2019:GEN:563:C1,208,563,20563,native_generation,F,exact_source_region,1,71.543870087301,-7.81903041691242,50,72.000003,-50.400001,54.000002
206,PERFORM2019:GEN:564:1,209,564,20564,native_generation,K,exact_source_region,1,18.4821721006923,-2.30122458552261,12,18.6,-10.2,13
207,PERFORM2019:GEN:564:2,210,564,20564,native_generation,K,exact_source_region,1,52.5648963827632,-16.3526835960549,39.399999,52.899998,-29.100001,37
208,PERFORM2019:GEN:565:1,211,565,20565,native_generation,H,exact_source_region,1,59.3218137504411,4.51177960026677,7,59.7,-32.800001,41.800001
209,PERFORM2019:GEN:569:1,212,569,20569,native_generation,K,exact_source_region,0,0,0,0.4,0.4,-0.2,0.3
210,PERFORM2019:GEN:569:6,213,569,20569,native_generation,K,exact_source_region,0,0,0,34.999999,60.000002,-33.000001,41.999999
211,PERFORM2019:GEN:569:C1,214,569,20569,native_generation,K,exact_source_region,1,83.0703765035652,-23.2320231669105,34.999999,83.600003,-58.520001,62.699997
212,PERFORM2019:GEN:569:C2,215,569,20569,native_generation,K,exact_source_region,1,95.9822010567893,-29.5051715166609,40.000001,95.999998,-67.199999,72.000003
213,PERFORM2019:GEN:570:C1,216,570,20570,native_generation,J,exact_source_region,1,120.432153433831,-10.129446606984,66.000003,121.200001,-84.84,90.899998
214,PERFORM2019:GEN:571:1,217,571,20571,native_generation,J,exact_source_region,1,1.01409452003826,1.32826730815271,1,18.000001,-9.9,12.6
215,PERFORM2019:GEN:571:2,218,571,20571,native_generation,J,exact_source_region,1,170.95064215279,18.9682118864439,89.999998,342.000008,-188.100004,239.400005
216,PERFORM2019:GEN:571:3,219,571,20571,native_generation,J,exact_source_region,1,535.467503717379,24.6897591793074,150,535.500002,-294.499993,374.900007
217,PERFORM2019:GEN:573:1,221,573,20573,native_generation,E,exact_source_region,1,3.52823474003878,0.0587837931522593,0.5,3.6,-2,2.5
218,PERFORM2019:GEN:573:2,222,573,20573,native_generation,E,exact_source_region,1,14.2132761673236,-1.98145719492401,2.2,14.5,-8,10.2
219,PERFORM2019:GEN:573:3,223,573,20573,native_generation,E,exact_source_region,1,14.2132761673236,-1.98145719492401,2.2,14.5,-8,10.2
220,PERFORM2019:GEN:575:1,224,575,68,native_generation,C,assumed_same_zone_source_distance_aggregation,1,4.90105658192493,0.0414126479925748,2.8,5,-2.8,3.5
221,PERFORM2019:GEN:575:2,225,575,68,native_generation,C,assumed_same_zone_source_distance_aggregation,1,4.90105658192493,0.0414126479925747,2.8,5,-2.8,3.5
222,PERFORM2019:GEN:577:1,226,577,20577,native_generation,K,exact_source_region,1,16.8922777433994,0.864561042686404,1,17,-9.4,11.9
223,PERFORM2019:GEN:577:C1,227,577,20577,native_generation,K,exact_source_region,1,81.4805196385143,-8.98620965772242,44.999999,81.999999,-57.4,61.500001
224,PERFORM2019:GEN:579:1,228,579,20579,native_generation,E,exact_source_region,0,0,0,5,26.899999,-14.8,18.799999
225,PERFORM2019:GEN:589:3,230,589,20589,native_generation,K,exact_source_region,1,78.1020670581393,-28.2418721669917,23.999999,78.600001,-43.200001,55.000001
226,PERFORM2019:GEN:589:C1,231,589,20589,native_generation,K,exact_source_region,1,54.6516023077658,-24.408277578343,37.799999,55.000001,-38.499999,41.249999
227,PERFORM2019:GEN:595:1,232,595,20595,native_generation,J,exact_source_region,1,1.01657802436539,5.5022523497288,1,47,-25.9,32.9
228,PERFORM2019:GEN:595:2,233,595,20595,native_generation,J,exact_source_region,1,1.01657802436539,5.5022523497288,1,47,-25.9,32.9
229,PERFORM2019:GEN:595:3,234,595,20595,native_generation,J,exact_source_region,1,1.01657802436539,5.5022523497288,1,47,-25.9,32.9
230,PERFORM2019:GEN:595:4,235,595,20595,native_generation,J,exact_source_region,1,1.01657802436539,5.5022523497288,1,47,-25.9,32.9
231,PERFORM2019:GEN:596:1,236,596,20596,native_generation,J,exact_source_region,0,0,0,0.3,1.7,-0.9,1.2
232,PERFORM2019:GEN:596:2,237,596,20596,native_generation,J,exact_source_region,0,0,0,10.3,12.899999,-7.1,9
233,PERFORM2019:GEN:596:3,238,596,20596,native_generation,J,exact_source_region,0,0,0,10.3,12.899999,-7.1,9
234,PERFORM2019:GEN:596:4,239,596,20596,native_generation,J,exact_source_region,0,0,0,3,16,-8.8,11.2
235,PERFORM2019:GEN:600:1,240,600,20600,native_generation,J,exact_source_region,0,0,0,0,0.1,-0.1,0.1
236,PERFORM2019:GEN:600:2,241,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.2,-0.1,0.1
237,PERFORM2019:GEN:600:3,242,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.2,-0.1,0.1
238,PERFORM2019:GEN:600:4,243,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.3,-0.2,0.2
239,PERFORM2019:GEN:600:5,244,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.5,-0.3,0.4
240,PERFORM2019:GEN:600:6,245,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.5,-0.3,0.4
241,PERFORM2019:GEN:600:7,246,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.6,-0.3,0.4
242,PERFORM2019:GEN:600:8,247,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,0.6,-0.3,0.4
243,PERFORM2019:GEN:600:9,248,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,1,-0.6,0.7
244,PERFORM2019:GEN:600:10,249,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,1.4,-0.8,1
245,PERFORM2019:GEN:600:11,250,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,1.4,-0.8,1
246,PERFORM2019:GEN:600:12,251,600,20600,native_generation,J,exact_source_region,0,0,0,0.2,1.5,-0.8,1.1
247,PERFORM2019:GEN:600:13,252,600,20600,native_generation,J,exact_source_region,0,0,0,0.2,1.5,-0.8,1.1
248,PERFORM2019:GEN:600:14,253,600,20600,native_generation,J,exact_source_region,0,0,0,1.2,1.6,-0.9,1.1
249,PERFORM2019:GEN:600:15,254,600,20600,native_generation,J,exact_source_region,0,0,0,1.2,1.6,-0.9,1.1
250,PERFORM2019:GEN:600:16,255,600,20600,native_generation,J,exact_source_region,0,0,0,1.2,1.6,-0.9,1.1
251,PERFORM2019:GEN:600:17,256,600,20600,native_generation,J,exact_source_region,0,0,0,0.2,2,-1.1,1.4
252,PERFORM2019:GEN:600:18,257,600,20600,native_generation,J,exact_source_region,0,0,0,0.2,2,-1.1,1.4
253,PERFORM2019:GEN:600:19,258,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,2,-1.1,1.4
254,PERFORM2019:GEN:600:20,259,600,20600,native_generation,J,exact_source_region,0,0,0,0.1,2,-1.1,1.4
255,PERFORM2019:GEN:600:21,260,600,20600,native_generation,J,exact_source_region,0,0,0,0.2,2,-1.1,1.4
256,PERFORM2019:GEN:600:22,261,600,20600,native_generation,J,exact_source_region,0,0,0,3.5,5.3,-2.9,3.7
257,PERFORM2019:GEN:601:1,262,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
258,PERFORM2019:GEN:601:2,263,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
259,PERFORM2019:GEN:601:3,264,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
260,PERFORM2019:GEN:601:4,265,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
261,PERFORM2019:GEN:601:5,266,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
262,PERFORM2019:GEN:601:6,267,601,20601,native_generation,J,exact_source_region,0,0,0,0.6,2,-1.1,1.4
263,PERFORM2019:GEN:609:2,268,609,20609,native_generation,K,exact_source_region,0,0,0,37.599999,56.699997,-31.200001,39.700001
264,PERFORM2019:GEN:609:3,269,609,20609,native_generation,K,exact_source_region,1,56.4012015164552,5.25166774461352,35.100001,56.699997,-31.200001,39.700001
265,PERFORM2019:GEN:609:4,270,609,20609,native_generation,K,exact_source_region,0,0,0,35.800001,56.699997,-31.200001,39.700001
266,PERFORM2019:GEN:609:5,271,609,20609,native_generation,K,exact_source_region,0,0,0,35.9,56.699997,-31.200001,39.700001
267,PERFORM2019:GEN:609:6,272,609,20609,native_generation,K,exact_source_region,1,56.34081252689,5.25166774461353,40.3,56.699997,-31.200001,39.700001
268,PERFORM2019:GEN:609:7,273,609,20609,native_generation,K,exact_source_region,0,0,0,38.499999,56.699997,-31.200001,39.700001
269,PERFORM2019:GEN:609:8,274,609,20609,native_generation,K,exact_source_region,1,56.3408123427441,5.25166774461353,36.8,56.699997,-31.200001,39.700001
270,PERFORM2019:GEN:609:9,275,609,20609,native_generation,K,exact_source_region,1,56.3408126329871,5.25166774461353,41.800001,56.699997,-31.200001,39.700001
271,PERFORM2019:GEN:609:10,276,609,20609,native_generation,K,exact_source_region,1,56.3408125333412,5.25166774461353,40.400001,56.699997,-31.200001,39.700001
272,PERFORM2019:GEN:609:11,277,609,20609,native_generation,K,exact_source_region,1,56.3408125142264,5.25166774461353,40.099999,56.699997,-31.200001,39.700001
273,PERFORM2019:GEN:609:C1,278,609,20609,native_generation,K,exact_source_region,1,67.0817558145925,15.6948431054995,2,163.999999,-114.8,123.000002
274,PERFORM2019:GEN:614:1,279,614,20614,native_generation,K,exact_source_region,1,46.7022805863517,-6.05979934047712,1,47,-25.9,32.9
275,PERFORM2019:GEN:614:2,280,614,20614,native_generation,K,exact_source_region,1,49.6832720571984,-6.90900796147691,39.899999,50,-27.500001,34.999999
276,PERFORM2019:GEN:614:3,281,614,20614,native_generation,K,exact_source_region,1,49.6832720571984,-6.90900796147691,39.899999,50,-27.500001,34.999999
277,PERFORM2019:GEN:619:1,282,619,20619,native_generation,K,exact_source_region,1,12.4204490515894,-0.948071343822928,1,12.5,-6.9,8.8
278,PERFORM2019:GEN:623:1,283,623,20623,native_generation,J,exact_source_region,1,60.1167661648747,-4.26789055509592,25.999999,60.500002,-33.3,42.399999
279,PERFORM2019:GEN:623:2,284,623,20623,native_generation,J,exact_source_region,1,60.1167661648747,-4.26789055509592,25.999999,60.500002,-33.3,42.399999
280,PERFORM2019:GEN:632:1,285,632,20632,native_generation,F,exact_source_region,1,2.74321264146905,0.149869999451222,1,2.8,-1.5,2
281,PERFORM2019:GEN:632:2,286,632,20632,native_generation,F,exact_source_region,1,2.74321264146905,0.149869999451222,1,2.8,-1.5,2
282,PERFORM2019:GEN:632:3,287,632,20632,native_generation,F,exact_source_region,1,2.93954061509941,0.0792083440205208,1,3,-1.7,2.1
283,PERFORM2019:GEN:632:4,288,632,20632,native_generation,F,exact_source_region,1,2.93954061509941,0.0792083440205207,1,3,-1.7,2.1
284,PERFORM2019:GEN:638:1,289,638,20638,native_generation,G,exact_source_region,1,4.70507402138469,-0.0249736624905233,4,4.8,-2.6,3.4
285,PERFORM2019:GEN:638:2,290,638,20638,native_generation,G,exact_source_region,1,4.70507402138469,-0.0249736624905233,4,4.8,-2.6,3.4
286,PERFORM2019:GEN:638:3,291,638,20638,native_generation,G,exact_source_region,1,4.70507402138469,-0.0249736624905233,4,4.8,-2.6,3.4
287,PERFORM2019:GEN:682:1,293,682,20682,native_generation,F,exact_source_region,1,2.44851497967957,0.184700576509442,0.2,2.5,-1.4,1.8
288,PERFORM2019:GEN:682:2,294,682,20682,native_generation,F,exact_source_region,1,35.2880471688242,-2.47662223882389,15.000001,36.000001,-19.8,25.2
289,PERFORM2019:GEN:683:1,295,683,20683,native_generation,F,exact_source_region,1,21.5649531225918,-2.75783780505144,0.1,22,-12.1,15.4
290,PERFORM2019:GEN:683:2,296,683,20683,native_generation,F,exact_source_region,1,21.5649531225918,-2.75783780505144,0.1,22,-12.1,15.4
291,PERFORM2019:GEN:685:1,297,685,20685,native_generation,F,exact_source_region,1,1.95740581936273,0.127957394816354,1,2,-1.1,1.4
292,PERFORM2019:GEN:685:2,298,685,20685,native_generation,F,exact_source_region,1,2.1539253855628,0.122255662362778,1,2.2,-1.2,1.5
293,PERFORM2019:GEN:685:3,299,685,20685,native_generation,F,exact_source_region,1,2.35041215807575,0.162663282268982,1,2.4,-1.3,1.7
294,PERFORM2019:GEN:685:4,300,685,20685,native_generation,F,exact_source_region,1,2.35041215807575,0.162663282268982,1,2.4,-1.3,1.7
295,PERFORM2019:GEN:685:5,301,685,20685,native_generation,F,exact_source_region,1,2.74323010025943,0.193992169596489,1,2.8,-1.5,2
296,PERFORM2019:GEN:685:6,302,685,20685,native_generation,F,exact_source_region,1,6.7635604725598,0.0786703372239791,0.1,6.9,-3.8,4.8
297,PERFORM2019:GEN:685:7,303,685,20685,native_generation,F,exact_source_region,1,6.7635604725598,0.0786703372239791,0.1,6.9,-3.8,4.8
298,PERFORM2019:GEN:685:8,304,685,20685,native_generation,F,exact_source_region,1,28.8162997221722,-4.49210271239096,3,28.999999,-16,20.299999
299,PERFORM2019:GEN:693:1,305,693,20693,native_generation,F,exact_source_region,1,10.2923840472318,-0.694285715765962,1.2,10.5,-5.8,7.4
300,PERFORM2019:GEN:705:1,306,705,20705,native_generation,F,exact_source_region,1,6.86158266735325,-0.0998289073832507,1,7,-3.9,4.9
301,PERFORM2019:GEN:705:2,307,705,20705,native_generation,F,exact_source_region,1,6.86158266735325,-0.0998289073832508,1,7,-3.9,4.9
302,PERFORM2019:GEN:705:3,308,705,20705,native_generation,F,exact_source_region,1,6.86158266735325,-0.0998289073832508,1,7,-3.9,4.9
303,PERFORM2019:GEN:705:4,309,705,20705,native_generation,F,exact_source_region,1,7.84181304081784,-0.173917045614379,1,8,-4.4,5.6
304,PERFORM2019:GEN:705:5,310,705,20705,native_generation,F,exact_source_region,1,12.7429462330308,-1.03647434552428,1,13,-7.2,9.1
305,PERFORM2019:GEN:706:1,311,706,20706,native_generation,F,exact_source_region,1,5.587261037165,0.0812881739538291,0.1,5.7,-3.1,4
306,PERFORM2019:GEN:706:2,312,706,20706,native_generation,F,exact_source_region,1,5.587261037165,0.0812881739538297,0.1,5.7,-3.1,4
307,PERFORM2019:GEN:735:1,313,735,20735,native_generation,K,exact_source_region,0,0,0,2,2,-1.1,1.4
308,PERFORM2019:GEN:735:2,314,735,20735,native_generation,K,exact_source_region,0,0,0,2,2,-1.1,1.4
309,PERFORM2019:GEN:735:3,315,735,20735,native_generation,K,exact_source_region,0,0,0,1.9,2,-1.1,1.4
310,PERFORM2019:GEN:735:4,316,735,20735,native_generation,K,exact_source_region,1,21.1651172794449,-1.36066285769707,15.4,21.3,-11.7,14.9
311,PERFORM2019:GEN:737:1,317,737,20737,native_generation,K,exact_source_region,0,0,0,0.3,1.2,-0.7,0.8
312,PERFORM2019:GEN:737:2,318,737,20737,native_generation,K,exact_source_region,0,0,0,0,1.6,-0.9,1.1
313,PERFORM2019:GEN:737:3,319,737,20737,native_generation,K,exact_source_region,0,0,0,0,1.7,-0.9,1.2
314,PERFORM2019:GEN:737:4,320,737,20737,native_generation,K,exact_source_region,0,0,0,0.3,1.8,-1,1.3
315,PERFORM2019:GEN:737:5,321,737,20737,native_generation,K,exact_source_region,0,0,0,0.4,3.8,-2.1,2.7
316,PERFORM2019:GEN:737:6,322,737,20737,native_generation,K,exact_source_region,1,13.9113116623595,2.44945624813593,7.3,14,-7.7,9.8
317,PERFORM2019:GEN:737:7,323,737,20737,native_generation,K,exact_source_region,1,53.6579776887972,21.7864684592522,20,54.000002,-29.699999,37.799999
318,PERFORM2019:GEN:738:1,324,738,20738,native_generation,K,exact_source_region,1,11.42686760169,3.81878659016009,6.6,11.5,-6.3,8.1
319,PERFORM2019:GEN:759:1,326,759,20759,native_generation,D,exact_source_region,1,80.4868375347575,-0.285491568050309,0,81,-44.600001,56.699997
320,PERFORM2019:GEN:759:2,327,759,20759,native_generation,D,exact_source_region,1,99.8632764654075,-2.08680517178155,0,100.5,-55.299997,70.4
321,PERFORM2019:GEN:759:3,328,759,20759,native_generation,D,exact_source_region,1,105.825261860044,-2.78380399105345,0,106.500006,-58.600003,74.599999
322,PERFORM2019:GEN:761:1,329,761,20761,native_generation,D,exact_source_region,1,96.8822935229368,30.4070649251044,0,97.500002,-53.600001,68.300003
323,PERFORM2019:GEN:768:1,330,768,20768,native_generation,E,exact_source_region,1,77.2077464318173,-9.77180933832109,1,77.700001,-42.699999,54.400003
324,PERFORM2019:GEN:774:C1,332,774,20774,native_generation,G,exact_source_region,0,0,0,9.3,23.4,-16.38,17.550001
325,PERFORM2019:GEN:811:1,334,811,20811,native_energy_storage,F,exact_source_region,1,19.8732834795749,-0.670807070946856,1,20,-11,14
326,PERFORM2019:GEN:817:C1,335,817,20817,native_generation,G,exact_source_region,1,407.181960879004,148.38302651852,283.999991,407.200003,-285.039997,305.39999
327,PERFORM2019:GEN:817:C2,336,817,20817,native_generation,G,exact_source_region,1,407.181960879004,148.38302651852,283.999991,407.200003,-285.039997,305.39999
328,PERFORM2019:GEN:817:C3,337,817,20817,native_generation,G,exact_source_region,1,407.181960879004,148.38302651852,283.999991,407.200003,-285.039997,305.39999
329,PERFORM2019:GEN:821:1,338,821,20821,native_generation,G,exact_source_region,1,21.4631836525216,-2.49615312022041,2,21.600001,-11.9,15.099999
330,PERFORM2019:GEN:828:1,339,828,20828,native_generation,G,exact_source_region,1,21.4631798438,-2.59165189991473,2,21.600001,-11.9,15.099999
331,PERFORM2019:GEN:829:1,340,829,20829,native_generation,K,exact_source_region,0,0,0,41.499999,52.399999,-28.799999,36.700001
332,PERFORM2019:GEN:847:1,341,847,20847,native_generation,G,exact_source_region,1,170.00086929381,-56.233839681169,139.999998,621.000004,-341.599989,403.700018
333,PERFORM2019:GEN:847:2,342,847,20847,native_generation,G,exact_source_region,1,169.733077322602,-56.233839681169,139.999998,621.000004,-341.599989,403.700018
334,PERFORM2019:GEN:848:1,343,848,20848,native_generation,G,exact_source_region,0,0,0,0.5,2.7,-1.5,1.9
335,PERFORM2019:GEN:848:2,344,848,20848,native_generation,G,exact_source_region,0,0,0,0.5,2.7,-1.5,1.9
336,PERFORM2019:GEN:848:3,345,848,20848,native_generation,G,exact_source_region,0,0,0,20,72.000003,-39.6,50.400001
337,PERFORM2019:GEN:848:4,346,848,20848,native_generation,G,exact_source_region,0,0,0,20,73.500001,-40.400001,51.499999
338,PERFORM2019:GEN:848:5,347,848,20848,native_generation,G,exact_source_region,0,0,0,40.000001,147.100008,-80.900002,102.999997
339,PERFORM2019:GEN:848:6,348,848,20848,native_generation,G,exact_source_region,0,0,0,60.000002,239.400005,-131.700003,167.6
340,PERFORM2019:GEN:867:1,349,867,20867,native_generation,F,exact_source_region,1,8.03786139229616,-0.349275383782531,0,8.2,-4.5,5.7
341,PERFORM2019:GEN:867:2,350,867,20867,native_generation,F,exact_source_region,1,8.03786139229616,-0.349275383782532,0,8.2,-4.5,5.7
342,PERFORM2019:GEN:870:1,351,870,20870,native_generation,F,exact_source_region,1,3.92060482092521,0.080443914040259,1.5,4,-2.2,2.8
343,PERFORM2019:GEN:870:2,352,870,20870,native_generation,F,exact_source_region,1,3.92060482092521,0.0804439140402584,1.5,4,-2.2,2.8
344,PERFORM2019:GEN:870:3,353,870,20870,native_generation,F,exact_source_region,1,3.92060482092521,0.0804439140402584,1.5,4,-2.2,2.8
345,PERFORM2019:GEN:870:4,354,870,20870,native_generation,F,exact_source_region,1,3.92060482092521,0.0804439140402584,1.5,4,-2.2,2.8
346,PERFORM2019:GEN:899:1,355,899,20899,native_generation,G,exact_source_region,0,0,0,80.000001,621.000004,-341.599989,434.700012
347,PERFORM2019:GEN:899:2,356,899,20899,native_generation,G,exact_source_region,1,620.955610790189,61.6484576866498,100,621.000004,-341.599989,434.700012
348,PERFORM2019:GEN:900:1,357,900,20900,native_generation,H,exact_source_region,0,0,0,759.000015,1011.99999,-556.599998,708.400011
349,PERFORM2019:GEN:900:2,358,900,20900,native_generation,H,exact_source_region,0,0,0,973.999977,1298.99998,-714.499998,909.300041
350,PERFORM2019:GEN:994:1,359,994,20994,native_generation,K,exact_source_region,0,0,0,2.2,2.9,-1.6,2
351,PERFORM2019:GEN:994:2,360,994,20994,native_generation,K,exact_source_region,0,0,0,2,3.1,-1.7,2.2
352,PERFORM2019:GEN:994:3,361,994,20994,native_generation,K,exact_source_region,0,0,0,4.5,5.1,-2.8,3.6
353,PERFORM2019:GEN:994:4,362,994,20994,native_generation,K,exact_source_region,0,0,0,5,18.099999,-10,12.7
354,PERFORM2019:GEN:994:5,363,994,20994,native_generation,K,exact_source_region,1,59.6199202069539,-0.985521823804129,28,60.000002,-33.000001,41.999999
355,PERFORM2019:GEN:994:6,364,994,20994,native_generation,K,exact_source_region,1,59.6199202069539,-0.985521823804127,28,60.000002,-33.000001,41.999999
356,PERFORM2019:GEN:994:7,365,994,20994,native_generation,K,exact_source_region,1,60.116755492091,-1.03501983214059,25,60.500002,-33.3,42.399999
357,PERFORM2019:GEN:997:1,366,997,20997,native_generation,K,exact_source_region,0,0,0,1.6,3.5,-1.9,2.5
358,PERFORM2019:GEN:997:2,367,997,20997,native_generation,K,exact_source_region,0,0,0,1.6,3.5,-1.9,2.5
359,PERFORM2019:GEN:997:3,368,997,20997,native_generation,K,exact_source_region,0,0,0,2.6,5.2,-2.9,3.6
360,PERFORM2019:GEN:997:4,369,997,20997,native_generation,K,exact_source_region,0,0,0,2.7,5.5,-3,3.9
361,PERFORM2019:GEN:997:5,370,997,20997,native_generation,K,exact_source_region,0,0,0,2.7,5.5,-3,3.9
362,PERFORM2019:GEN:997:6,371,997,20997,native_generation,K,exact_source_region,0,0,0,3.1,6.2,-3.4,4.3
363,PERFORM2019:GEN:1027:C1,372,1027,21027,native_generation,E,exact_source_region,0,0,0,44.999999,107.799995,-75.459999,80.849999
364,PERFORM2019:GEN:1039:1,373,1039,21039,native_generation,E,exact_source_region,1,11.4264232692296,-0.749685775864478,0.1,11.5,-6.3,8.1
365,PERFORM2019:GEN:1052:1,374,1052,21052,native_generation,E,exact_source_region,1,6.27344740840505,0.210245263263365,2,6.4,-3.5,4.5
366,PERFORM2019:GEN:1052:2,375,1052,21052,native_generation,E,exact_source_region,1,6.66554126951649,0.219923127233895,2,6.8,-3.7,4.8
367,PERFORM2019:GEN:1052:3,376,1052,21052,native_generation,E,exact_source_region,1,8.52797634845224,0.0953376156811269,2,8.7,-4.8,6.1
368,PERFORM2019:GEN:1052:4,377,1052,21052,native_generation,E,exact_source_region,1,18.6242896753829,-1.14890239046463,4,19,-10.5,13.3
369,PERFORM2019:GEN:1053:1,378,1053,21053,native_generation,E,exact_source_region,1,12.3508576655935,-0.471363070408481,2.5,12.6,-6.9,8.8
370,PERFORM2019:GEN:1129:1,379,1129,21129,native_generation,J,exact_source_region,0,0,0,0.1,3.2,-1.8,2.2
371,PERFORM2019:GEN:1129:2,380,1129,21129,native_generation,J,exact_source_region,0,0,0,0.1,3.2,-1.8,2.2
372,PERFORM2019:GEN:1129:3,381,1129,21129,native_generation,J,exact_source_region,0,0,0,0.1,3.2,-1.8,2.2
373,PERFORM2019:GEN:1129:4,382,1129,21129,native_generation,J,exact_source_region,0,0,0,0.1,3.2,-1.8,2.2
374,PERFORM2019:GEN:1129:5,383,1129,21129,native_generation,J,exact_source_region,0,0,0,16,20,-11,14
375,PERFORM2019:GEN:1129:6,384,1129,21129,native_generation,J,exact_source_region,0,0,0,16,20,-11,14
376,PERFORM2019:GEN:1129:7,385,1129,21129,native_generation,J,exact_source_region,0,0,0,16,20,-11,14
377,PERFORM2019:GEN:1129:8,386,1129,21129,native_generation,J,exact_source_region,1,19.8733103508303,1.73962412391847,15.6,20,-11,14
378,PERFORM2019:GEN:1129:9,387,1129,21129,native_generation,J,exact_source_region,1,19.8733105885157,1.73962412391847,15.899999,20,-11,14
379,PERFORM2019:GEN:1129:10,388,1129,21129,native_generation,J,exact_source_region,1,19.8733103508303,1.73962412391847,15.6,20,-11,14
380,PERFORM2019:GEN:1129:11,389,1129,21129,native_generation,J,exact_source_region,0,0,0,16,20,-11,14
