source_branch_row,model_branch_row,device_key,source_from_bus,source_to_bus,model_from_bus,model_to_bus,online,source_device_role,raw_circuit_id,identity_confidence,individual_circuit_identity_resolved,both_terminals_exact,crosses_aggregation_boundary,from_base_kv,to_base_kv,source_p_from_mw,regional_p_from_mw,delta_p_from_mw,source_q_from_mvar,regional_q_from_mvar,delta_q_from_mvar,source_p_to_mw,regional_p_to_mw,delta_p_to_mw,source_q_to_mvar,regional_q_to_mvar,delta_q_to_mvar,source_i_from_ka,regional_i_from_ka,delta_i_from_ka,source_i_to_ka,regional_i_to_ka,delta_i_to_ka
853,261,PERFORM2019:AC:405:1199:1,1199,405,21199,20405,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-12.0404191318262,-12.0360164072528,0.00440272457334778,3.45953455933753,1.67987294290441,-1.77966161643312,12.0419419122749,12.0373559467552,-0.00458596551968427,-3.52443800525998,-1.75045814858968,1.77397985667031,0.0619038644684422,0.0580803444703795,-0.00382351999806275,0.062001890913414,0.0581316798660593,-0.00387021104735472
854,262,PERFORM2019:AC:406:1198:1,1198,406,21198,20406,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,12.0629119883867,12.2967036412185,0.233791652831727,-8.02929326788201,-4.16057674918422,3.86871651869779,-12.0584671851896,-12.2933571477925,-0.234889962602901,7.89162158951261,4.00781424105739,-3.88380734845522,0.0715730256038355,0.0620456354352185,-0.00952739016861701,0.0711484650847261,0.061794599919444,-0.00935386516528209
855,263,PERFORM2019:AC:407:1197:1,1197,407,21197,20407,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-22.4253940388908,-22.4254227373757,-2.86984849644512e-05,6.61277016179885,3.19931118900433,-3.41345897279452,22.4256057521321,22.4256088007983,3.04866615152832e-06,-6.61496879688844,-3.20182991914134,3.41313887774711,0.115498768232364,0.108277336896489,-0.00722143133587536,0.115503098098393,0.108279571958887,-0.00722352613950607
856,264,PERFORM2019:AC:408:1196:1,1196,408,21196,20408,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-21.4452890269561,-21.4453036486395,-1.4621683359195e-05,6.23422704106856,2.95196045488238,-3.28226658618618,21.4453855847497,21.4453886289361,3.04418638918946e-06,-6.23497047437287,-2.95280839935165,3.28216207502123,0.110310657866564,0.103486761318782,-0.00682389654778154,0.110312082395469,0.103487480384941,-0.00682460201052836
857,265,PERFORM2019:AC:409:1003:1,1003,409,21003,20409,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-18.5042209023779,-18.5042817621819,-6.08598039555375e-05,5.20734426429992,2.45201611257257,-2.75532815172735,18.504721273412,18.5047243018687,3.0284567031913e-06,-5.21564747021863,-2.46123781418062,2.75440965603801,0.0949056210896263,0.0892558647386305,-0.00564975635099577,0.0949194606363083,0.089262801689778,-0.00565665894653029
858,266,PERFORM2019:AC:410:1005:1,1005,410,21005,20410,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.08000165957188,2.08000157258239,-8.69894902777446e-08,-0.00312082157701377,-0.00329440716319762,-0.000173585586183855,-2.07999999998044,-2.08000000005813,-7.7685857746701e-11,1.121802650772e-10,2.51931808747941e-12,-1.0966094698972e-10,0.0102261621094747,0.00995432081489461,-0.000271841294580105,0.0102261505714779,0.00995430830254546,-0.000271842268932416
859,267,PERFORM2019:AC:411:1020:1,1020,411,21020,20411,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,12.1592408363894,12.7413875194949,0.582146683105563,0.299337733153602,-0.20014853126185,-0.499486264415452,-12.1591418709519,-12.7412843148357,-0.582142443883878,-0.304131379105025,0.195098732787296,0.49923011189232,0.0596941795621241,0.0609598179880586,0.00126563842593453,0.0596948165685959,0.0609594094339025,0.00126459286530653
860,268,PERFORM2019:AC:411:1021:1,1021,411,21021,20411,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-8.0090988955008,-8.59123737919349,-0.582138483692695,-0.309191319859487,0.189779696153481,0.498971016012968,8.0091418707945,8.59128431481105,0.582142444016547,0.304131379305483,-0.195098732745019,-0.499230112050502,0.0393375772306037,0.0411093346914927,0.00177175746088899,0.0393365947815671,0.0411099246252434,0.00177332984367632
861,269,PERFORM2019:AC:412:413:1,412,413,20412,20413,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-39.0337591360701,-51.2972116047492,-12.2634524686791,1.31414193344057,8.78472470051827,7.4705827670777,39.1443239586216,51.484207819167,12.3398838605454,-1.38524357760513,-8.56621242625624,-7.18096884865111,0.193099565597655,0.250958404202943,0.057858838605288,0.193189547152315,0.251403243357083,0.0582136962047684
862,270,PERFORM2019:AC:412:419:1,412,419,20412,20419,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,9.71059943247596,15.4452556864073,5.7346562539313,-0.473700367793385,-3.95924381610001,-3.48554344830663,-9.6955169233989,-15.407260893035,-5.71174396963606,-0.626173963074911,2.89273909989423,3.51891306296914,0.048068115361936,0.0768857750033978,0.0288176596414618,0.0481135020740866,0.0756071709762985,0.0274936689022119
863,271,PERFORM2019:AC:412:1031:1,1031,412,21031,20412,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-18.7967813281155,-25.2696315179875,-6.47285018987197,0.603831952731151,4.54479924168018,3.94096728894903,18.7969871465922,25.2699964155294,6.47300926893723,-0.607167270317976,-4.54773636112604,-3.94056909080806,0.0929836430816091,0.123806912468318,0.0308232693867087,0.0929842996029079,0.123810614555788,0.0308263149528798
864,272,PERFORM2019:AC:413:414:1,413,414,20413,20414,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-47.45437032745,-59.7942520462826,-12.3398817188326,1.46379254358109,8.6485861833036,7.18479363972251,47.983358171242,60.6137767853845,12.6304186141425,-1.01638893951691,-7.07714199320457,-6.06075305368766,0.234167053679759,0.2910197253182,0.0568526716384404,0.234388153544449,0.292149617145232,0.0577614636007827
865,273,PERFORM2019:AC:413:579:1,413,579,20413,20579,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.08004636882351,2.08004422711025,-2.14171326273771e-06,-0.0785489659793708,-0.0823737570529381,-0.00382479107356737,-2.07999999999681,-2.07999999999725,-4.44089209850063e-13,8.50985948375182e-13,7.29194482573803e-12,6.44095887736285e-12,0.0102665734597142,0.0100272049300466,-0.000239368529667642,0.0102592429830247,0.0100193337129732,-0.000239909270051415
866,274,PERFORM2019:AC:414:415:1,414,415,20414,20415,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-52.1333581712418,-64.7637767853842,-12.6304186141424,1.01638893951701,7.07714199320485,6.06075305368784,52.8648829776812,65.8640617828512,12.99917880517,-0.0748743834335137,-4.68930693210708,-4.61443254867356,0.254651261176917,0.311891512018114,0.0572402508411965,0.254754943246386,0.312813986256709,0.0580590430103238
867,275,PERFORM2019:AC:415:416:1,415,416,20415,20416,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.08012758510231,2.08012332969958,-4.25540273107927e-06,-0.237154488327738,-0.245429204036078,-0.00827471570834015,-2.08000000000004,-2.07999999999913,9.10826969402478e-13,1.53543844305659e-12,-1.78523862359725e-13,-1.71396230541632e-12,0.0100890254177903,0.00992272349140426,-0.000166301926386057,0.010023941720485,0.00985422446021083,-0.000169717260274153
868,276,PERFORM2019:AC:415:418:1,415,418,20415,20418,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,44.1195933035874,54.2950765489224,10.175483245335,0.800607932822821,-5.55186805311767,-6.35247598594049,-44.040105368594,-54.1776498062277,-10.1375444376337,-0.800297309825712,5.69734252004429,6.49763982987,0.212646334913881,0.258558506021825,0.045912171107944,0.212675086402568,0.258392321537102,0.0457172351345345
869,277,PERFORM2019:AC:415:1209:1,1209,415,21209,20415,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-44.0200567581722,-54.1404583442402,-10.120401586068,-0.819951381459802,5.65687353547143,6.47682491693123,44.0982142152948,54.2558497793473,10.1576355640525,0.819433208885652,-5.51481843448898,-6.33425164337463,0.212574060039373,0.258192842405452,0.0456187823660797,0.212544992620938,0.258355829823051,0.0458108372021125
870,278,PERFORM2019:AC:415:1216:1,1216,415,21216,20415,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,16.0218042691829,19.3870839100725,3.36527964088963,-0.524263847612003,-2.24874520410014,-1.72448135648814,-16.0157020703942,-19.3783473883442,-3.36264531794996,0.357350823468931,2.08608087333857,1.72873004986964,0.0772239880119306,0.0924379729718277,0.0152139849598971,0.0771985192065608,0.0923333104604855,0.0151347912539247
871,279,PERFORM2019:AC:415:1217:1,1217,415,21217,20415,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,35.8789970597221,43.7172739199005,7.83827686017842,0.534171819546257,-3.4742648473289,-4.00843666687515,-35.8444240394108,-43.6673644248162,-7.82294038540544,-0.608557054088442,3.45578495708413,4.06434201117258,0.172741695531257,0.207600562184296,0.0348588666530398,0.172758369943871,0.207516408418842,0.0347580384749712
872,280,PERFORM2019:AC:415:1546:1,415,1546,20415,21546,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-55.8328742268165,-66.7322349232408,-10.8993606964243,-1.00371940713861,4.67871909020025,5.68243849733886,56.1362093577007,67.1533936043713,11.0171842466706,1.46846977868012,-3.75320569559765,-5.22167547427777,0.269100844608157,0.316913104452772,0.0478122598446151,0.269017046306094,0.317155382764586,0.0481383364584914
873,281,PERFORM2019:AC:415:1546:2,415,1546,20415,21546,1,ac_branch_unresolved_line_cable_or_equivalent,2,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-54.2539467483426,-64.8447428098489,-10.5907960615062,-0.994601997423167,4.52698429918841,5.52158629661158,54.548775936074,65.2540916099751,10.7053156739012,1.40093981742916,-3.67443267459038,-5.07537249201954,0.261492484392603,0.307942941741324,0.0464504573487209,0.261406488655569,0.308192496399803,0.0467860077442333
874,282,PERFORM2019:AC:417:1216:1,1216,417,21216,20417,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-14.9777190784287,-18.7973851704678,-3.8196660920391,-0.879463940533264,1.09925266045625,1.97871660098951,14.9815307418275,18.8031938949349,3.82166315310738,0.758317730308123,-1.21686606398546,-1.97518379429359,0.0722772302717515,0.0891814744927573,0.0169042442210058,0.0722412394381111,0.0892227038305066,0.0169814643923955
875,283,PERFORM2019:AC:417:1217:1,1217,417,21217,20417,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,19.1378369345838,22.9619858262138,3.82414889163,0.645226689138774,-1.324452013872,-1.96967870301078,-19.1315307418293,-22.9531938949388,-3.82166315310942,-0.758317730301999,1.21686606398887,1.97518379429087,0.0921824600088796,0.10887772292494,0.0166952629160606,0.0922070179086076,0.10884006516128,0.0166330472526722
876,284,PERFORM2019:AC:418:1025:1,1025,418,21025,20418,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-65.9999955604153,-82.5713455108769,-16.5713499504616,-2.43015484360457,7.99420577303609,10.4243606166407,66.195356553453,82.8682559435782,16.6728993901252,2.88311098338745,-7.1348279645181,-10.0179389479055,0.319984623604385,0.3943556969272,0.0743710733228143,0.319915761865738,0.394514724632903,0.0745989627671651
877,285,PERFORM2019:AC:418:1026:1,1026,418,21026,20418,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-64.2871998764906,-80.8431601097818,-16.5559602332913,-2.42258371075715,7.9948872798785,10.4174709906356,64.472920102463,81.1284418259705,16.6555217235075,2.83453866420823,-7.1847957177329,-10.0193343819411,0.311667140919048,0.386150899573917,0.0744837586548691,0.311596975616664,0.386314343756804,0.0747173681401397
878,286,PERFORM2019:AC:418:1209:1,1209,418,21209,20418,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,39.8700567581602,49.9904583442419,10.1204015860816,0.81995138150242,-5.65687353552027,-6.47682491702269,-39.8690271731317,-49.9888769556846,-10.1198497825529,-0.820797742202322,5.65827516003188,6.4790729022342,0.192540908711769,0.23862421946915,0.0460833107573809,0.192541445671456,0.238621231531266,0.0460797858598097
879,287,PERFORM2019:AC:419:1032:1,1032,419,21032,20419,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-5.54503701808253,-11.2552959018076,-5.71025888372507,-0.735179223141136,2.78382239761971,3.51900162076084,5.54551692340102,11.2572608930347,5.71174396963368,0.626173963076255,-2.89273909990082,-3.51891306297708,0.0277036061192129,0.0559193588112333,0.0282157526920204,0.027636642518207,0.0560573541707195,0.0284207116525125
880,288,PERFORM2019:AC:420:1032:1,1032,420,21032,20420,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,0.721891297961217,-1.37742575405448,-2.0993170520157,-0.552089777631984,0.72156438547865,1.27365416311063,-0.721890657129593,1.3774275421077,2.0993181992373,0.546954771566158,-0.726975105773854,-1.27392987734001,0.00450110966975943,0.00749956672031366,0.00299845705055423,0.0044856975300061,0.00751172760768947,0.00302603007768337
881,289,PERFORM2019:AC:420:1033:1,1033,420,21033,20420,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,3.42812341169765,5.52746196967875,2.09933855798109,0.53879087246613,-0.735506006947247,-1.27429687941338,-3.4281093428661,-5.52742754217242,-2.09931819930632,-0.546954771518884,0.726975105645023,1.27392987716391,0.0171869880736641,0.0268935459614805,0.00970655788781635,0.0171933558960422,0.0268880628190907,0.00969470692304845
882,290,PERFORM2019:AC:421:422:1,421,422,20421,20422,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,6.23093140215766,6.23087610709226,-5.52950654020279e-05,-0.169837657104263,-0.181032394061735,-0.0111947369574716,-6.23000255588826,-6.23000240412535,1.51762916011933e-07,0.00405221358807983,0.00430933392479638,0.000257120336716543,0.0310478242063177,0.0301132317121868,-0.000934592494130877,0.0310360355213927,0.0301002763065852,-0.000935759214807482
883,291,PERFORM2019:AC:421:1037:1,1037,421,21037,20421,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,10.3881663617847,10.3876827964969,-0.000483565287801468,-0.613616699633797,-0.656461437714357,-0.0428447380805599,-10.3809314021587,-10.3808761070915,5.52950672432218e-05,0.169837657106041,0.18103239405926,0.0111947369532195,0.0518032626642362,0.0502541994349237,-0.00154906322931244,0.0517143852980586,0.0501562503294959,-0.00155813496856264
884,292,PERFORM2019:AC:423:1034:1,1034,423,21034,20423,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,1.16093440939196,-2.57546228805618,-3.73639669744814,0.472387560366993,2.17313357011784,1.70074600975085,-1.16093130707306,2.57548335378298,3.73641466085604,-0.486613925428264,-2.18818215422784,-1.70156822879958,0.00623929161951015,0.0162699255161949,0.0100306338966847,0.00626635140648085,0.0163171517406372,0.0100508003341564
885,293,PERFORM2019:AC:423:1036:1,1036,423,21036,20423,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,5.57128070702762,8.06792556256248,2.49664485553486,-0.485016761758167,-1.71172439048205,-1.22670762872389,-5.57124073958673,-8.06784379637233,-2.49660305678561,0.476031973866327,1.70233946573772,1.22630749187139,0.0278390068743742,0.0398207872491627,0.0119817803747885,0.0278350910988741,0.0398110617833314,0.0119759706844573
886,294,PERFORM2019:AC:423:1037:1,1037,423,21037,20423,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-1.49984731752346,-0.648595458480819,0.851251859042641,0.0801721265062661,-0.153872627045582,-0.234044753551848,1.4998506458601,0.648596072674738,-0.851254573185362,-0.0903297286022353,0.143063048314391,0.233392776916626,0.00747701924283588,0.0032184899813291,-0.00425852926150677,0.00747989247171186,0.00320684202089692,-0.00427305045081494
887,295,PERFORM2019:AC:423:1464:1,423,1464,20423,21464,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-3.07767859919251,-3.46623563008719,-0.388557030894677,0.100911680192879,0.342779640275232,0.241867960082353,3.07769351769481,3.46625358988869,0.388560072193884,-0.112038213823109,-0.354598851348436,-0.242560637525327,0.015329137765968,0.0168173967284411,0.00148825896247307,0.0153310634193571,0.0168231442593398,0.00149208083998277
888,296,PERFORM2019:AC:424:1285:1,424,1285,20424,21285,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-18.0630883405377,25.6120217074097,43.6751100479475,-4.36859691229777,-22.3422926669422,-17.9736957546445,18.1557800742688,-25.3266074382022,-43.482387512471,2.78060250222724,21.4032295340276,18.6226270318004,0.0923969125594399,0.163598070714375,0.0712011581549347,0.0905069688531007,0.157006087842768,0.0664991189896671
889,297,PERFORM2019:AC:424:1453:1,424,1453,20424,21453,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,13.9130883405337,-29.7620217074127,-43.6751100479465,4.36859691230449,22.3422926669476,17.9736957546431,-13.9121491837853,29.7677538672714,43.6799030510567,-4.3963398156134,-22.3524416100193,-17.9561017944058,0.0725041909254534,0.179133279170172,0.106629088244718,0.0725514036616749,0.179230728033065,0.10667932437139
890,298,PERFORM2019:AC:425:1038:1,1038,425,21038,20425,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.0800292960769,2.08002747149993,-1.82457696951133e-06,-0.048796676387631,-0.0520542377091279,-0.0032575613214969,-2.08000000000242,-2.07999999999778,4.64650540266121e-12,-2.56461518688411e-14,-7.80220332785575e-12,-7.77655717598691e-12,0.0103469289050121,0.0100198280688808,-0.000327100836131357,0.010344075719242,0.0100166849882134,-0.000327390731028596
891,299,PERFORM2019:AC:426:1006:1,1006,426,21006,20426,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.47181936452055,3.59811261364472,1.12629324912417,0.11971380373131,-0.617936178173791,-0.737649981905102,-2.47176785746691,-3.59800712487853,-1.12623926741161,-0.179910036232126,0.554448500120696,0.734358536352822,0.0122782676890661,0.0176085350080601,0.00533026731899403,0.012296398822153,0.0175589599003472,0.0052625610781942
892,300,PERFORM2019:AC:426:1007:1,1007,426,21007,20426,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,1.67825673130867,0.551997562695459,-1.12625916861322,-0.241240168111786,0.48946044749803,0.730700615609816,-1.67823214253659,-0.551992875111181,1.12623926742541,0.179910036234225,-0.554448500121781,-0.734358536356006,0.00841238897064048,0.00355827374649407,-0.00485411522414641,0.0083744485428482,0.00377359290529975,-0.00460085563754845
893,301,PERFORM2019:AC:427:1008:1,1008,427,21008,20427,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,1.85920599327112,2.5565569329192,0.697350939648077,-0.0903125090063539,-0.59172869214459,-0.501416183138236,-1.85904385861461,-2.55626005756469,-0.697216198950083,-0.2487134928232,0.23368496917553,0.48239846199873,0.00921023090454181,0.0126260443264486,0.00341581342190676,0.00928148753435213,0.0123511783741038,0.00306969083975164
894,302,PERFORM2019:AC:427:1009:1,1009,427,21009,20427,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.29121012619061,1.59385253005244,-0.697357596138173,-0.587332667346582,-0.125134668081901,0.462197999264681,-2.2909561413862,-1.59373994243615,0.697216198950052,0.24871349282262,-0.233684969175277,-0.482398461997897,0.0117043936552181,0.00769207919766579,-0.00401231445755229,0.0114034638111351,0.0077505534331006,-0.00365291037803451
895,303,PERFORM2019:AC:428:1201:1,1201,428,21201,20428,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,1.8029269929931,1.8029259438618,-1.04913130094531e-06,0.00662361509572162,0.00686511628427877,0.000241501188557147,-1.80292462341362,-1.80292364808763,9.75325994634346e-07,-0.0131984657064573,-0.0136518479828082,-0.000453382276350833,0.00864017728557181,0.0085046337288412,-0.000135543556730617,0.00864035075617149,0.00850481614237429,-0.0001355346137972
896,304,PERFORM2019:AC:428:1202:1,1202,428,21202,20428,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.34707989426321,2.34708072900365,8.3474044432208e-07,-0.0197648172394783,-0.0204303454839228,-0.000665528244444435,-2.34707537650865,-2.34707635190106,-9.7539240240252e-07,0.0131984656113382,0.0136518482408373,0.000453382629499122,0.0112482413339528,0.0110718154638119,-0.000176425870140873,0.0112480197416464,0.0110715826989206,-0.000176437042725764
897,305,PERFORM2019:AC:429:1200:1,1200,429,21200,20429,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-4.79271934389698,-4.79271983598098,-4.92084001102455e-07,0.0964448111286509,0.0995603748532696,0.00311556372461874,4.79302318567491,4.79301423657887,-8.94909603665894e-06,-0.204919406534524,-0.211600366646745,-0.00668096011222152,0.0229748595496408,0.0226146603284292,-0.000360199221211586,0.0229913841657793,0.0226319934665778,-0.000359390699201493
898,306,PERFORM2019:AC:429:1202:1,1202,429,21202,20429,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.6380682429363,2.63805405436462,-1.41885716815615e-05,-0.259498361070447,-0.267953311785266,-0.00845495071481961,-2.63792049982872,-2.637910871337,9.62849172880809e-06,0.0856147176338875,0.088444210881403,0.00282949324751547,0.0127033540768666,0.012507971007723,-0.000195383069143578,0.0126488006217588,0.0124507456733291,-0.000198054948429701
899,307,PERFORM2019:AC:429:1546:1,429,1546,20429,21546,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-8.38510268584822,-8.38510336524108,-6.79392865521322e-07,0.119304688905171,0.123156155767589,0.00385146686241766,8.38908199720963,8.38895923570999,-0.000122761499643076,-0.568335503447132,-0.587647234679483,-0.0193117312323503,0.0401893861208938,0.0395591123139894,-0.000630273806904356,0.0402806960271606,0.0396549950275482,-0.000625700999612379
900,308,PERFORM2019:AC:430:431:1,430,431,20430,20431,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,18.161215060818,63.2496554089641,45.0884403481461,6.48739291331202,-1.12052846578073,-7.60792137909275,-18.109556417635,-62.7496234904435,-44.6400670728085,-7.2496013996091,2.12339960471876,9.37300100432785,0.0956263384575425,0.300179580981637,0.204553242524095,0.0973456109600463,0.300049235049262,0.202703624089216
901,309,PERFORM2019:AC:430:1039:1,1039,430,21039,20430,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,22.3359752717641,67.5912776131909,45.2553023414268,6.25783205731692,-0.691397189079099,-6.94922924639602,-22.3112150608178,-67.3996554089643,-45.0884403481465,-6.4873929133156,1.12052846577975,7.60792137909534,0.114762031919518,0.319892327154625,0.205130295235107,0.115213227267152,0.319869276074037,0.204656048806885
902,310,PERFORM2019:AC:432:1045:1,1045,432,21045,20432,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-2.26899286505639,-2.3503884406129,-0.0813955755565128,0.0105344447884851,0.0203847941253616,0.00985034933687653,2.26899542855836,2.35039096318862,0.0813955346302691,-0.0135362536165506,-0.0236594354157104,-0.0101231817991598,0.0113676640965342,0.0112765192656871,-9.11448308471164e-05,0.0113677441518969,0.0112766669333995,-9.10772184973888e-05
903,311,PERFORM2019:AC:433:1045:1,1045,433,21045,20433,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.08002973221312,2.08002726516757,-2.46704554962562e-06,-0.0470739466241555,-0.051355783672541,-0.00428183704838553,-2.07999999999747,-2.07999999999998,-2.50377496513465e-12,-1.03448916100035e-11,-4.92368645854668e-12,5.42120515145683e-12,0.0104235139986944,0.00998206628776214,-0.000441447710932283,0.0104208387130871,0.00997901850900859,-0.000441820204078484
904,312,PERFORM2019:AC:434:1048:1,1048,434,21048,20434,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,0.269466544007673,1.80903619187018,1.5395696478625,-2.05967904073308,-2.3955114217757,-0.335832381042618,-0.269404659995256,-1.80891529077921,-1.53951063078395,1.95675163884039,2.28350329030293,0.326751651462537,0.0104200007655919,0.0144205759834318,0.00400057521783983,0.00990703644710524,0.0139930639000917,0.00408602745298645
905,313,PERFORM2019:AC:434:1395:1,434,1395,20434,21395,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-15.3452263610463,-17.9477385856718,-2.60251222462553,3.61056185898205,4.19058758961982,0.580025730637765,15.3568399818098,17.9622922188032,2.60545223699341,-3.88211468683857,-4.47885621560362,-0.596741528765045,0.0790686288322902,0.0885285631314986,0.00945993429920836,0.0794486730462448,0.0889213790813443,0.00947270603509952
906,314,PERFORM2019:AC:434:1396:1,434,1396,20434,21396,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,10.0036807714205,8.6282299628165,-1.375450808604,0.100800322677275,0.221197230802746,0.120396908125471,-9.99998313876487,-8.62570410581073,1.37427903295414,-0.338887425534311,-0.48703998792195,-0.148152562387639,0.0501778770882005,0.0414582826436247,-0.00871959444457586,0.0502058112241021,0.0415127184879985,-0.00869309273610367
