interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,269.542264249057,NaN,NaN,NaN,0,0
West_Central,-0.271205722364325,NaN,NaN,NaN,0,0
Moses_South,-164.300428723367,NaN,NaN,NaN,0,0
Central_East,243.412878251833,NaN,NaN,NaN,0,0
Total_East_proxy,470.685401517622,NaN,NaN,NaN,0,0
UPNY_ConEd,1020.79845078586,NaN,NaN,NaN,0,0
Dunwoodie_South,731.53617979126,NaN,NaN,NaN,0,0
