scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
V4_2025_JUL25_NIGHT,HQ,48,1,-245.354889253269,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,ONTARIO,54,1,498.143355709457,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,ISONE,37,0.4,-93.9786306883043,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,ISONE,73,0.6,-140.967946032456,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,PJM,66,0.35,172.518862325581,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,PJM,67,0.15,73.9366552823917,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,PJM,75,0.25,123.227758803986,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,PJM,81,0.25,123.227758803986,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - HQ_CEDARS,48,1,-14.2303464042495,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - NPX_CSC,80,1,117.400357835059,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - NPX_1385,80,1,-13.4891825290282,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V4_2025_JUL25_NIGHT,SCH - PJM_HTP,81,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
