interface_index,interface,nygrid_wape_pct,compact51_wape_pct,compact_marcy_wape_pct,hours,operator_roles,injection_policy
1,Dysinger East,22.4943225404,22.4943225404,22.4943225404,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
2,West Central,46.805804317,46.805804317,46.805804317,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
3,Total East,7.23527544919,7.23527544919,7.23527544919,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
4,Moses South,8.99293495462,8.99293495462,8.99293495462,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
5,Central East,9.62992882252,49.2340601303,7.08584423547,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
6,UpNY-Coned,9.91202878218,10.5525079437,18.5881020531,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
7,Dun/SPR-South,10.8864600387,11.0184840774,11.0184840774,8760,corrected_paper_roles,same_NYgrid_native_solved_PG_net_PD_and_fixed_AC_DC_HQ_boundary
