interface_index,interface,scope,operator_variant,observations,sum_absolute_error_mw,sum_absolute_observed_mw,actual_flow_wape_pct,mae_mw,rmse_mw,bias_sim_minus_observed_mw,mape_nonzero_actual_pct,max_nonzero_actual_error_pct,mape_defined_observations,zero_actual_flow_count,min_absolute_observed_mw,min_nonzero_absolute_observed_mw,opposite_direction_count,opposite_direction_fraction,zero_prediction_nonzero_actual_count,positive_limit_9999_count,paper_error_q025_pct,paper_error_q25_pct,paper_error_median_pct,paper_error_q75_pct,paper_error_q975_pct,fraction_absolute_paper_error_le_10pct,fraction_absolute_paper_error_le_15pct,interface_label
1,Dysinger East,primary_all_naive_hours,corrected_released_if_map,8760,1838883.01304,8174876.17039,22.4943225404,209.918152174,261.146480675,51.9252473255,57.4542016232,116113.79992,8760,0,0.4175,0.4175,77,0.0087899543379,0,0,-16.825396831,-7.37724043444,-2.27368924556,3.54230768541,16.1449748628,0.762899543379,0.926826484018,Dysinger East
2,West Central,primary_all_naive_hours,corrected_released_if_map,8760,1913740.03282,4088681.01028,46.805804317,218.463474066,270.234130791,84.6319648019,260.977841262,152463.109117,8760,0,0.135,0.135,1006,0.114840182648,0,8760,-5.53387310709,-2.57699115145,-1.04464087901,0.759544121071,4.69821585762,0.999543378995,1,West Central
3,Total East,primary_all_naive_hours,corrected_released_if_map,8760,2509976.53021,34690822.0404,7.23527544919,286.527001166,346.235478773,200.395794478,7.91706214584,118.256342235,8760,0,1395.15416667,1395.15416667,0,0,0,0,-10.3042065337,-5.63578144027,-3.28710828336,-0.499514781477,5.97504490058,0.967123287671,0.996118721461,Total East
4,Moses South,primary_all_naive_hours,corrected_released_if_map,8760,1337666.76947,14874640.7732,8.99293495462,152.701686013,198.260718222,104.946074105,14.9774303698,4323.95887862,8760,0,11.9283333333,11.9283333333,9,0.00102739726027,0,0,-31.7265763209,-7.22015313984,-2.94418672805,0.366749856533,6.19530705412,0.848744292237,0.939726027397,Moses South
5,Central East,primary_all_naive_hours,corrected_released_if_map,8760,1855363.84446,19266641.3081,9.62992882252,211.799525623,260.567362838,-32.3615392847,10.0245769846,63.5586807255,8760,0,1107.80909091,1107.80909091,0,0,0,0,-21.916693835,-6.05692297389,1.30828345877,8.74409342828,19.9002383425,0.642694063927,0.845547945205,Central East
6,UpNY-Coned,primary_all_naive_hours,corrected_released_if_map,8760,2112248.9677,21309955.9547,9.91202878218,241.124311381,325.277847899,106.722229509,11.5901967318,293.725857352,8760,0,246.2,246.2,0,0,0,0,-14.3455108358,-4.74397934139,-1.54862131752,1.41535679061,8.45221769073,0.912214611872,0.97899543379,UpNY-Coned
7,Dun/SPR-South,primary_all_naive_hours,corrected_released_if_map,8760,2624246.21629,24105597.292,10.8864600387,299.571485878,395.279327561,64.1295884264,11.059651806,71.0968465233,8760,0,721.135833333,721.135833333,0,0,0,0,-17.8099007101,-6.50466938406,-2.21326086957,2.77480072464,19.6109295977,0.781735159817,0.911872146119,Dun/SPR-South
