variant_id,generator_key,model_generator_row,nominal_pmax_mw,variant_pmax_mw,pmax_delta_mw
South_Fork_zero_available,NY2025:GEN:SOUTH_FORK:K9003,37,46.9601431340234,0,-46.9601431340234
