model_bus,zone,parent_pd_mw,pd_gross_mw,qd_gross_mvar,p_boundary_mw,q_boundary_mvar,pd_effective_mw,qd_effective_mvar,within_zone_allocation_weight,assumed_q_over_p
37,F,0,0,0,-83.5833626399999,0,83.5833626399999,0,0,0.250623624353469
38,F,0,0,0,0,0,0,0,0,0.250623624353469
39,G,0,163.200464475727,40.9018919030762,0,0,163.200464475727,40.9018919030762,0.2,0.250623624353469
40,F,0,0,0,0,0,0,0,0,0.250623624353469
41,F,809.143671,627.224143070687,96.8962876357168,0,0,627.224143070687,96.8962876357168,0.798175598482101,0.154484307892461
42,F,204.597757,158.598104895156,13.1778951184575,0,0,158.598104895156,13.1778951184575,0.201824401517899,0.0830898649587835
43,E,0,0,0,0,0,0,0,0,0.250623624353469
44,E,0,0,0,0,0,0,0,0,0.250623624353469
45,E,295.9154,444.549582437007,25.5388631393605,0,0,444.549582437007,25.5388631393605,1,0.0574488519353842
46,D,26.5861492,5.15713252013511,-8.24407214662521,0,0,5.15713252013511,-8.24407214662521,0.0303030303168461,-1.59857675063375
47,D,610.325512,118.389824796564,19.3978168155887,0,0,118.389824796564,19.3978168155887,0.695652174150916,0.163846993176323
48,D,0,0,0,560.319889667324,0,-560.319889667324,0,0,0.250623624353469
49,D,240.431262,46.6384157701682,3.29762885865008,0,0,46.6384157701682,3.29762885865008,0.274044795532238,0.0707062794521288
50,C,0,0,0,0,0,0,0,0,0.250623624353469
51,C,844.977176,430.387762969565,38.2011291423538,0,0,430.387762969565,38.2011291423538,0.472527472527473,0.0887597939095103
52,B,0,0,0,0,0,0,0,0,0.250623624353469
53,B,1066.91373,636.148567337793,149.062794265895,0,0,636.148567337793,149.062794265895,1,0.234320726194048
54,A,20,7.1138114055607,0,-137.337073147412,0,144.450884552973,0,0.00763005733397711,0
55,A,939,333.993445491075,46.9511552767006,0,0,333.993445491075,46.9511552767006,0.358231191830225,0.140575079872204
56,A,198.818159,70.717744356339,15.6503850922335,0,0,70.717744356339,15.6503850922335,0.0758496976102888,0.221307752879856
57,A,277.420687,98.6759223659542,-2.13414342166821,0,0,98.6759223659542,-2.13414342166821,0.105836787372066,-0.0216278031205366
58,A,97.0972405,34.5365728458685,13.5162416705653,0,0,34.5365728458685,13.5162416705653,0.0370428755992982,0.391360246741513
59,A,814.923268,289.86052192776,70.4267329150509,0,0,289.86052192776,70.4267329150509,0.3108955628816,0.24296766060679
60,A,0,0,0,0,0,0,0,0,0.250623624353469
61,A,273.952928,97.4424731896574,2.84552456222428,0,0,97.4424731896574,2.84552456222428,0.104513827372545,0.0292020970843575
62,A,0,0,0,0,0,0,0,0,0.250623624353469
63,C,0,0,0,0,0,0,0,0,0.250623624353469
64,C,165.296493,84.193502344949,12.7337097141179,0,0,84.193502344949,12.7337097141179,0.0924369749543922,0.151243378164109
65,C,105.188677,53.5776831252045,0,0,0,53.5776831252045,0,0.058823529313079,0
66,C,0,0,0,-26.8679612872034,0,26.8679612872034,0,0,0.250623624353469
67,C,0,0,0,-11.5148405516586,0,11.5148405516586,0,0,0.250623624353469
68,C,243.899021,124.229573318862,20.8832839311534,0,0,124.229573318862,20.8832839311534,0.136393018910436,0.168102355769604
69,C,0,0,0,0,0,0,0,0,0.250623624353469
70,C,0,0,0,0,0,0,0,0,0.250623624353469
71,C,428.846145,218.432092897941,26.99546459393,0,0,218.432092897941,26.99546459393,0.23981900429462,0.123587446495526
72,C,0,0,0,0,0,0,0,0,0.250623624353469
73,G,0,408.001161189317,102.25472975769,-125.37504396,0,533.376205149317,102.25472975769,0.5,0.250623624353469
74,H,117.903792,227.774482133019,0,0,0,227.774482133019,0,1,0
75,G,0,0,0,-19.191400919431,0,19.191400919431,0,0,0.250623624353469
76,G,0,244.80069671359,61.3528378546143,0,0,244.80069671359,61.3528378546143,0.3,0.250623624353469
77,H,0,0,0,0,0,0,0,0,0.250623624353469
78,I,2311.83906,486.15217802916,126.172843025455,0,0,486.15217802916,126.172843025455,1,0.259533637259334
79,J,0,1637.77294946931,410.464592464067,0,0,1637.77294946931,410.464592464067,0.45,0.250623624353469
80,K,809.143671,1852.92849582782,57.2496752504358,314.84641419402,0,1538.0820816338,57.2496752504358,1,0.0308968615784922
81,J,0,363.949544326512,91.2143538809039,92.8725770140339,0,271.076967312478,91.2143538809039,0.1,0.250623624353469
82,J,0,1637.77294946931,410.464592464067,0,0,1637.77294946931,410.464592464067,0.45,0.250623624353469
9001,G,0,0,0,0,0,0,0,0,0
9002,G,0,0,0,0,0,0,0,0,0
9003,K,0,0,0,0,0,0,0,0,0
858,G,0,0,0,0,0,0,0,0,0
774,G,0,0,0,0,0,0,0,0,0
9101,F,0,0,0,0,0,0,0,0,0
9102,F,0,0,0,0,0,0,0,0,0
9103,F,0,0,0,0,0,0,0,0,0
9104,G,0,0,0,0,0,0,0,0,0
1220,E,0,0,0,0,0,0,0,0,0
1130,J,0,0,0,0,0,0,0,0,0
557,J,0,0,0,0,0,0,0,0,0
1529,J,0,0,0,0,0,0,0,0,0
1493,J,0,0,0,0,0,0,0,0,0
601,J,0,0,0,0,0,0,0,0,0
1129,J,0,0,0,0,0,0,0,0,0
9111,J,0,0,0,0,0,0,0,0,0
9112,J,0,0,0,0,0,0,0,0,0
9113,J,0,0,0,0,0,0,0,0,0
9114,J,0,0,0,0,0,0,0,0,0
