point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,public_interface_name,actual_import_mw,target_import_mw,actual_q_mvar,target_q_mvar,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,target_use,provenance_class,direction_positive,quantity_scope,coverage_role,default_primary_scope,include_in_unreviewed_total,overlap_resolved,default_channel_include,accounting_policy,accounting_evidence_url,external_region
325376,200,1310,-9999,3463,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,SCH - HQ_IMPORT_EXPORT,200,74.3678809721791,NaN,NaN,487.109620367773,-3718.0222092041,1310,487.109620367773,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,operating_input,source_verified_public_record,into_NY_per_published_interface_orientation,P32_SCH_labelled_interface_flow_not_terminal_PQ,excluded_nonadditive_HQ_net_market_report,0,0,0,0,exclude_nested_HQ_import_export_reporting_scope_never_sum_with_HQ_NY,https://www.nyiso.com/documents/20142/1409680/Seams_Closed.pdf/e523b0d3-907c-e7a6-fe27-628875cfafad,UNALLOCATED_COMPONENT
