scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
V2_2025_APR15_MIDDAY,HQ,48,1,-174.321743452057,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,ONTARIO,54,1,237.788614070129,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,ISONE,37,0.4,-145.330187570947,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,ISONE,73,0.6,-217.995281356421,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,PJM,66,0.35,-5.5755772013715,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,PJM,67,0.15,-2.38953308630207,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,PJM,75,0.25,-3.98255514383679,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,PJM,81,0.25,-3.98255514383679,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - HQ_CEDARS,48,1,-35.5758660106238,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - NPX_CSC,80,1,117.400357835059,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - NPX_1385,80,1,5.1288540165316,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - PJM_NEPTUNE,80,1,199.224849659493,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - PJM_VFT,81,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V2_2025_APR15_MIDDAY,SCH - PJM_HTP,81,1,139.84279997676,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
