interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,276.777081990061,NaN,NaN,NaN,0,0
West_Central,196.651464611213,NaN,NaN,NaN,0,0
Moses_South,70.2255221452115,NaN,NaN,NaN,0,0
Central_East,1011.31408057684,NaN,NaN,NaN,0,0
Total_East_proxy,1346.97673104247,NaN,NaN,NaN,0,0
UPNY_ConEd,1498.91379748235,NaN,NaN,NaN,0,0
Dunwoodie_South,1134.09755101255,NaN,NaN,NaN,0,0
