scenario_id,model_gen_row,generator_key,model_bus,zone,online,pmin_mw,pmax_mw,within_zone_capacity_share,raw_prior_mw,bounded_prior_mw,clipped_prior_mw,sigma_before_floor_mw,sigma_mw,observed_generator_dispatch,solved_pg_mw,deviation_from_bounded_prior_mw,deviation_from_raw_source_assignment_mw,electrical_baseline_qualified
V2_2025_APR15_MIDDAY,1,NPCC_S7:GEN_ROW:10:BUS:42,42,F,1,0,568.003995,0.261993979858879,184.033256172347,184.033256172347,0,53.9314272046616,53.9314272046616,0,185.893336352769,1.86008018042165,1.86008018042165,1
V2_2025_APR15_MIDDAY,2,NPCC_S7:GEN_ROW:11:BUS:47,47,D,1,0,944.920662,0.959329106258799,469.185354895221,469.185354895221,0,71.854156584749,71.854156584749,0,472.399062735817,3.21370784059673,3.21370784059673,1
V2_2025_APR15_MIDDAY,3,NPCC_S7:GEN_ROW:12:BUS:48,48,D,1,0,40.0600457,0.0406708937412013,19.891179772798,19.891179772798,0,14.7948287810004,14.7948287810004,0,20.0282916218612,0.137111849063203,0.137111849063203,1
V2_2025_APR15_MIDDAY,4,NPCC_S7:GEN_ROW:13:BUS:50,50,C,1,0,1105.24857748821,0.440127659082592,643.531489470214,643.531489470214,0,145.502927338586,145.502927338586,0,656.78138754283,13.2498980726152,13.2498980726152,1
V2_2025_APR15_MIDDAY,5,NPCC_S7:GEN_ROW:14:BUS:51,51,C,1,0,292.878562141814,0.116628927262589,170.528676686786,170.528676686786,0,74.9006420407119,74.9006420407119,0,174.033044836389,3.50436814960253,3.50436814960253,1
V2_2025_APR15_MIDDAY,6,NPCC_S7:GEN_ROW:15:BUS:53,53,B,1,0,288.8,1,220.811028596887,220.811028596887,0,50,50,0,222.372399771293,1.56137117440622,1.56137117440622,1
V2_2025_APR15_MIDDAY,7,NPCC_S7:GEN_ROW:16:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,96.5765848035294,96.5765848035294,0,37.0922699364384,37.0922699364384,0,97.4263170027905,0.849732199261155,0.849732199261155,1
V2_2025_APR15_MIDDAY,8,NPCC_S7:GEN_ROW:17:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,96.5765848035294,96.5765848035294,0,37.0922699364384,37.0922699364384,0,97.4263170027905,0.849732199261155,0.849732199261155,1
V2_2025_APR15_MIDDAY,9,NPCC_S7:GEN_ROW:18:BUS:55,55,A,1,0,197.192650893643,0.152531444069959,96.5765848035294,96.5765848035294,0,37.0922699364384,37.0922699364384,0,97.4256376671401,0.849052863610709,0.849052863610709,1
V2_2025_APR15_MIDDAY,10,NPCC_S7:GEN_ROW:19:BUS:56,56,A,1,0,495.093851384339,0.382962446924767,242.475939682532,242.475939682532,0,58.7735353773315,58.7735353773315,0,244.608027878282,2.13208819574996,2.13208819574996,1
V2_2025_APR15_MIDDAY,11,NPCC_S7:GEN_ROW:20:BUS:57,57,A,1,0,14.3166985641929,0.0110741789636393,7.01171086612697,7.01171086612697,0,9.99446357497452,9.99446357497452,0,7.07358018528991,0.0618693191629447,0.0618693191629447,1
V2_2025_APR15_MIDDAY,12,NPCC_S7:GEN_ROW:21:BUS:60,60,A,1,0,59.5351288283759,0.0460513063338303,29.1577773919364,29.1577773919364,0,20.3809628739311,20.3809628739311,0,29.4147596015846,0.256982209648189,0.256982209648189,1
V2_2025_APR15_MIDDAY,13,NPCC_S7:GEN_ROW:22:BUS:61,61,A,1,0,132.276368542162,0.102317735567885,64.7833469762783,64.7833469762783,0,30.3793991986222,30.3793991986222,0,65.3526889717829,0.56934199550453,0.56934199550453,1
V2_2025_APR15_MIDDAY,14,NPCC_S7:GEN_ROW:23:BUS:65,65,C,1,0,7.481832143219,0.0029793852115399,4.35630018546052,4.35630018546052,0,11.9714216851954,11.9714216851954,0,4.44673371599293,0.0904335305324047,0.0904335305324047,1
V2_2025_APR15_MIDDAY,15,NPCC_S7:GEN_ROW:24:BUS:68,68,C,1,0,271.054008885173,0.107938041129808,157.821320576736,157.821320576736,0,72.0559197416637,72.0559197416637,0,161.044665904286,3.22334532754999,3.22334532754999,1
V2_2025_APR15_MIDDAY,16,NPCC_S7:GEN_ROW:25:BUS:71,71,C,1,0,643.677757785503,0.256322777072914,374.781668706534,374.781668706534,0,111.039117054608,111.039117054608,0,382.44669218325,7.66502347671661,7.66502347671661,1
V2_2025_APR15_MIDDAY,17,NPCC_S7:GEN_ROW:26:BUS:72,72,C,1,0,190.859261556085,0.0760032102405563,111.127892286008,111.127892286008,0,60.4642079429034,60.4642079429034,0,113.396024126706,2.26813184069859,2.26813184069859,1
V2_2025_APR15_MIDDAY,18,NPCC_S7:GEN_ROW:27:BUS:78,78,I,1,0,565.099092,1,0,0,0,50,50,0,1.68892265080283,1.68892265080283,1.68892265080283,1
V2_2025_APR15_MIDDAY,19,NPCC_S7:GEN_ROW:28:BUS:79,79,J,1,0,577.453484,0.144030771991943,99.7345171852867,99.7345171852867,0,39.4193178368168,39.4193178368168,0,100.787019854839,1.0525026695524,1.0525026695524,1
V2_2025_APR15_MIDDAY,20,NPCC_S7:GEN_ROW:29:BUS:80,80,K,1,0,584.929342,0.245260658963372,55.3809713277959,55.3809713277959,0,24.7618991074681,24.7618991074681,0,55.7969651036354,0.415993775839475,0.415993775839475,1
V2_2025_APR15_MIDDAY,21,NPCC_S7:GEN_ROW:30:BUS:82,82,J,1,0,619.623976,0.154549105825461,107.017967325638,107.017967325638,0,40.833321538082,40.833321538082,0,108.148609323776,1.13064199813797,1.13064199813797,1
