Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
04/18/2019 00:00,CENTRAL EAST - VC,23330,2021.87,2255,-9999
04/18/2019 00:00,DYSINGER EAST,23326,955.56,3150,-9999
04/18/2019 00:00,MOSES SOUTH,23319,1095.39,3150,-1600
04/18/2019 00:00,SCH - HQ - NY,23324,312,1399,-800
04/18/2019 00:00,SCH - HQ_CEDARS,325274,150,199,-100
04/18/2019 00:00,SCH - HQ_IMPORT_EXPORT,325376,202,1310,-9999
04/18/2019 00:00,SCH - NE - NY,23318,-599.97,600,-800
04/18/2019 00:00,SCH - NPX_1385,325277,-80,100,-100
04/18/2019 00:00,SCH - NPX_CSC,325154,132,330,-330
04/18/2019 00:00,SCH - OH - NY,23317,1377.9,2050,-1900
04/18/2019 00:00,SCH - PJ - NY,23316,-214.71,2000,-1300
04/18/2019 00:00,SCH - PJM_HTP,325905,0,660,-660
04/18/2019 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
04/18/2019 00:00,SCH - PJM_VFT,325658,105,315,-315
04/18/2019 00:00,SPR/DUN-SOUTH,23320,2638.35,4600,-9999
04/18/2019 00:00,TOTAL EAST,23314,3351,6800,-9999
04/18/2019 00:00,UPNY CONED,23315,1844.67,5700,-9999
04/18/2019 00:00,WEST CENTRAL,23312,680.41,9999,-9999
04/18/2019 00:05,CENTRAL EAST - VC,23330,2024.03,2255,-9999
04/18/2019 00:05,DYSINGER EAST,23326,948.01,3150,-9999
04/18/2019 00:05,MOSES SOUTH,23319,1034.43,3150,-1600
04/18/2019 00:05,SCH - HQ - NY,23324,278,1399,-800
04/18/2019 00:05,SCH - HQ_CEDARS,325274,150,199,-100
04/18/2019 00:05,SCH - HQ_IMPORT_EXPORT,325376,168,1310,-9999
04/18/2019 00:05,SCH - NE - NY,23318,-599.97,600,-800
04/18/2019 00:05,SCH - NPX_1385,325277,-100,100,-100
04/18/2019 00:05,SCH - NPX_CSC,325154,50,330,-330
04/18/2019 00:05,SCH - OH - NY,23317,1390.82,2050,-1900
04/18/2019 00:05,SCH - PJ - NY,23316,-115.55,2000,-1300
04/18/2019 00:05,SCH - PJM_HTP,325905,0,660,-660
04/18/2019 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
04/18/2019 00:05,SCH - PJM_VFT,325658,0,315,-315
04/18/2019 00:05,SPR/DUN-SOUTH,23320,2685.49,4600,-9999
04/18/2019 00:05,TOTAL EAST,23314,3467.19,6800,-9999
04/18/2019 00:05,UPNY CONED,23315,1983.64,5700,-9999
04/18/2019 00:05,WEST CENTRAL,23312,675.66,9999,-9999
04/18/2019 00:10,CENTRAL EAST - VC,23330,2045.57,2255,-9999
04/18/2019 00:10,DYSINGER EAST,23326,937.69,3150,-9999
04/18/2019 00:10,MOSES SOUTH,23319,1019.3,3150,-1600
04/18/2019 00:10,SCH - HQ - NY,23324,278,1399,-800
