"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"07/12/2025 00:00:00","EDT","CAPITL",61757,1664.0477
"07/12/2025 00:00:00","EDT","CENTRL",61754,1941.4222
"07/12/2025 00:00:00","EDT","DUNWOD",61760,786.3389
"07/12/2025 00:00:00","EDT","GENESE",61753,1275.9956
"07/12/2025 00:00:00","EDT","HUD VL",61758,1347.4869
"07/12/2025 00:00:00","EDT","LONGIL",61762,2855.3386
"07/12/2025 00:00:00","EDT","MHK VL",61756,969.6069
"07/12/2025 00:00:00","EDT","MILLWD",61759,337.8995
"07/12/2025 00:00:00","EDT","N.Y.C.",61761,6770.0117
"07/12/2025 00:00:00","EDT","NORTH",61755,588.6043
"07/12/2025 00:00:00","EDT","WEST",61752,2012.7533
"07/12/2025 01:00:00","EDT","CAPITL",61757,1584.4129
"07/12/2025 01:00:00","EDT","CENTRL",61754,1832.7515
"07/12/2025 01:00:00","EDT","DUNWOD",61760,752.124
"07/12/2025 01:00:00","EDT","GENESE",61753,1196.9387
"07/12/2025 01:00:00","EDT","HUD VL",61758,1261.3925
"07/12/2025 01:00:00","EDT","LONGIL",61762,2656.5982
"07/12/2025 01:00:00","EDT","MHK VL",61756,922.9563
"07/12/2025 01:00:00","EDT","MILLWD",61759,315.3088
"07/12/2025 01:00:00","EDT","N.Y.C.",61761,6502.2483
"07/12/2025 01:00:00","EDT","NORTH",61755,588.3562
"07/12/2025 01:00:00","EDT","WEST",61752,1923.6158
"07/12/2025 02:00:00","EDT","CAPITL",61757,1534.8156
"07/12/2025 02:00:00","EDT","CENTRL",61754,1763.5465
"07/12/2025 02:00:00","EDT","DUNWOD",61760,717.0408
"07/12/2025 02:00:00","EDT","GENESE",61753,1144.1707
"07/12/2025 02:00:00","EDT","HUD VL",61758,1203.7428
"07/12/2025 02:00:00","EDT","LONGIL",61762,2510.0661
"07/12/2025 02:00:00","EDT","MHK VL",61756,887.4497
"07/12/2025 02:00:00","EDT","MILLWD",61759,299.3516
"07/12/2025 02:00:00","EDT","N.Y.C.",61761,6283.3395
"07/12/2025 02:00:00","EDT","NORTH",61755,571.9114
"07/12/2025 02:00:00","EDT","WEST",61752,1876.124
"07/12/2025 03:00:00","EDT","CAPITL",61757,1491.187
"07/12/2025 03:00:00","EDT","CENTRL",61754,1721.4226
"07/12/2025 03:00:00","EDT","DUNWOD",61760,689.8369
"07/12/2025 03:00:00","EDT","GENESE",61753,1104.0829
"07/12/2025 03:00:00","EDT","HUD VL",61758,1164.0574
"07/12/2025 03:00:00","EDT","LONGIL",61762,2413.0333
"07/12/2025 03:00:00","EDT","MHK VL",61756,870.1107
"07/12/2025 03:00:00","EDT","MILLWD",61759,284.9185
"07/12/2025 03:00:00","EDT","N.Y.C.",61761,6124.2388
"07/12/2025 03:00:00","EDT","NORTH",61755,567.6465
"07/12/2025 03:00:00","EDT","WEST",61752,1847.5313
"07/12/2025 04:00:00","EDT","CAPITL",61757,1479.0718
"07/12/2025 04:00:00","EDT","CENTRL",61754,1661.688
"07/12/2025 04:00:00","EDT","DUNWOD",61760,668.2231
"07/12/2025 04:00:00","EDT","GENESE",61753,1086.5752
"07/12/2025 04:00:00","EDT","HUD VL",61758,1138.9469
"07/12/2025 04:00:00","EDT","LONGIL",61762,2356.3297
"07/12/2025 04:00:00","EDT","MHK VL",61756,858.6753
"07/12/2025 04:00:00","EDT","MILLWD",61759,278.4173
"07/12/2025 04:00:00","EDT","N.Y.C.",61761,6023.8977
"07/12/2025 04:00:00","EDT","NORTH",61755,565.8593
"07/12/2025 04:00:00","EDT","WEST",61752,1821.9673
"07/12/2025 05:00:00","EDT","CAPITL",61757,1472.6602
"07/12/2025 05:00:00","EDT","CENTRL",61754,1665.3142
"07/12/2025 05:00:00","EDT","DUNWOD",61760,660.9547
"07/12/2025 05:00:00","EDT","GENESE",61753,1084.7752
"07/12/2025 05:00:00","EDT","HUD VL",61758,1128.6543
"07/12/2025 05:00:00","EDT","LONGIL",61762,2328.7347
"07/12/2025 05:00:00","EDT","MHK VL",61756,853.3217
"07/12/2025 05:00:00","EDT","MILLWD",61759,276.7221
"07/12/2025 05:00:00","EDT","N.Y.C.",61761,6006.8473
"07/12/2025 05:00:00","EDT","NORTH",61755,561.9478
"07/12/2025 05:00:00","EDT","WEST",61752,1812.5819
"07/12/2025 06:00:00","EDT","CAPITL",61757,1483.5042
"07/12/2025 06:00:00","EDT","CENTRL",61754,1660.4208
"07/12/2025 06:00:00","EDT","DUNWOD",61760,672.209
"07/12/2025 06:00:00","EDT","GENESE",61753,1097.8334
"07/12/2025 06:00:00","EDT","HUD VL",61758,1134.3442
"07/12/2025 06:00:00","EDT","LONGIL",61762,2366.2867
"07/12/2025 06:00:00","EDT","MHK VL",61756,838.9314
"07/12/2025 06:00:00","EDT","MILLWD",61759,281.9777
"07/12/2025 06:00:00","EDT","N.Y.C.",61761,6104.6559
"07/12/2025 06:00:00","EDT","NORTH",61755,560.0817
"07/12/2025 06:00:00","EDT","WEST",61752,1815.157
"07/12/2025 07:00:00","EDT","CAPITL",61757,1483.8992
"07/12/2025 07:00:00","EDT","CENTRL",61754,1704.6077
"07/12/2025 07:00:00","EDT","DUNWOD",61760,704.5586
"07/12/2025 07:00:00","EDT","GENESE",61753,1130.9218
"07/12/2025 07:00:00","EDT","HUD VL",61758,1166.2685
"07/12/2025 07:00:00","EDT","LONGIL",61762,2506.7911
"07/12/2025 07:00:00","EDT","MHK VL",61756,799.1031
"07/12/2025 07:00:00","EDT","MILLWD",61759,298.6795
"07/12/2025 07:00:00","EDT","N.Y.C.",61761,6354.8752
"07/12/2025 07:00:00","EDT","NORTH",61755,552.3008
"07/12/2025 07:00:00","EDT","WEST",61752,1833.5701
"07/12/2025 08:00:00","EDT","CAPITL",61757,1529.1794
"07/12/2025 08:00:00","EDT","CENTRL",61754,1770.015
"07/12/2025 08:00:00","EDT","DUNWOD",61760,747.7428
"07/12/2025 08:00:00","EDT","GENESE",61753,1178.119
"07/12/2025 08:00:00","EDT","HUD VL",61758,1218.3517
"07/12/2025 08:00:00","EDT","LONGIL",61762,2729.2924
"07/12/2025 08:00:00","EDT","MHK VL",61756,780.7706
"07/12/2025 08:00:00","EDT","MILLWD",61759,313.8638
"07/12/2025 08:00:00","EDT","N.Y.C.",61761,6656.4493
"07/12/2025 08:00:00","EDT","NORTH",61755,543.9524
"07/12/2025 08:00:00","EDT","WEST",61752,1868.0724
"07/12/2025 09:00:00","EDT","CAPITL",61757,1530.8415
"07/12/2025 09:00:00","EDT","CENTRL",61754,1821.553
"07/12/2025 09:00:00","EDT","DUNWOD",61760,789.2119
"07/12/2025 09:00:00","EDT","GENESE",61753,1147.2689
"07/12/2025 09:00:00","EDT","HUD VL",61758,1241.3945
"07/12/2025 09:00:00","EDT","LONGIL",61762,2940.368
"07/12/2025 09:00:00","EDT","MHK VL",61756,805.3895
"07/12/2025 09:00:00","EDT","MILLWD",61759,341.6344
"07/12/2025 09:00:00","EDT","N.Y.C.",61761,6945.5976
"07/12/2025 09:00:00","EDT","NORTH",61755,549.9258
"07/12/2025 09:00:00","EDT","WEST",61752,1963.886
