scenario_id,generator_key,zone,prior_public_mw,prior_benchmark_mw,coverage_qualified,source_method,observed_plant_net_generation,subset_of_zone_prior,inferred_offline_zero_prior_units,model_gen_row,model_key_found,bounded_prior_mw,assigned_online,unallocated_source_prior_mw,clipped_source_prior_mw,observed_generator_dispatch
V1_2025_JAN15_EVENING,NY2025:GEN:CRICKET_VALLEY:PV73,G,375.832389224572,133.70562721506,1,EPA_Cricket_three_clock_hour_units_times_statewide_fossil_total_reconciliation,False,True,2,36,1,133.70562721506,1,0,0,0
V1_2025_JAN15_EVENING,NY2025:GEN:SOUTH_FORK:K9003,K,46.4587762404303,16.528111985471,1,P63_statewide_wind_times_active_EIA_SouthFork_capacity_share,False,True,0,37,1,16.528111985471,1,0,0,0
