interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,-107.352405052842,NaN,NaN,NaN,0,0
West_Central,-477.873093049219,NaN,NaN,NaN,0,0
Moses_South,395.51197147488,NaN,NaN,NaN,0,0
Central_East,361.430410612576,NaN,NaN,NaN,0,0
Total_East_proxy,540.821296140733,NaN,NaN,NaN,0,0
UPNY_ConEd,1228.84046168564,NaN,NaN,NaN,0,0
Dunwoodie_South,753.217576950801,NaN,NaN,NaN,0,0
