scenario_id,generator_key,zone,prior_public_mw,prior_benchmark_mw,coverage_qualified,source_method,observed_plant_net_generation,subset_of_zone_prior,inferred_offline_zero_prior_units,model_gen_row,model_key_found,bounded_prior_mw,assigned_online,unallocated_source_prior_mw,clipped_source_prior_mw,observed_generator_dispatch
V3_2025_JUL15_EVENING,NY2025:GEN:CRICKET_VALLEY:PV73,G,693.734890329962,246.802195052735,1,EPA_Cricket_three_clock_hour_units_times_statewide_fossil_total_reconciliation,False,True,1,36,1,246.802195052735,1,0,0,0
V3_2025_JUL15_EVENING,NY2025:GEN:SOUTH_FORK:K9003,K,4.56489097224642,1.62399949581745,1,P63_statewide_wind_times_active_EIA_SouthFork_capacity_share,False,True,0,37,1,1.62399949581745,1,0,0,0
