scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,HQ,48,1,519.759084611275,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - HQ_CEDARS,48,1,44.806817638903,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,37,0.4,-107.897684510807,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,73,0.6,-161.846526766211,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_1385,80,1,-25.4502724188969,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_CSC,80,1,112.913180450036,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ONTARIO,54,1,-124.720673034239,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,66,0.35,-60.5729029478685,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,67,0.15,-25.9598155490865,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,75,0.25,-43.2663592484775,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,81,0.25,-43.2663592484775,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_HTP,81,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_NEPTUNE,80,1,236.579997133408,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_VFT,81,1,112.913180450036,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
