weather_scenario,synthetic_electrothermal_qualified,independent_PF_pass,iterations,max_conductor_temperature_c,max_heat_residual_w_m,max_Joule_identity_error_mw,max_ampacity_fraction,dispatch_L1_change_from_electrical_fit_mw,solver_error
static_reference,1,1,14,74.2113840129495,0.00547221312251356,2.66453525910038e-15,0.983527048959254,0.641472791651792,
windy_mild,1,1,15,43.4372643443234,0.00878069284050786,1.77635683940025e-15,0.560677347971725,3.67306043088892,
hot_low_wind,1,1,13,75.0000000029646,0.00453773106677602,8.88178419700125e-16,1.00000000016246,377.653459031654,
cool_windy,1,1,15,23.1063371331748,0.00944234883090134,3.5527136788005e-15,0.534686026105286,5.92258126551452,
