scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,HQ,48,1,179.331112690768,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,ONTARIO,54,1,199.775158422703,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,37,0.4,-153.121272800637,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,73,0.6,-229.681909200955,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,PJM,66,0.35,124.488819020647,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,PJM,67,0.15,53.3523510088487,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,PJM,75,0.25,88.9205850147478,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,PJM,81,0.25,88.9205850147478,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - HQ_CEDARS,48,1,68.1458228224919,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_CSC,80,1,118.358534375907,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_1385,80,1,69.580471724018,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_NEPTUNE,80,1,236.717068751814,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_VFT,81,1,70.0586880245267,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_HTP,81,1,141.970464213525,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
