interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,274.982550574868,NaN,NaN,NaN,0,0
West_Central,-51.4134358580123,NaN,NaN,NaN,0,0
Moses_South,429.772790679491,NaN,NaN,NaN,0,0
Central_East,852.484299744847,NaN,NaN,NaN,0,0
Total_East_proxy,1200.58424450465,NaN,NaN,NaN,0,0
UPNY_ConEd,1095.8576304221,NaN,NaN,NaN,0,0
Dunwoodie_South,491.669041259738,NaN,NaN,NaN,0,0
