point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,interface_name,public_interface_name,zone_boundary,actual_flow_mw,target_flow_mw,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,target_use,provenance_class,training_target,partition_training,model_operator_qualification
23315,4716.32,7090,-9999,3924,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,4716.32,2186.02924703846,3286.23743967812,-4634.5681465926,7090,3286.23743967812,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23320,2778.42,4600,-9999,3922,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2778.42,1287.80646363194,2132.11455888848,-4634.5681465926,4600,2132.11455888848,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23326,299.25,3200,-9999,2829,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,299.25,294.362817107253,3147.73939763813,-9835.7019490574,3200,3147.73939763813,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23312,376.18,9999,-9999,2845,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,376.18,370.036439563598,9835.7019490574,-9835.7019490574,9999,9835.7019490574,1,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23319,-54.66,2650,-1600,2830,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,-54.66,-53.7673235859063,2606.72168866908,-1573.86969881907,1600,1573.86969881907,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23330,1564.13,2615,-9999,2828,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,1564.13,1538.58550750867,2572.29328900741,-9835.7019490574,2615,2572.29328900741,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23314,3101.14,7550,-9999,2843,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,3101.14,3050.49392362235,7426.69764130247,-9835.7019490574,7550,7426.69764130247,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23315,3793.03,5730,-9999,2844,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,3793.03,3731.0843648198,5636.42085889578,-9835.7019490574,5730,5636.42085889578,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23320,3100.29,4600,-9999,2842,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,3100.29,3049.65780534485,4524.87538410481,-9835.7019490574,4600,4524.87538410481,0,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,2025-04-20T17:00:00Z,2025,training,2025_target,0.983668561761916,NYISO:P32:20250420,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23326,156.93,3200,-9999,3729,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,156.93,56.2522711365844,1147.05453155592,-3584.18695657113,3200,1147.05453155592,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23312,-808.42,9999,-9999,3745,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,-808.42,-289.781820125136,3584.18695657113,-3584.18695657113,9999,3584.18695657113,1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23319,2169.29,3150,-1600,3730,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,2169.29,777.591851487167,1129.13180450036,-573.527265777959,3150,1129.13180450036,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23330,2480.77,3375,-9999,3728,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,2480.77,889.243271952491,1209.78407625038,-3584.18695657113,3375,1209.78407625038,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23314,2961.3,7550,-9999,3743,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,2961.3,1061.49143259267,2706.33178538974,-3584.18695657113,7550,2706.33178538974,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23315,5392.11,7630,-9999,3744,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,5392.11,1932.82631567124,2735.00814867864,-3584.18695657113,7630,2735.00814867864,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23320,2963.2,4600,-9999,3742,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2963.2,1062.17249622078,1648.89088911163,-3584.18695657113,4600,1648.89088911163,0,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29T21:00:00Z,2025,training,2025_target,0.358454541111224,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23326,1320.15,3200,-9999,3531,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,1320.15,507.975612031639,1231.31610688274,-3847.47804772515,3200,1231.31610688274,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23312,511.5,9999,-9999,3547,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,511.5,196.818183959537,3847.47804772515,-3847.47804772515,9999,3847.47804772515,1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23319,2059.31,3150,-1600,3532,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,2059.31,792.394241270214,1212.07679271269,-615.658053441368,3150,1212.07679271269,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23330,3196.88,3620,-9999,3530,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,3196.88,1230.11557367852,1392.92634591109,-3847.47804772515,3620,1392.92634591109,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23314,4977.36,7550,-9999,3545,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,4977.36,1915.21985554808,2905.13643967645,-3847.47804772515,7550,2905.13643967645,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23315,5201,7295,-9999,3546,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,5201,2001.27345996785,2807.01593740924,-3847.47804772515,7295,2807.01593740924,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23320,2729.96,4600,-9999,3544,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2729.96,1050.451162233,1770.01690364393,-3847.47804772515,4600,1770.01690364393,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17T20:00:00Z,2025,heldout,2025_target,0.384786283400855,NYISO:P32:20250717,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23326,-590.48,3200,-9999,3693,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,-590.48,-269.78097097717,1462.02937800932,-4568.38492209849,9999,4568.38492209849,1,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23312,-1566.6,9999,-9999,3709,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,-1566.6,-715.754757371687,4568.38492209849,-4568.38492209849,9999,4568.38492209849,1,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23319,-625.25,3150,-1600,3694,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,-625.25,-285.666833937602,1439.18516897792,-731.014689004659,1600,731.014689004659,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23330,-107.08,3065,-9999,3692,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,-107.08,-48.9231580616368,1400.35001362455,-4568.38492209849,9999,4568.38492209849,1,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23314,-712.58,7550,-9999,3707,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,-712.58,-325.566529431838,3449.47556374074,-4568.38492209849,9999,4568.38492209849,1,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23315,2737.19,6985,-9999,3708,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,2737.19,1250.57881037291,3191.33600168597,-4568.38492209849,6985,3191.33600168597,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23320,1694.93,4600,-9999,3706,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,1694.93,774.386704271667,2101.6672308884,-4568.38492209849,4600,2101.6672308884,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27T21:00:00Z,2025,heldout,2025_target,0.456884180627912,NYISO:P32:20250727,heldout_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
