point_id,source_flow_value,actual_positive_limit_mw,actual_negative_limit_mw,source_csv_line,source_field,unit_interpretation,source_limit_is_equipment_rating,interface_name,public_interface_name,zone_boundary,actual_flow_mw,target_flow_mw,target_positive_limit_mw,target_negative_limit_mw,actual_limit_mw,target_limit_mw,directional_limit_is_placeholder,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,target_use,provenance_class,training_target,partition_training,model_operator_qualification
23330,2788.26,2920,-9999,3890,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,2788.26,1229.32364547806,1287.40685760866,-4408.48670179076,2920,1287.40685760866,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.440892759455022,NYISO:P32:20190121,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23314,5178.7,6800,-9999,3905,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,5178.7,2283.25133338972,2998.07076429415,-4408.48670179076,6800,2998.07076429415,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.440892759455022,NYISO:P32:20190121,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23315,2781.33,5700,-9999,3906,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,2781.33,1226.26825865504,2513.08872889362,-4408.48670179076,5700,2513.08872889362,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.440892759455022,NYISO:P32:20190121,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23320,2657.59,4600,-9999,3904,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2657.59,1171.71218860007,2028.1066934931,-4408.48670179076,4600,2028.1066934931,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.440892759455022,NYISO:P32:20190121,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23326,967.43,3150,-9999,885,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,967.43,882.524160943875,2873.5423823669,-9121.44453374177,3150,2873.5423823669,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23312,803.85,9999,-9999,901,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,803.85,733.300648909723,9121.44453374177,-9121.44453374177,9999,9121.44453374177,1,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23319,834.66,3150,-1600,886,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,834.66,761.406630116302,2873.5423823669,-1459.57708310699,3150,2873.5423823669,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23330,1890.68,2195,-9999,884,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,1890.68,1724.74574968046,2002.35731088741,-9121.44453374177,2195,2002.35731088741,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23314,3550.78,6800,-9999,899,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,3550.78,3239.14819697166,6203.20260320473,-9121.44453374177,6800,6203.20260320473,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23315,1331.73,5700,-9999,900,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,1331.73,1214.8516180538,5199.74335856867,-9121.44453374177,5700,5199.74335856867,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23320,2012.27,4600,-9999,898,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2012.27,1835.66448563982,4196.28411393261,-9121.44453374177,4600,4196.28411393261,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.912235676941871,NYISO:P32:20190421,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23326,890.06,3150,-9999,3459,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,890.06,330.959380690489,1171.29412531182,-3718.0222092041,3150,1171.29412531182,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23312,-14.93,9999,-9999,3475,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,-14.93,-5.55156231457317,3718.0222092041,-3718.0222092041,9999,3718.0222092041,1,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23319,1164.76,3150,-1600,3460,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,1164.76,433.103665205777,1171.29412531182,-594.943047777433,3150,1171.29412531182,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23330,1985.68,2820,-9999,3458,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,1985.68,738.354069444183,1048.58712170773,-3718.0222092041,2820,1048.58712170773,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23314,3420.95,6800,-9999,3473,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,3420.95,1272.04401205888,2528.50795305409,-3718.0222092041,6800,2528.50795305409,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23315,2531.87,5700,-9999,3474,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,2531.87,941.449033985156,2119.48460770711,-3718.0222092041,5700,2119.48460770711,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23320,2116.7,4350,-9999,3472,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2116.7,787.072468269058,1617.5014111449,-3718.0222092041,4350,1617.5014111449,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.371839404860896,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,1,public_observation_model_proxy_mapping_separate
23326,1422.13,3150,-9999,1731,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,1422.13,637.028170984577,1411.00935821719,-4478.94684851229,3150,1411.00935821719,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23312,612.06,9999,-9999,1747,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,612.06,274.165837393783,4478.94684851229,-4478.94684851229,9999,4478.94684851229,1,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23319,2132.97,3150,-1600,1732,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,2132.97,955.441470094136,1411.00935821719,-716.703166078575,3150,1411.00935821719,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23330,2634.68,2880,-9999,1730,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,2634.68,1180.17718600244,1290.06569894143,-4478.94684851229,2880,1290.06569894143,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23314,5781.14,6800,-9999,1745,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,5781.14,2589.60083846468,3045.98845583394,-4478.94684851229,6800,3045.98845583394,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23315,3883.95,5700,-9999,1746,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,3883.95,1739.7745386818,2553.25502915492,-4478.94684851229,5700,2553.25502915492,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23320,3991.3,4350,-9999,1744,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,3991.3,1787.86084173088,1948.53673277613,-4478.94684851229,4350,1948.53673277613,0,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.447939478799109,NYISO:P32:20190717,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23326,1002.11,3150,-9999,435,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,1002.11,645.11924763069,2027.84687313436,-6436.96536014935,3150,2027.84687313436,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23312,592.87,9999,-9999,451,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,592.87,381.666531960371,6436.96536014935,-6436.96536014935,9999,6436.96536014935,1,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23319,700.29,1550,-1600,436,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,700.29,450.819329138813,997.829413764526,-1030.01745936983,1550,997.829413764526,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23330,1477.9,2305,-9999,434,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,1477.9,951.414252001673,1483.86890240467,-6436.96536014935,2305,1483.86890240467,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23314,2206.42,6800,-9999,449,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,2206.42,1420.40695168924,4377.57420232179,-6436.96536014935,6800,4377.57420232179,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23315,2385.03,5700,-9999,450,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,2385.03,1535.38908820052,3669.43719900503,-6436.96536014935,5700,3669.43719900503,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23320,2775.4,4350,-9999,448,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2775.4,1786.6940354594,2800.35996766173,-6436.96536014935,4350,2800.35996766173,0,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.643760912106146,NYISO:P32:20190727,historical_validation_target,source_verified_public_record,0,0,public_observation_model_proxy_mapping_separate
23326,335.69,3200,-9999,3963,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,335.69,119.424624611063,1138.42771233996,-3557.23084240227,3200,1138.42771233996,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23312,-699.97,9999,-9999,3979,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,-699.97,-249.020389314563,3557.23084240227,-3557.23084240227,9999,3557.23084240227,1,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23319,2005.74,3150,-1600,3964,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,2005.74,713.559374921485,1120.63977933465,-569.21385616998,3150,1120.63977933465,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23330,2585.53,3375,-9999,3962,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,2585.53,919.824688464481,1200.68547785855,-3557.23084240227,3375,1200.68547785855,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23314,2993.23,7550,-9999,3977,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,2993.23,1064.86749418979,2685.97788380209,-3557.23084240227,7550,2685.97788380209,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23315,5304.23,7630,-9999,3978,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,UPNY_ConEd,UPNY CONED,G-H,5304.23,1887.02575769531,2714.43857661059,-3557.23084240227,7630,2714.43857661059,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23320,2849.5,4600,-9999,3976,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dunwoodie_South,SPR/DUN-SOUTH,I-J,2849.5,1013.73430197272,1636.48983648869,-3557.23084240227,4600,1636.48983648869,0,S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,2025-07-29T22:00:00Z,2025,training,2025_target,0.355758660106238,NYISO:P32:20250729,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23326,2087.96,3200,-9999,3909,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Dysinger_East,DYSINGER EAST,A-B,2087.96,967.776068342782,1483.21012792242,-4634.5681465926,3200,1483.21012792242,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23312,1208.16,9999,-9999,3925,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,West_Central,WEST CENTRAL,B-C,1208.16,559.985983797111,4634.5681465926,-4634.5681465926,9999,4634.5681465926,1,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23319,-120.41,2650,-1600,3910,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Moses_South,MOSES SOUTH,D-E,-120.41,-55.8104160947309,1228.28338718576,-741.605063961212,1600,741.605063961212,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23330,2162.52,3285,-9999,3908,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Central_East,CENTRAL EAST - VC,E-F,2162.52,1002.33486432337,1522.60789694536,-4634.5681465926,3285,1522.60789694536,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
23314,4068.36,7550,-9999,3923,Flow (MWH),published_interface_power_as_MW_raw_MWH_header_preserved_no_energy_conversion,0,Total_East_proxy,TOTAL EAST,F-G,4068.36,1885.69773626077,3499.44889556697,-4634.5681465926,7550,3499.44889556697,0,S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,2025-01-22T23:00:00Z,2025,training,2025_target,0.463503164975757,NYISO:P32:20250122,training_target,source_verified_public_record,1,1,public_observation_model_proxy_mapping_separate
