scenario_id,solver,opf_start,mips_cost_multiplier,electrically_qualified,interface_fit_used,hardware_frozen,bounded_P_residual_mw,bounded_Q_residual_mvar,proxy_MAE_mw,proxy_max_error_mw,solver_error,replay_error,bounds_relaxed
S1_2025_SUMMER_PEAK_PUBLIC,MIPS,0,1,0,0,1,8.50103157112869e-05,0.000783769026725167,355.131289944958,911.162491045024,,bounded_audit_failed,0
S1_2025_SUMMER_PEAK_PUBLIC,IPOPT,0,1,0,0,1,5.7324033349397,25.2682346590988,356.964954475512,908.449135117857,,bounded_audit_failed,0
