scenario_id,timestamp,default_HQ_actual_mw,alternative_HQ_actual_mw,actual_import_change_mw,benchmark_import_change_mw,default_total_actual_import_mw,alternative_total_actual_import_mw,default_total_benchmark_import_mw,alternative_total_benchmark_import_mw,alternative_policy,electrical_sensitivity_solved
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1450,1157,-293,-104.237287411128,1585.82,1292.82,564.169198369674,459.931910958546,replace_HQ_NY_with_HQ_IMPORT_EXPORT_do_not_add_both,0
