interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,87.1992758868795,119.424624611063,-32.2253487241834,32.2253487241834,0,0
West_Central,-263.188364746112,-249.020389314563,-14.1679754315485,14.1679754315485,0,0
Moses_South,835.041781817975,713.559374921485,121.48240689649,121.48240689649,0,0
Central_East,1345.56744098369,919.824688464481,425.742752519213,425.742752519213,0,0
Total_East_proxy,1973.31662930765,1064.86749418979,908.449135117857,908.449135117857,0,0
UPNY_ConEd,2336.79937253947,1887.02575769531,449.773614844161,449.773614844161,0,0
Dunwoodie_South,1560.64774976786,1013.73430197272,546.913447795133,546.913447795133,0,0
