interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator,scenario_id,vintage,dataset_split,campaign_role,timestamp,timestamp_utc,scale_factor_gamma,actual_observed_flow_mw,model_proxy_in_observation_scale_mw,observation_scale_residual_mw,observation_scale_is_uniform_shape_rescaling,near_zero_target,normalized_absolute_error_with_100mw_floor,electrically_qualified,generation_dispatch_observed,generator_dispatch_validation_passed
Dysinger_East,586.212774602249,507.975612031639,78.2371625706103,78.2371625706103,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,1320.15,1523.47627732758,203.326277327578,1,0,0.154017556586432,1,0,0
West_Central,261.657480618132,196.818183959537,64.8392966585949,64.8392966585949,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,511.5,680.007297311968,168.507297311968,1,0,0.329437531401696,1,0,0
Moses_South,874.948007131598,792.394241270214,82.5537658613836,82.5537658613836,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,2059.31,2273.85446123118,214.544461231177,1,0,0.104182692858859,1,0,0
Central_East,1723.79997847761,1230.11557367852,493.684404799088,493.684404799088,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,3196.88,4479.88936414822,1283.00936414822,1,0,0.401331724727929,1,0,0
Total_East_proxy,2193.59558027203,1915.21985554808,278.375724723947,278.375724723947,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,4977.36,5700.81542638261,723.455426382615,1,0,0.145349226574452,1,0,0
UPNY_ConEd,2318.95808556022,2001.27345996785,317.684625592377,317.684625592377,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,5201,6026.61317618858,825.613176188575,1,0,0.158741237490593,1,0,0
Dunwoodie_South,1583.33250439318,1050.451162233,532.881342160179,532.881342160179,0,0,S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-17 16:00,2025-07-17T20:00:00Z,0.384786283400855,2729.96,4114.83613812638,1384.87613812638,1,0,0.507288069468557,1,0,0
Dysinger_East,-172.607328762921,-269.78097097717,97.1736422142487,97.1736422142487,0,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-27 17:00,2025-07-27T21:00:00Z,0.456884180627912,-590.48,-377.792307288251,212.687692711749,1,0,0.360194575111349,1,0,0
West_Central,-643.001583778521,-715.754757371687,72.7531735931658,72.7531735931658,0,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-27 17:00,2025-07-27T21:00:00Z,0.456884180627912,-1566.6,-1407.36232735137,159.237672648632,1,0,0.101645392983934,1,0,0
Moses_South,-119.358959278482,-285.666833937602,166.30787465912,166.30787465912,0,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-27 17:00,2025-07-27T21:00:00Z,0.456884180627912,-625.25,-261.245550490372,364.004449509628,1,0,0.582174249515598,1,0,0
Central_East,92.2341428088688,-48.9231580616368,141.157300870506,141.157300870506,0,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-27 17:00,2025-07-27T21:00:00Z,0.456884180627912,-107.08,201.876420151182,308.956420151182,1,1,1.41157300870506,1,0,0
Total_East_proxy,777.857784473632,-325.566529431838,1103.42431390547,1103.42431390547,0,0,S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,heldout,2025_target,2025-07-27 17:00,2025-07-27T21:00:00Z,0.456884180627912,-712.58,1702.52728690364,2415.10728690364,1,0,3.38924371565809,1,0,0
