"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"08/01/2026 00:00:00","EDT","CAPITL",61757,1360.6189
"08/01/2026 00:00:00","EDT","CENTRL",61754,1648.2789
"08/01/2026 00:00:00","EDT","DUNWOD",61760,742.416
"08/01/2026 00:00:00","EDT","GENESE",61753,1094.1281
"08/01/2026 00:00:00","EDT","HUD VL",61758,1207.3256
"08/01/2026 00:00:00","EDT","LONGIL",61762,2760.9206
"08/01/2026 00:00:00","EDT","MHK VL",61756,809.6354
"08/01/2026 00:00:00","EDT","MILLWD",61759,279.4004
"08/01/2026 00:00:00","EDT","N.Y.C.",61761,6419.4143
"08/01/2026 00:00:00","EDT","NORTH",61755,542.8787
"08/01/2026 00:00:00","EDT","WEST",61752,1735.4871
"08/01/2026 01:00:00","EDT","CAPITL",61757,1289.6317
"08/01/2026 01:00:00","EDT","CENTRL",61754,1575.8235
"08/01/2026 01:00:00","EDT","DUNWOD",61760,693.9811
"08/01/2026 01:00:00","EDT","GENESE",61753,1035.1738
"08/01/2026 01:00:00","EDT","HUD VL",61758,1125.2284
"08/01/2026 01:00:00","EDT","LONGIL",61762,2586.5539
"08/01/2026 01:00:00","EDT","MHK VL",61756,760.1036
"08/01/2026 01:00:00","EDT","MILLWD",61759,260.2562
"08/01/2026 01:00:00","EDT","N.Y.C.",61761,6148.4483
"08/01/2026 01:00:00","EDT","NORTH",61755,543.918
"08/01/2026 01:00:00","EDT","WEST",61752,1655.3203
"08/01/2026 02:00:00","EDT","CAPITL",61757,1251.0733
"08/01/2026 02:00:00","EDT","CENTRL",61754,1521.1921
"08/01/2026 02:00:00","EDT","DUNWOD",61760,655.6745
"08/01/2026 02:00:00","EDT","GENESE",61753,995.7719
"08/01/2026 02:00:00","EDT","HUD VL",61758,1065.1074
"08/01/2026 02:00:00","EDT","LONGIL",61762,2450.6833
"08/01/2026 02:00:00","EDT","MHK VL",61756,729.7193
"08/01/2026 02:00:00","EDT","MILLWD",61759,247.9308
"08/01/2026 02:00:00","EDT","N.Y.C.",61761,5928.5341
"08/01/2026 02:00:00","EDT","NORTH",61755,561.4085
"08/01/2026 02:00:00","EDT","WEST",61752,1591.9115
"08/01/2026 03:00:00","EDT","CAPITL",61757,1216.1744
"08/01/2026 03:00:00","EDT","CENTRL",61754,1481.3908
"08/01/2026 03:00:00","EDT","DUNWOD",61760,627.7777
"08/01/2026 03:00:00","EDT","GENESE",61753,966.0027
"08/01/2026 03:00:00","EDT","HUD VL",61758,1026.5871
"08/01/2026 03:00:00","EDT","LONGIL",61762,2366.7281
"08/01/2026 03:00:00","EDT","MHK VL",61756,708.0514
"08/01/2026 03:00:00","EDT","MILLWD",61759,236.356
"08/01/2026 03:00:00","EDT","N.Y.C.",61761,5757.2589
"08/01/2026 03:00:00","EDT","NORTH",61755,554.7806
"08/01/2026 03:00:00","EDT","WEST",61752,1557.4162
"08/01/2026 04:00:00","EDT","CAPITL",61757,1207.5832
"08/01/2026 04:00:00","EDT","CENTRL",61754,1465.7591
"08/01/2026 04:00:00","EDT","DUNWOD",61760,614.0481
"08/01/2026 04:00:00","EDT","GENESE",61753,950.6633
"08/01/2026 04:00:00","EDT","HUD VL",61758,1000.253
"08/01/2026 04:00:00","EDT","LONGIL",61762,2317.9637
"08/01/2026 04:00:00","EDT","MHK VL",61756,696.4736
"08/01/2026 04:00:00","EDT","MILLWD",61759,230.5286
"08/01/2026 04:00:00","EDT","N.Y.C.",61761,5644.3133
"08/01/2026 04:00:00","EDT","NORTH",61755,553.3775
"08/01/2026 04:00:00","EDT","WEST",61752,1537.4486
"08/01/2026 05:00:00","EDT","CAPITL",61757,1204.3198
"08/01/2026 05:00:00","EDT","CENTRL",61754,1476.3479
"08/01/2026 05:00:00","EDT","DUNWOD",61760,605.0189
"08/01/2026 05:00:00","EDT","GENESE",61753,948.9274
"08/01/2026 05:00:00","EDT","HUD VL",61758,986.2378
"08/01/2026 05:00:00","EDT","LONGIL",61762,2290.0185
"08/01/2026 05:00:00","EDT","MHK VL",61756,699.3945
"08/01/2026 05:00:00","EDT","MILLWD",61759,225.5388
"08/01/2026 05:00:00","EDT","N.Y.C.",61761,5611.5567
"08/01/2026 05:00:00","EDT","NORTH",61755,538.1447
"08/01/2026 05:00:00","EDT","WEST",61752,1537.2363
"08/01/2026 06:00:00","EDT","CAPITL",61757,1178.9553
"08/01/2026 06:00:00","EDT","CENTRL",61754,1459.1496
"08/01/2026 06:00:00","EDT","DUNWOD",61760,613.4317
"08/01/2026 06:00:00","EDT","GENESE",61753,941.8949
"08/01/2026 06:00:00","EDT","HUD VL",61758,979.1629
"08/01/2026 06:00:00","EDT","LONGIL",61762,2296.1179
"08/01/2026 06:00:00","EDT","MHK VL",61756,683.5606
"08/01/2026 06:00:00","EDT","MILLWD",61759,230.9203
"08/01/2026 06:00:00","EDT","N.Y.C.",61761,5695.2683
"08/01/2026 06:00:00","EDT","NORTH",61755,529.1537
"08/01/2026 06:00:00","EDT","WEST",61752,1526.6267
"08/01/2026 07:00:00","EDT","CAPITL",61757,1152.962
"08/01/2026 07:00:00","EDT","CENTRL",61754,1412.4082
"08/01/2026 07:00:00","EDT","DUNWOD",61760,644.4898
"08/01/2026 07:00:00","EDT","GENESE",61753,908.1326
"08/01/2026 07:00:00","EDT","HUD VL",61758,989.9005
"08/01/2026 07:00:00","EDT","LONGIL",61762,2409.1117
"08/01/2026 07:00:00","EDT","MHK VL",61756,647.5992
"08/01/2026 07:00:00","EDT","MILLWD",61759,242.0343
"08/01/2026 07:00:00","EDT","N.Y.C.",61761,5951.7883
"08/01/2026 07:00:00","EDT","NORTH",61755,525.1389
"08/01/2026 07:00:00","EDT","WEST",61752,1534.4962
"08/01/2026 08:00:00","EDT","CAPITL",61757,1117.7681
"08/01/2026 08:00:00","EDT","CENTRL",61754,1320.3778
"08/01/2026 08:00:00","EDT","DUNWOD",61760,692.2115
"08/01/2026 08:00:00","EDT","GENESE",61753,982.8114
"08/01/2026 08:00:00","EDT","HUD VL",61758,990.4533
"08/01/2026 08:00:00","EDT","LONGIL",61762,2602.583
"08/01/2026 08:00:00","EDT","MHK VL",61756,612.7998
"08/01/2026 08:00:00","EDT","MILLWD",61759,260.8661
"08/01/2026 08:00:00","EDT","N.Y.C.",61761,6286.8364
"08/01/2026 08:00:00","EDT","NORTH",61755,509.5238
"08/01/2026 08:00:00","EDT","WEST",61752,1574.0883
"08/01/2026 09:00:00","EDT","CAPITL",61757,1102.7516
"08/01/2026 09:00:00","EDT","CENTRL",61754,1292.9182
"08/01/2026 09:00:00","EDT","DUNWOD",61760,741.1251
"08/01/2026 09:00:00","EDT","GENESE",61753,977.8707
