"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"08/15/2026 00:00:00","EDT","CAPITL",61757,1257.1671
"08/15/2026 00:00:00","EDT","CENTRL",61754,1609.5854
"08/15/2026 00:00:00","EDT","DUNWOD",61760,738.5012
"08/15/2026 00:00:00","EDT","GENESE",61753,1074.2256
"08/15/2026 00:00:00","EDT","HUD VL",61758,1164.7896
"08/15/2026 00:00:00","EDT","LONGIL",61762,2743.5097
"08/15/2026 00:00:00","EDT","MHK VL",61756,759.3787
"08/15/2026 00:00:00","EDT","MILLWD",61759,277.8558
"08/15/2026 00:00:00","EDT","N.Y.C.",61761,6610.6891
"08/15/2026 00:00:00","EDT","NORTH",61755,533.7137
"08/15/2026 00:00:00","EDT","WEST",61752,1688.6267
"08/15/2026 01:00:00","EDT","CAPITL",61757,1198.0125
"08/15/2026 01:00:00","EDT","CENTRL",61754,1521.5784
"08/15/2026 01:00:00","EDT","DUNWOD",61760,694.037
"08/15/2026 01:00:00","EDT","GENESE",61753,1014.3754
"08/15/2026 01:00:00","EDT","HUD VL",61758,1089.986
"08/15/2026 01:00:00","EDT","LONGIL",61762,2538.0051
"08/15/2026 01:00:00","EDT","MHK VL",61756,719.878
"08/15/2026 01:00:00","EDT","MILLWD",61759,262.6517
"08/15/2026 01:00:00","EDT","N.Y.C.",61761,6282.0838
"08/15/2026 01:00:00","EDT","NORTH",61755,523.8073
"08/15/2026 01:00:00","EDT","WEST",61752,1610.4784
"08/15/2026 02:00:00","EDT","CAPITL",61757,1159.333
"08/15/2026 02:00:00","EDT","CENTRL",61754,1462.7597
"08/15/2026 02:00:00","EDT","DUNWOD",61760,655.7703
"08/15/2026 02:00:00","EDT","GENESE",61753,967.0418
"08/15/2026 02:00:00","EDT","HUD VL",61758,1035.0713
"08/15/2026 02:00:00","EDT","LONGIL",61762,2385.5814
"08/15/2026 02:00:00","EDT","MHK VL",61756,693.668
"08/15/2026 02:00:00","EDT","MILLWD",61759,248.5597
"08/15/2026 02:00:00","EDT","N.Y.C.",61761,6021.9487
"08/15/2026 02:00:00","EDT","NORTH",61755,522.3037
"08/15/2026 02:00:00","EDT","WEST",61752,1555.0161
"08/15/2026 03:00:00","EDT","CAPITL",61757,1140.5177
"08/15/2026 03:00:00","EDT","CENTRL",61754,1432.9669
"08/15/2026 03:00:00","EDT","DUNWOD",61760,623.3624
"08/15/2026 03:00:00","EDT","GENESE",61753,934.7639
"08/15/2026 03:00:00","EDT","HUD VL",61758,999.1315
"08/15/2026 03:00:00","EDT","LONGIL",61762,2287.6196
"08/15/2026 03:00:00","EDT","MHK VL",61756,680.6125
"08/15/2026 03:00:00","EDT","MILLWD",61759,235.0673
"08/15/2026 03:00:00","EDT","N.Y.C.",61761,5842.87
"08/15/2026 03:00:00","EDT","NORTH",61755,517.6187
"08/15/2026 03:00:00","EDT","WEST",61752,1511.7766
"08/15/2026 04:00:00","EDT","CAPITL",61757,1136.5567
"08/15/2026 04:00:00","EDT","CENTRL",61754,1423.5741
"08/15/2026 04:00:00","EDT","DUNWOD",61760,601.382
"08/15/2026 04:00:00","EDT","GENESE",61753,918.1975
"08/15/2026 04:00:00","EDT","HUD VL",61758,968.9711
"08/15/2026 04:00:00","EDT","LONGIL",61762,2221.9207
"08/15/2026 04:00:00","EDT","MHK VL",61756,676.4041
"08/15/2026 04:00:00","EDT","MILLWD",61759,226.7526
"08/15/2026 04:00:00","EDT","N.Y.C.",61761,5685.7286
"08/15/2026 04:00:00","EDT","NORTH",61755,525.0938
"08/15/2026 04:00:00","EDT","WEST",61752,1488.9659
"08/15/2026 05:00:00","EDT","CAPITL",61757,1142.9399
"08/15/2026 05:00:00","EDT","CENTRL",61754,1430.9062
"08/15/2026 05:00:00","EDT","DUNWOD",61760,593.1117
"08/15/2026 05:00:00","EDT","GENESE",61753,921.122
"08/15/2026 05:00:00","EDT","HUD VL",61758,963.4326
"08/15/2026 05:00:00","EDT","LONGIL",61762,2185.4678
"08/15/2026 05:00:00","EDT","MHK VL",61756,681.6997
"08/15/2026 05:00:00","EDT","MILLWD",61759,224.3758
"08/15/2026 05:00:00","EDT","N.Y.C.",61761,5598.9777
"08/15/2026 05:00:00","EDT","NORTH",61755,524.0283
"08/15/2026 05:00:00","EDT","WEST",61752,1487.8345
"08/15/2026 06:00:00","EDT","CAPITL",61757,1155.1271
"08/15/2026 06:00:00","EDT","CENTRL",61754,1437.4074
"08/15/2026 06:00:00","EDT","DUNWOD",61760,594.1402
"08/15/2026 06:00:00","EDT","GENESE",61753,923.5068
"08/15/2026 06:00:00","EDT","HUD VL",61758,960.81
"08/15/2026 06:00:00","EDT","LONGIL",61762,2184.0291
"08/15/2026 06:00:00","EDT","MHK VL",61756,677.3894
"08/15/2026 06:00:00","EDT","MILLWD",61759,224.0339
"08/15/2026 06:00:00","EDT","N.Y.C.",61761,5618.044
"08/15/2026 06:00:00","EDT","NORTH",61755,519.7945
"08/15/2026 06:00:00","EDT","WEST",61752,1480.5941
"08/15/2026 07:00:00","EDT","CAPITL",61757,1131.9529
"08/15/2026 07:00:00","EDT","CENTRL",61754,1353.4125
"08/15/2026 07:00:00","EDT","DUNWOD",61760,615.1699
"08/15/2026 07:00:00","EDT","GENESE",61753,903.0481
"08/15/2026 07:00:00","EDT","HUD VL",61758,959.7766
"08/15/2026 07:00:00","EDT","LONGIL",61762,2262.5705
"08/15/2026 07:00:00","EDT","MHK VL",61756,596.9204
"08/15/2026 07:00:00","EDT","MILLWD",61759,228.2626
"08/15/2026 07:00:00","EDT","N.Y.C.",61761,5789.1059
"08/15/2026 07:00:00","EDT","NORTH",61755,544.0818
"08/15/2026 07:00:00","EDT","WEST",61752,1478.8552
"08/15/2026 08:00:00","EDT","CAPITL",61757,1064.3824
"08/15/2026 08:00:00","EDT","CENTRL",61754,1173.8036
"08/15/2026 08:00:00","EDT","DUNWOD",61760,641.7903
"08/15/2026 08:00:00","EDT","GENESE",61753,844.1991
"08/15/2026 08:00:00","EDT","HUD VL",61758,930.3564
"08/15/2026 08:00:00","EDT","LONGIL",61762,2383.6035
"08/15/2026 08:00:00","EDT","MHK VL",61756,492.9615
"08/15/2026 08:00:00","EDT","MILLWD",61759,237.3101
"08/15/2026 08:00:00","EDT","N.Y.C.",61761,6009.8353
"08/15/2026 08:00:00","EDT","NORTH",61755,524.3653
"08/15/2026 08:00:00","EDT","WEST",61752,1476.4861
"08/15/2026 09:00:00","EDT","CAPITL",61757,1006.8009
"08/15/2026 09:00:00","EDT","CENTRL",61754,1096.8234
"08/15/2026 09:00:00","EDT","DUNWOD",61760,666.8875
"08/15/2026 09:00:00","EDT","GENESE",61753,853.3453
"08/15/2026 09:00:00","EDT","HUD VL",61758,879.308
"08/15/2026 09:00:00","EDT","LONGIL",61762,2482.5692
"08/15/2026 09:00:00","EDT","MHK VL",61756,448.8995
"08/15/2026 09:00:00","EDT","MILLWD",61759,246.5231
"08/15/2026 09:00:00","EDT","N.Y.C.",61761,6242.5974
"08/15/2026 09:00:00","EDT","NORTH",61755,508.4301
"08/15/2026 09:00:00","EDT","WEST",61752,1514.023
"08/15/2026 10:00:00","EDT","CAPITL",61757,927.9147
"08/15/2026 10:00:00","EDT","CENTRL",61754,1136.8263
"08/15/2026 10:00:00","EDT","DUNWOD",61760,685.5569
"08/15/2026 10:00:00","EDT","GENESE",61753,935.2998
"08/15/2026 10:00:00","EDT","HUD VL",61758,876.1983
"08/15/2026 10:00:00","EDT","LONGIL",61762,2602.2751
"08/15/2026 10:00:00","EDT","MHK VL",61756,421.1853
"08/15/2026 10:00:00","EDT","MILLWD",61759,258.8437
"08/15/2026 10:00:00","EDT","N.Y.C.",61761,6447.2719
"08/15/2026 10:00:00","EDT","NORTH",61755,514.3851
"08/15/2026 10:00:00","EDT","WEST",61752,1552.2258
"08/15/2026 11:00:00","EDT","CAPITL",61757,857.471
"08/15/2026 11:00:00","EDT","CENTRL",61754,1155.2871
"08/15/2026 11:00:00","EDT","DUNWOD",61760,703.3505
"08/15/2026 11:00:00","EDT","GENESE",61753,943.5637
"08/15/2026 11:00:00","EDT","HUD VL",61758,926.6772
"08/15/2026 11:00:00","EDT","LONGIL",61762,2760.1098
"08/15/2026 11:00:00","EDT","MHK VL",61756,448.0342
"08/15/2026 11:00:00","EDT","MILLWD",61759,268.9828
"08/15/2026 11:00:00","EDT","N.Y.C.",61761,6603.5025
"08/15/2026 11:00:00","EDT","NORTH",61755,515.0104
"08/15/2026 11:00:00","EDT","WEST",61752,1584.4564
