interface_name,target_flow_mw,calculated_pf_flow_mw,residual_mw,absolute_error_mw,signed_percentage_error_pct,absolute_percentage_error_pct
Dysinger_East,967.776068342782,965.47083743908,-2.30523090370218,2.30523090370218,-0.238198791963275,0.238198791963275
West_Central,559.985983797111,534.876200044799,-25.1097837523123,25.1097837523123,-4.4840021855636,4.4840021855636
Moses_South,-55.8104160947309,-54.8929260614805,0.917490033250388,0.917490033250388,1.64394049973229,1.64394049973229
Central_East,1002.33486432337,1001.39987347688,-0.93499084649477,0.93499084649477,-0.0932812855039158,0.0932812855039158
Total_East_proxy,1885.69773626077,1882.72693496213,-2.97080129863525,2.97080129863525,-0.157543875750001,0.157543875750001
UPNY_ConEd,2186.02924703846,2184.65458690579,-1.3746601326684,1.3746601326684,-0.0628838856813433,0.0628838856813433
Dunwoodie_South,1287.80646363194,1290.58447610243,2.77801247048546,2.77801247048546,0.215716611846377,0.215716611846377
