scenario_id,standard_pf_success,q_limit_pf_success,wape_pct,mape_pct,max_abs_interface_residual_mw,max_reproduction_delta_mw,losses_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,q_limit_note
S2_2025_WINTER_PEAK_PUBLIC,1,1,0.458010706359936,0.9850810194344,25.1097837523123,4.77484718430787e-12,262.731065034546,0.952721175,1.10845722340888,3,2,94.216025620855,
