Eastern Date Hour,Gen Name,Gen PTID,DAM Gen LBMP,DAM Gen Losses,DAM Gen Congestion,DAM Gen Price Version,,AVG,20.09338858
2/3/2020 14:00,NIAGARA_115E_LBMP,323715,14.01,-0.66,0,1,,,
2/3/2020 14:00,NIAGARA_115W_LBMP,323714,13.88,-0.79,0,1,,,
2/3/2020 14:00,NIAGARA_230_LBMP,323716,14.11,-0.56,0,1,,,
2/3/2020 14:00,NIAGARA____,23760,14.01,-0.66,0,1,,,
2/3/2020 14:00,NINE_MILE_2,23744,14.42,-0.25,0,1,,,
2/3/2020 14:00,NORTHPORT___1,23551,17.18,2.19,-0.33,1,,,
2/3/2020 14:00,NORTHPORT___2,23552,17.18,2.19,-0.33,1,,,
2/3/2020 14:00,NORTHPORT___3,23553,17.03,2.04,-0.32,1,,,
2/3/2020 14:00,NORTHPORT___4,23650,17.03,2.04,-0.32,1,,,
2/3/2020 14:00,NORTHPORT___IC,23718,17.18,2.19,-0.33,1,,,
2/3/2020 15:00,BETHLEHEM___GRP,23843,16.58,0.74,-0.14,1,,,
2/3/2020 15:00,BETHLEHEM___GS1,323560,16.58,0.74,-0.14,1,,,
2/3/2020 15:00,BETHLEHEM___GS2,323561,16.58,0.74,-0.14,1,,,
2/3/2020 15:00,BETHLEHEM___GS3,323562,16.58,0.74,-0.14,1,,,
2/3/2020 15:00,CPV_VALLEY___CC1,323721,16.92,1.21,0,1,,,
2/3/2020 15:00,CPV_VALLEY___CC2,323722,16.92,1.21,0,1,,,
2/3/2020 15:00,INDIAN POINT___3,23531,17.25,1.54,0,1,,,
2/3/2020 15:00,NIAGARA_115E_LBMP,323715,15,-0.71,0,1,,,
2/3/2020 15:00,NIAGARA_115W_LBMP,323714,14.86,-0.85,0,1,,,
2/3/2020 15:00,NIAGARA_230_LBMP,323716,15.09,-0.61,0,1,,,
2/3/2020 15:00,NIAGARA____,23760,15,-0.71,0,1,,,
2/3/2020 15:00,NINE_MILE_2,23744,15.42,-0.28,0,1,,,
2/3/2020 15:00,NORTHPORT___1,23551,18.36,2.32,-0.33,1,,,
2/3/2020 15:00,NORTHPORT___2,23552,18.36,2.32,-0.33,1,,,
2/3/2020 15:00,NORTHPORT___3,23553,18.18,2.15,-0.32,1,,,
2/3/2020 15:00,NORTHPORT___4,23650,18.18,2.15,-0.32,1,,,
2/3/2020 15:00,NORTHPORT___IC,23718,18.36,2.32,-0.33,1,,,
2/3/2020 16:00,BETHLEHEM___GRP,23843,18.41,0.8,-0.19,1,,,
2/3/2020 16:00,BETHLEHEM___GS1,323560,18.41,0.8,-0.19,1,,,
2/3/2020 16:00,BETHLEHEM___GS2,323561,18.41,0.8,-0.19,1,,,
2/3/2020 16:00,BETHLEHEM___GS3,323562,18.41,0.8,-0.19,1,,,
2/3/2020 16:00,CPV_VALLEY___CC1,323721,18.74,1.32,0,1,,,
2/3/2020 16:00,CPV_VALLEY___CC2,323722,18.74,1.32,0,1,,,
2/3/2020 16:00,INDIAN POINT___3,23531,19.09,1.67,0,1,,,
2/3/2020 16:00,NIAGARA_115E_LBMP,323715,16.43,-0.99,0,1,,,
2/3/2020 16:00,NIAGARA_115W_LBMP,323714,16.27,-1.15,0,1,,,
2/3/2020 16:00,NIAGARA_230_LBMP,323716,16.53,-0.89,0,1,,,
2/3/2020 16:00,NIAGARA____,23760,16.43,-0.99,0,1,,,
2/3/2020 16:00,NINE_MILE_2,23744,17.09,-0.33,0,1,,,
2/3/2020 16:00,NORTHPORT___1,23551,21.21,2.58,-1.22,1,,,
2/3/2020 16:00,NORTHPORT___2,23552,21.21,2.58,-1.22,1,,,
2/3/2020 16:00,NORTHPORT___3,23553,21,2.37,-1.21,1,,,
2/3/2020 16:00,NORTHPORT___4,23650,21,2.37,-1.21,1,,,
2/3/2020 16:00,NORTHPORT___IC,23718,21.21,2.58,-1.22,1,,,
2/3/2020 17:00,BETHLEHEM___GRP,23843,24.26,1.04,-0.17,1,,,
2/3/2020 17:00,BETHLEHEM___GS1,323560,24.26,1.04,-0.17,1,,,
2/3/2020 17:00,BETHLEHEM___GS2,323561,24.26,1.04,-0.17,1,,,
2/3/2020 17:00,BETHLEHEM___GS3,323562,24.26,1.04,-0.17,1,,,
2/3/2020 17:00,CPV_VALLEY___CC1,323721,24.85,1.8,0,1,,,
2/3/2020 17:00,CPV_VALLEY___CC2,323722,24.85,1.8,0,1,,,
2/3/2020 17:00,INDIAN POINT___3,23531,25.34,2.28,0,1,,,
2/3/2020 17:00,NIAGARA_115E_LBMP,323715,21.46,-1.59,0,1,,,
2/3/2020 17:00,NIAGARA_115W_LBMP,323714,21.23,-1.82,0,1,,,
2/3/2020 17:00,NIAGARA_230_LBMP,323716,21.6,-1.45,0,1,,,
2/3/2020 17:00,NIAGARA____,23760,21.46,-1.59,0,1,,,
2/3/2020 17:00,NINE_MILE_2,23744,22.59,-0.46,0,1,,,
2/3/2020 17:00,NORTHPORT___1,23551,28.52,3.37,-2.1,1,,,
2/3/2020 17:00,NORTHPORT___2,23552,28.52,3.37,-2.1,1,,,
2/3/2020 17:00,NORTHPORT___3,23553,28.24,3.09,-2.1,1,,,
2/3/2020 17:00,NORTHPORT___4,23650,28.24,3.09,-2.1,1,,,
2/3/2020 17:00,NORTHPORT___IC,23718,28.52,3.37,-2.1,1,,,
2/3/2020 18:00,BETHLEHEM___GRP,23843,24.07,1.01,0,1,,,
2/3/2020 18:00,BETHLEHEM___GS1,323560,24.07,1.01,0,1,,,
2/3/2020 18:00,BETHLEHEM___GS2,323561,24.07,1.01,0,1,,,
2/3/2020 18:00,BETHLEHEM___GS3,323562,24.07,1.01,0,1,,,
2/3/2020 18:00,CPV_VALLEY___CC1,323721,24.83,1.78,0,1,,,
2/3/2020 18:00,CPV_VALLEY___CC2,323722,24.83,1.78,0,1,,,
2/3/2020 18:00,INDIAN POINT___3,23531,25.31,2.26,0,1,,,
2/3/2020 18:00,NIAGARA_115E_LBMP,323715,21.48,-1.57,0,1,,,
2/3/2020 18:00,NIAGARA_115W_LBMP,323714,21.25,-1.8,0,1,,,
2/3/2020 18:00,NIAGARA_230_LBMP,323716,21.62,-1.43,0,1,,,
2/3/2020 18:00,NIAGARA____,23760,21.48,-1.57,0,1,,,
2/3/2020 18:00,NINE_MILE_2,23744,22.61,-0.44,0,1,,,
2/3/2020 18:00,NORTHPORT___1,23551,27.93,3.32,-1.56,1,,,
2/3/2020 18:00,NORTHPORT___2,23552,27.93,3.32,-1.56,1,,,
2/3/2020 18:00,NORTHPORT___3,23553,27.69,3.09,-1.55,1,,,
2/3/2020 18:00,NORTHPORT___4,23650,27.69,3.09,-1.55,1,,,
2/3/2020 18:00,NORTHPORT___IC,23718,27.93,3.32,-1.56,1,,,
2/3/2020 19:00,BETHLEHEM___GRP,23843,20.52,0.81,0,1,,,
2/3/2020 19:00,BETHLEHEM___GS1,323560,20.52,0.81,0,1,,,
2/3/2020 19:00,BETHLEHEM___GS2,323561,20.52,0.81,0,1,,,
2/3/2020 19:00,BETHLEHEM___GS3,323562,20.52,0.81,0,1,,,
2/3/2020 19:00,CPV_VALLEY___CC1,323721,21.15,1.44,0,1,,,
2/3/2020 19:00,CPV_VALLEY___CC2,323722,21.15,1.44,0,1,,,
2/3/2020 19:00,INDIAN POINT___3,23531,21.54,1.83,0,1,,,
2/3/2020 19:00,NIAGARA_115E_LBMP,323715,18.75,-0.97,0,1,,,
2/3/2020 19:00,NIAGARA_115W_LBMP,323714,18.57,-1.14,0,1,,,
2/3/2020 19:00,NIAGARA_230_LBMP,323716,18.86,-0.85,0,1,,,
2/3/2020 19:00,NIAGARA____,23760,18.77,-0.95,0,1,,,
2/3/2020 19:00,NINE_MILE_2,23744,19.36,-0.35,0,1,,,
2/3/2020 19:00,NORTHPORT___1,23551,25.46,2.76,-2.99,1,,,
2/3/2020 19:00,NORTHPORT___2,23552,25.46,2.76,-2.99,1,,,
2/3/2020 19:00,NORTHPORT___3,23553,25.26,2.56,-2.98,1,,,
2/3/2020 19:00,NORTHPORT___4,23650,25.26,2.56,-2.98,1,,,
2/3/2020 19:00,NORTHPORT___IC,23718,25.46,2.76,-2.99,1,,,
2/3/2020 20:00,BETHLEHEM___GRP,23843,19.62,0.77,0,1,,,
2/3/2020 20:00,BETHLEHEM___GS1,323560,19.62,0.77,0,1,,,
2/3/2020 20:00,BETHLEHEM___GS2,323561,19.62,0.77,0,1,,,
2/3/2020 20:00,BETHLEHEM___GS3,323562,19.62,0.77,0,1,,,
2/3/2020 20:00,CPV_VALLEY___CC1,323721,20.22,1.38,0,1,,,
2/3/2020 20:00,CPV_VALLEY___CC2,323722,20.22,1.38,0,1,,,
2/3/2020 20:00,INDIAN POINT___3,23531,20.6,1.75,0,1,,,
2/3/2020 20:00,NIAGARA_115E_LBMP,323715,17.98,-0.87,0,1,,,
2/3/2020 20:00,NIAGARA_115W_LBMP,323714,17.81,-1.04,0,1,,,
2/3/2020 20:00,NIAGARA_230_LBMP,323716,18.11,-0.74,0,1,,,
2/3/2020 20:00,NIAGARA____,23760,18,-0.85,0,1,,,
2/3/2020 20:00,NINE_MILE_2,23744,18.51,-0.34,0,1,,,
2/3/2020 20:00,NORTHPORT___1,23551,23.43,2.66,-1.92,1,,,
2/3/2020 20:00,NORTHPORT___2,23552,23.43,2.66,-1.92,1,,,
2/3/2020 20:00,NORTHPORT___3,23553,23.21,2.45,-1.91,1,,,
2/3/2020 20:00,NORTHPORT___4,23650,23.21,2.45,-1.91,1,,,
2/3/2020 20:00,NORTHPORT___IC,23718,23.43,2.66,-1.92,1,,,
2/3/2020 21:00,BETHLEHEM___GRP,23843,18.21,0.75,0,1,,,
2/3/2020 21:00,BETHLEHEM___GS1,323560,18.21,0.75,0,1,,,
2/3/2020 21:00,BETHLEHEM___GS2,323561,18.21,0.75,0,1,,,
2/3/2020 21:00,BETHLEHEM___GS3,323562,18.21,0.75,0,1,,,
2/3/2020 21:00,CPV_VALLEY___CC1,323721,18.72,1.26,0,1,,,
2/3/2020 21:00,CPV_VALLEY___CC2,323722,18.72,1.26,0,1,,,
2/3/2020 21:00,INDIAN POINT___3,23531,19.05,1.59,0,1,,,
2/3/2020 21:00,NIAGARA_115E_LBMP,323715,16.69,-0.77,0,1,,,
2/3/2020 21:00,NIAGARA_115W_LBMP,323714,16.54,-0.93,0,1,,,
2/3/2020 21:00,NIAGARA_230_LBMP,323716,16.8,-0.66,0,1,,,
2/3/2020 21:00,NIAGARA____,23760,16.69,-0.77,0,1,,,
2/3/2020 21:00,NINE_MILE_2,23744,17.15,-0.31,0,1,,,
2/3/2020 21:00,NORTHPORT___1,23551,20.28,2.46,-0.35,1,,,
2/3/2020 21:00,NORTHPORT___2,23552,20.28,2.46,-0.35,1,,,
2/3/2020 21:00,NORTHPORT___3,23553,20.1,2.29,-0.35,1,,,
2/3/2020 21:00,NORTHPORT___4,23650,20.1,2.29,-0.35,1,,,
2/3/2020 21:00,NORTHPORT___IC,23718,20.28,2.46,-0.35,1,,,
2/3/2020 22:00,BETHLEHEM___GRP,23843,16.06,0.71,0,1,,,
2/3/2020 22:00,BETHLEHEM___GS1,323560,16.06,0.71,0,1,,,
2/3/2020 22:00,BETHLEHEM___GS2,323561,16.06,0.71,0,1,,,
2/3/2020 22:00,BETHLEHEM___GS3,323562,16.06,0.71,0,1,,,
2/3/2020 22:00,CPV_VALLEY___CC1,323721,16.45,1.09,0,1,,,
2/3/2020 22:00,CPV_VALLEY___CC2,323722,16.45,1.09,0,1,,,
2/3/2020 22:00,INDIAN POINT___3,23531,16.74,1.38,0,1,,,
2/3/2020 22:00,NIAGARA_115E_LBMP,323715,14.63,-0.72,0,1,,,
2/3/2020 22:00,NIAGARA_115W_LBMP,323714,14.51,-0.84,0,1,,,
2/3/2020 22:00,NIAGARA_230_LBMP,323716,14.74,-0.61,0,1,,,
2/3/2020 22:00,NIAGARA____,23760,14.65,-0.71,0,1,,,
2/3/2020 22:00,NINE_MILE_2,23744,15.08,-0.28,0,1,,,
2/3/2020 22:00,NORTHPORT___1,23551,17.92,2.23,-0.34,1,,,
2/3/2020 22:00,NORTHPORT___2,23552,17.92,2.23,-0.34,1,,,
2/3/2020 22:00,NORTHPORT___3,23553,17.73,2.04,-0.33,1,,,
2/3/2020 22:00,NORTHPORT___4,23650,17.73,2.04,-0.33,1,,,
2/3/2020 22:00,NORTHPORT___IC,23718,17.92,2.23,-0.34,1,,,
2/3/2020 23:00,BETHLEHEM___GRP,23843,16.19,0.69,-1.99,1,,,
2/3/2020 23:00,BETHLEHEM___GS1,323560,16.19,0.69,-1.99,1,,,
2/3/2020 23:00,BETHLEHEM___GS2,323561,16.19,0.69,-1.99,1,,,
2/3/2020 23:00,BETHLEHEM___GS3,323562,16.19,0.69,-1.99,1,,,
2/3/2020 23:00,CPV_VALLEY___CC1,323721,15.78,0.92,-1.35,1,,,
2/3/2020 23:00,CPV_VALLEY___CC2,323722,15.78,0.92,-1.35,1,,,
2/3/2020 23:00,INDIAN POINT___3,23531,16.2,1.16,-1.53,1,,,
2/3/2020 23:00,NIAGARA_115E_LBMP,323715,12.99,-0.77,-0.25,1,,,
2/3/2020 23:00,NIAGARA_115W_LBMP,323714,12.88,-0.88,-0.25,1,,,
2/3/2020 23:00,NIAGARA_230_LBMP,323716,13.09,-0.66,-0.24,1,,,
2/3/2020 23:00,NIAGARA____,23760,13,-0.76,-0.25,1,,,
2/3/2020 23:00,NINE_MILE_2,23744,13.38,-0.23,-0.1,1,,,
2/3/2020 23:00,NORTHPORT___1,23551,16.9,1.85,-1.54,1,,,
2/3/2020 23:00,NORTHPORT___2,23552,16.9,1.85,-1.54,1,,,
2/3/2020 23:00,NORTHPORT___3,23553,16.74,1.69,-1.54,1,,,
2/3/2020 23:00,NORTHPORT___4,23650,16.74,1.69,-1.54,1,,,
2/3/2020 23:00,NORTHPORT___IC,23718,16.9,1.85,-1.54,1,,,
2/4/2020 0:00,BETHLEHEM___GRP,23843,16.6,0.69,-1.15,1,,,
2/4/2020 0:00,BETHLEHEM___GS1,323560,16.6,0.69,-1.15,1,,,
2/4/2020 0:00,BETHLEHEM___GS2,323561,16.6,0.69,-1.15,1,,,
2/4/2020 0:00,BETHLEHEM___GS3,323562,16.6,0.69,-1.15,1,,,
2/4/2020 0:00,CPV_VALLEY___CC1,323721,16.43,0.89,-0.78,1,,,
2/4/2020 0:00,CPV_VALLEY___CC2,323722,16.43,0.89,-0.78,1,,,
2/4/2020 0:00,INDIAN POINT___3,23531,16.78,1.14,-0.89,1,,,
2/4/2020 0:00,NIAGARA_115E_LBMP,323715,14,-0.9,-0.14,1,,,
2/4/2020 0:00,NIAGARA_115W_LBMP,323714,13.9,-1,-0.14,1,,,
2/4/2020 0:00,NIAGARA_230_LBMP,323716,14.15,-0.75,-0.14,1,,,
2/4/2020 0:00,NIAGARA____,23760,14,-0.9,-0.14,1,,,
2/4/2020 0:00,NINE_MILE_2,23744,14.61,-0.21,-0.06,1,,,
2/4/2020 0:00,NORTHPORT___1,23551,17.46,1.81,-0.89,1,,,
2/4/2020 0:00,NORTHPORT___2,23552,17.46,1.81,-0.89,1,,,
2/4/2020 0:00,NORTHPORT___3,23553,17.27,1.62,-0.89,1,,,
2/4/2020 0:00,NORTHPORT___4,23650,17.27,1.62,-0.89,1,,,
2/4/2020 0:00,NORTHPORT___IC,23718,17.46,1.81,-0.89,1,,,
2/4/2020 1:00,BETHLEHEM___GRP,23843,15.59,0.68,-0.39,1,,,
2/4/2020 1:00,BETHLEHEM___GS1,323560,15.59,0.68,-0.39,1,,,
2/4/2020 1:00,BETHLEHEM___GS2,323561,15.59,0.68,-0.39,1,,,
2/4/2020 1:00,BETHLEHEM___GS3,323562,15.59,0.68,-0.39,1,,,
2/4/2020 1:00,CPV_VALLEY___CC1,323721,15.64,0.86,-0.27,1,,,
2/4/2020 1:00,CPV_VALLEY___CC2,323722,15.64,0.86,-0.27,1,,,
2/4/2020 1:00,INDIAN POINT___3,23531,15.9,1.09,-0.3,1,,,
2/4/2020 1:00,NIAGARA_115E_LBMP,323715,13.72,-0.84,-0.05,1,,,
2/4/2020 1:00,NIAGARA_115W_LBMP,323714,13.62,-0.94,-0.05,1,,,
2/4/2020 1:00,NIAGARA_230_LBMP,323716,13.85,-0.71,-0.05,1,,,
2/4/2020 1:00,NIAGARA____,23760,13.71,-0.86,-0.05,1,,,
2/4/2020 1:00,NINE_MILE_2,23744,14.33,-0.2,-0.02,1,,,
2/4/2020 1:00,NORTHPORT___1,23551,16.57,1.76,-0.3,1,,,
2/4/2020 1:00,NORTHPORT___2,23552,16.57,1.76,-0.3,1,,,
2/4/2020 1:00,NORTHPORT___3,23553,16.38,1.57,-0.3,1,,,
2/4/2020 1:00,NORTHPORT___4,23650,16.38,1.57,-0.3,1,,,
2/4/2020 1:00,NORTHPORT___IC,23718,16.57,1.76,-0.3,1,,,
2/4/2020 2:00,BETHLEHEM___GRP,23843,14.31,0.63,-0.22,1,,,
2/4/2020 2:00,BETHLEHEM___GS1,323560,14.31,0.63,-0.22,1,,,
2/4/2020 2:00,BETHLEHEM___GS2,323561,14.31,0.63,-0.22,1,,,
2/4/2020 2:00,BETHLEHEM___GS3,323562,14.31,0.63,-0.22,1,,,
2/4/2020 2:00,CPV_VALLEY___CC1,323721,14.4,0.79,-0.15,1,,,
2/4/2020 2:00,CPV_VALLEY___CC2,323722,14.4,0.79,-0.15,1,,,
2/4/2020 2:00,INDIAN POINT___3,23531,14.65,1.02,-0.17,1,,,
2/4/2020 2:00,NIAGARA_115E_LBMP,323715,12.74,-0.74,-0.03,1,,,
2/4/2020 2:00,NIAGARA_115W_LBMP,323714,12.65,-0.83,-0.03,1,,,
2/4/2020 2:00,NIAGARA_230_LBMP,323716,12.86,-0.62,-0.03,1,,,
2/4/2020 2:00,NIAGARA____,23760,12.72,-0.77,-0.03,1,,,
2/4/2020 2:00,NINE_MILE_2,23744,13.28,-0.19,-0.01,1,,,
2/4/2020 2:00,NORTHPORT___1,23551,15.44,1.71,-0.28,1,,,
2/4/2020 2:00,NORTHPORT___2,23552,15.44,1.71,-0.28,1,,,
2/4/2020 2:00,NORTHPORT___3,23553,15.25,1.52,-0.28,1,,,
2/4/2020 2:00,NORTHPORT___4,23650,15.25,1.52,-0.28,1,,,
2/4/2020 2:00,NORTHPORT___IC,23718,15.44,1.71,-0.28,1,,,
2/4/2020 3:00,BETHLEHEM___GRP,23843,13.9,0.62,0,1,,,
2/4/2020 3:00,BETHLEHEM___GS1,323560,13.9,0.62,0,1,,,
2/4/2020 3:00,BETHLEHEM___GS2,323561,13.9,0.62,0,1,,,
2/4/2020 3:00,BETHLEHEM___GS3,323562,13.9,0.62,0,1,,,
2/4/2020 3:00,CPV_VALLEY___CC1,323721,14.06,0.78,0,1,,,
2/4/2020 3:00,CPV_VALLEY___CC2,323722,14.06,0.78,0,1,,,
2/4/2020 3:00,INDIAN POINT___3,23531,14.28,1.01,0,1,,,
2/4/2020 3:00,NIAGARA_115E_LBMP,323715,12.57,-0.7,0,1,,,
2/4/2020 3:00,NIAGARA_115W_LBMP,323714,12.48,-0.8,0,1,,,
2/4/2020 3:00,NIAGARA_230_LBMP,323716,12.69,-0.58,0,1,,,
2/4/2020 3:00,NIAGARA____,23760,12.54,-0.73,0,1,,,
2/4/2020 3:00,NINE_MILE_2,23744,13.09,-0.19,0,1,,,
2/4/2020 3:00,NORTHPORT___1,23551,15.28,1.7,-0.3,1,,,
2/4/2020 3:00,NORTHPORT___2,23552,15.28,1.7,-0.3,1,,,
2/4/2020 3:00,NORTHPORT___3,23553,15.09,1.51,-0.3,1,,,
2/4/2020 3:00,NORTHPORT___4,23650,15.09,1.51,-0.3,1,,,
2/4/2020 3:00,NORTHPORT___IC,23718,15.28,1.7,-0.3,1,,,
2/4/2020 4:00,BETHLEHEM___GRP,23843,14.19,0.65,0,1,,,
2/4/2020 4:00,BETHLEHEM___GS1,323560,14.19,0.65,0,1,,,
2/4/2020 4:00,BETHLEHEM___GS2,323561,14.19,0.65,0,1,,,
2/4/2020 4:00,BETHLEHEM___GS3,323562,14.19,0.65,0,1,,,
2/4/2020 4:00,CPV_VALLEY___CC1,323721,14.31,0.77,0,1,,,
2/4/2020 4:00,CPV_VALLEY___CC2,323722,14.31,0.77,0,1,,,
2/4/2020 4:00,INDIAN POINT___3,23531,14.53,0.99,0,1,,,
2/4/2020 4:00,NIAGARA_115E_LBMP,323715,12.8,-0.74,0,1,,,
2/4/2020 4:00,NIAGARA_115W_LBMP,323714,12.71,-0.83,0,1,,,
2/4/2020 4:00,NIAGARA_230_LBMP,323716,12.93,-0.61,0,1,,,
2/4/2020 4:00,NIAGARA____,23760,12.78,-0.76,0,1,,,
2/4/2020 4:00,NINE_MILE_2,23744,13.35,-0.19,0,1,,,
2/4/2020 4:00,NORTHPORT___1,23551,15.22,1.67,-0.02,1,,,
2/4/2020 4:00,NORTHPORT___2,23552,15.22,1.67,-0.02,1,,,
2/4/2020 4:00,NORTHPORT___3,23553,15.05,1.49,-0.02,1,,,
2/4/2020 4:00,NORTHPORT___4,23650,15.05,1.49,-0.02,1,,,
2/4/2020 4:00,NORTHPORT___IC,23718,15.22,1.67,-0.02,1,,,
2/4/2020 5:00,BETHLEHEM___GRP,23843,15.8,0.72,-0.11,1,,,
2/4/2020 5:00,BETHLEHEM___GS1,323560,15.8,0.72,-0.11,1,,,
2/4/2020 5:00,BETHLEHEM___GS2,323561,15.8,0.72,-0.11,1,,,
2/4/2020 5:00,BETHLEHEM___GS3,323562,15.8,0.72,-0.11,1,,,
2/4/2020 5:00,CPV_VALLEY___CC1,323721,15.93,0.88,-0.07,1,,,
2/4/2020 5:00,CPV_VALLEY___CC2,323722,15.93,0.88,-0.07,1,,,
2/4/2020 5:00,INDIAN POINT___3,23531,16.2,1.14,-0.08,1,,,
2/4/2020 5:00,NIAGARA_115E_LBMP,323715,14.02,-0.97,-0.01,1,,,
2/4/2020 5:00,NIAGARA_115W_LBMP,323714,13.91,-1.08,-0.01,1,,,
2/4/2020 5:00,NIAGARA_230_LBMP,323716,14.15,-0.84,-0.01,1,,,
2/4/2020 5:00,NIAGARA____,23760,14,-0.99,-0.01,1,,,
2/4/2020 5:00,NINE_MILE_2,23744,14.77,-0.21,-0.01,1,,,
2/4/2020 5:00,NORTHPORT___1,23551,17,1.95,-0.08,1,,,
2/4/2020 5:00,NORTHPORT___2,23552,17,1.95,-0.08,1,,,
2/4/2020 5:00,NORTHPORT___3,23553,16.77,1.72,-0.08,1,,,
2/4/2020 5:00,NORTHPORT___4,23650,16.77,1.72,-0.08,1,,,
2/4/2020 5:00,NORTHPORT___IC,23718,17,1.95,-0.08,1,,,
2/4/2020 6:00,BETHLEHEM___GRP,23843,17.07,0.87,0,1,,,
2/4/2020 6:00,BETHLEHEM___GS1,323560,17.07,0.87,0,1,,,
2/4/2020 6:00,BETHLEHEM___GS2,323561,17.07,0.87,0,1,,,
2/4/2020 6:00,BETHLEHEM___GS3,323562,17.07,0.87,0,1,,,
2/4/2020 6:00,CPV_VALLEY___CC1,323721,17.28,1.09,0,1,,,
2/4/2020 6:00,CPV_VALLEY___CC2,323722,17.28,1.09,0,1,,,
2/4/2020 6:00,INDIAN POINT___3,23531,17.56,1.36,0,1,,,
2/4/2020 6:00,NIAGARA_115E_LBMP,323715,14.97,-1.23,0,1,,,
2/4/2020 6:00,NIAGARA_115W_LBMP,323714,14.84,-1.36,0,1,,,
2/4/2020 6:00,NIAGARA_230_LBMP,323716,15.1,-1.1,0,1,,,
2/4/2020 6:00,NIAGARA____,23760,15,-1.2,0,1,,,
2/4/2020 6:00,NINE_MILE_2,23744,15.87,-0.32,0,1,,,
2/4/2020 6:00,NORTHPORT___1,23551,21.85,2.28,-3.37,1,,,
2/4/2020 6:00,NORTHPORT___2,23552,21.85,2.28,-3.37,1,,,
2/4/2020 6:00,NORTHPORT___3,23553,21.55,2.01,-3.35,1,,,
2/4/2020 6:00,NORTHPORT___4,23650,21.55,2.01,-3.35,1,,,
2/4/2020 6:00,NORTHPORT___IC,23718,21.85,2.28,-3.37,1,,,
2/4/2020 7:00,BETHLEHEM___GRP,23843,19.87,0.8,0,1,,,
2/4/2020 7:00,BETHLEHEM___GS1,323560,19.87,0.8,0,1,,,
2/4/2020 7:00,BETHLEHEM___GS2,323561,19.87,0.8,0,1,,,
2/4/2020 7:00,BETHLEHEM___GS3,323562,19.87,0.8,0,1,,,
2/4/2020 7:00,CPV_VALLEY___CC1,323721,20.38,1.31,0,1,,,
2/4/2020 7:00,CPV_VALLEY___CC2,323722,20.38,1.31,0,1,,,
2/4/2020 7:00,INDIAN POINT___3,23531,20.73,1.66,0,1,,,
2/4/2020 7:00,NIAGARA_115E_LBMP,323715,17.81,-1.26,0,1,,,
2/4/2020 7:00,NIAGARA_115W_LBMP,323714,17.64,-1.43,0,1,,,
2/4/2020 7:00,NIAGARA_230_LBMP,323716,17.94,-1.13,0,1,,,
2/4/2020 7:00,NIAGARA____,23760,17.83,-1.24,0,1,,,
2/4/2020 7:00,NINE_MILE_2,23744,18.69,-0.38,0,1,,,
2/4/2020 7:00,NORTHPORT___1,23551,25.4,2.71,-3.63,1,,,
2/4/2020 7:00,NORTHPORT___2,23552,25.4,2.71,-3.63,1,,,
2/4/2020 7:00,NORTHPORT___3,23553,25.08,2.4,-3.6,1,,,
2/4/2020 7:00,NORTHPORT___4,23650,25.08,2.4,-3.6,1,,,
2/4/2020 7:00,NORTHPORT___IC,23718,25.4,2.71,-3.63,1,,,
2/4/2020 8:00,BETHLEHEM___GRP,23843,20.06,0.79,0,1,,,
2/4/2020 8:00,BETHLEHEM___GS1,323560,20.06,0.79,0,1,,,
2/4/2020 8:00,BETHLEHEM___GS2,323561,20.06,0.79,0,1,,,
2/4/2020 8:00,BETHLEHEM___GS3,323562,20.06,0.79,0,1,,,
2/4/2020 8:00,CPV_VALLEY___CC1,323721,20.64,1.37,0,1,,,
2/4/2020 8:00,CPV_VALLEY___CC2,323722,20.64,1.37,0,1,,,
2/4/2020 8:00,INDIAN POINT___3,23531,21.01,1.74,0,1,,,
2/4/2020 8:00,NIAGARA_115E_LBMP,323715,17.98,-1.29,0,1,,,
2/4/2020 8:00,NIAGARA_115W_LBMP,323714,17.81,-1.47,0,1,,,
2/4/2020 8:00,NIAGARA_230_LBMP,323716,18.12,-1.16,0,1,,,
2/4/2020 8:00,NIAGARA____,23760,18,-1.27,0,1,,,
2/4/2020 8:00,NINE_MILE_2,23744,18.89,-0.39,0,1,,,
2/4/2020 8:00,NORTHPORT___1,23551,23.4,2.79,-1.33,1,,,
2/4/2020 8:00,NORTHPORT___2,23552,23.4,2.79,-1.33,1,,,
2/4/2020 8:00,NORTHPORT___3,23553,23.14,2.54,-1.33,1,,,
2/4/2020 8:00,NORTHPORT___4,23650,23.14,2.54,-1.33,1,,,
2/4/2020 8:00,NORTHPORT___IC,23718,23.4,2.79,-1.33,1,,,
2/4/2020 9:00,BETHLEHEM___GRP,23843,19.94,0.8,0,1,,,
2/4/2020 9:00,BETHLEHEM___GS1,323560,19.94,0.8,0,1,,,
2/4/2020 9:00,BETHLEHEM___GS2,323561,19.94,0.8,0,1,,,
2/4/2020 9:00,BETHLEHEM___GS3,323562,19.94,0.8,0,1,,,
2/4/2020 9:00,CPV_VALLEY___CC1,323721,20.5,1.36,0,1,,,
2/4/2020 9:00,CPV_VALLEY___CC2,323722,20.5,1.36,0,1,,,
2/4/2020 9:00,INDIAN POINT___3,23531,20.86,1.72,0,1,,,
2/4/2020 9:00,NIAGARA_115E_LBMP,323715,17.99,-1.15,0,1,,,
2/4/2020 9:00,NIAGARA_115W_LBMP,323714,17.82,-1.32,0,1,,,
