source_bus,bus_type,vm_pu,vmin_pu,vmax_pu,p_mismatch_mw,q_mismatch_mvar,voltage_below_min_pu,voltage_above_max_pu,violated,invalid_voltage_bounds
37,1,1.05346732941083,0.9,1.1,-3.12638803734444e-13,-7.87703235971549e-12,0,0,0,0
38,1,1.04453573246014,0.9,1.1,1.98951966012828e-13,-8.46545056276682e-13,0,0,0,0
39,1,1.05441608938968,0.9,1.1,-8.81072992342524e-13,-8.14637246548955e-12,0,0,0,0
40,1,0.997179160640669,0.9,1.1,-5.03879202030856e-14,-1.4161806963554e-12,0,0,0,0
41,1,0.942766101011529,0.9,1.1,5.40012479177676e-13,3.21165316563565e-12,0,0,0,0
42,3,0.924209716623871,0.9,1.1,-3.97903932025656e-13,-1.30739863379858e-12,0,0,0,0
43,1,1.07108978191958,0.9,1.1,6.82121026329696e-13,4.93494134445882e-12,0,0,0,0
44,1,1.0533956828579,0.9,1.1,-3.97903932025656e-13,-4.95450035165046e-12,0,0,0,0
45,1,1.01902807592235,0.9,1.1,0,-1.04094510788855e-12,0,0,0,0
46,1,0.95300280055269,0.9,1.1,5.6843418860808e-14,1.66977542903624e-13,0,0,0,0
47,2,0.900000015122492,0.9,1.1,5.6843418860808e-14,4.54747350886464e-13,0,0,0,0
48,2,1.03902973026092,0.9,1.1,-2.62012633811537e-14,1.19371179607697e-12,0,0,0,0
49,1,1.00962483553692,0.9,1.1,-2.1316282072803e-14,-1.82076576038526e-13,0,0,0,0
50,2,1.09999999933873,0.9,1.1,-1.13686837721616e-12,2.38742359215394e-12,0,0,0,0
51,2,0.948689734864525,0.9,1.1,2.8421709430404e-14,-2.04636307898909e-12,0,0,0,0
52,1,1.09244270364393,0.9,1.1,6.70380292593235e-14,1.59882860663541e-12,0,0,0,0
53,2,1.06909602586831,0.9,1.1,-1.4210854715202e-13,-6.53699316899292e-13,0,0,0,0
54,2,1.09531534077734,0.9,1.1,-2.1600499167107e-12,-1.49213974509621e-13,0,0,0,0
55,2,1.09796076395074,0.9,1.1,-2.24531504500192e-12,-1.70530256582424e-13,0,0,0,0
56,2,1.09999998308508,0.9,1.1,2.44426701101474e-12,1.56319401867222e-12,0,0,0,0
57,2,1.09047865754181,0.9,1.1,-3.90798504668055e-14,1.36779476633819e-13,0,0,0,0
58,1,1.0839932185618,0.9,1.1,-1.91846538655227e-13,-7.43050065921125e-12,0,0,0,0
59,1,1.08209295007707,0.9,1.1,-5.40012479177676e-13,1.17950094136177e-12,0,0,0,0
60,2,1.07640625250674,0.9,1.1,1.63424829224823e-13,-1.70530256582424e-13,0,0,0,0
61,2,1.09232778110535,0.9,1.1,-4.2632564145606e-14,-1.52766688188422e-13,0,0,0,0
62,1,1.07530392422605,0.9,1.1,9.1616683947375e-14,-2.36091530960346e-12,0,0,0,0
63,1,0.999394621865665,0.9,1.1,-2.87242542335932e-13,1.75413656446351e-12,0,0,0,0
64,1,0.983450516637118,0.9,1.1,4.2632564145606e-14,-2.94875235340442e-13,0,0,0,0
65,2,0.983604457818273,0.9,1.1,-5.86197757002083e-14,-1.84741111297626e-13,0,0,0,0
66,1,0.961356301203518,0.9,1.1,3.97903932025656e-13,-1.04916075827077e-12,0,0,0,0
67,1,0.94850670237997,0.9,1.1,-6.3948846218409e-13,1.19071419391048e-12,0,0,0,0
68,2,0.900008184597339,0.9,1.1,-1.13686837721616e-13,2.98427949019242e-13,0,0,0,0
69,1,0.971121212358486,0.9,1.1,-2.97844846511484e-13,-1.08100613916703e-12,0,0,0,0
70,1,0.931333098400591,0.9,1.1,1.42363049849644e-13,-3.09925976643918e-13,0,0,0,0
71,2,0.917560139211025,0.9,1.1,5.6843418860808e-14,5.11590769747272e-13,0,0,0,0
72,2,0.924653817736145,0.9,1.1,1.13686837721616e-13,1.32160948851379e-12,0,0,0,0
73,1,1.06326990575419,0.9,1.1,1.4210854715202e-12,2.68443045570166e-11,0,0,0,0
74,1,1.07341416960882,0.9,1.1,4.49063009000383e-12,2.15716333684668e-11,0,0,0,0
75,1,1.07386302868789,0.9,1.1,-6.82121026329696e-13,-2.06501482580279e-12,0,0,0,0
76,1,1.07378108557813,0.9,1.1,4.83169060316868e-13,-6.87805368215777e-12,0,0,0,0
77,1,1.07422037742406,0.9,1.1,1.13439373891211e-12,1.88483856544131e-11,0,0,0,0
78,2,1.07518531863311,0.9,1.1,4.88853402202949e-12,-5.34328137291595e-12,0,0,0,0
79,2,1.08379401424937,0.9,1.1,2.04636307898909e-12,1.70530256582424e-12,0,0,0,0
80,2,0.900000000249663,0.9,1.1,-3.41060513164848e-13,6.82121026329696e-13,0,0,0,0
81,1,1.03869616393418,0.9,1.1,1.08002495835535e-12,6.66489086142974e-12,0,0,0,0
82,2,1.09999999793541,0.9,1.1,6.82121026329696e-13,-1.02318153949454e-12,0,0,0,0
9001,1,1.06255367578578,0.9,1.1,1.48317022375808e-12,5.86713919614111e-12,0,0,0,0
9002,1,1.06896601851537,0.9,1.1,-5.86013613784928e-12,1.60656662835982e-12,0,0,0,0
9003,1,0.987941822426568,0.9,1.1,1.77635683940025e-12,2.00950367457153e-12,0,0,0,0
858,1,1.06597082263282,0.9,1.1,-2.92069061484115e-12,-1.17614666235172e-11,0,0,0,0
774,1,1.07413284470375,0.9,1.1,-8.74508517459486e-12,2.72095135417969e-12,0,0,0,0
9101,1,1.0609465128671,0.9,1.1,9.87013054733386e-13,4.82361644944463e-11,0,0,0,0
9102,1,1.06068974467433,0.9,1.1,-2.36138953120242e-12,-4.14175770993245e-11,0,0,0,0
9103,1,1.03936999116717,0.9,1.1,4.25047318267165e-13,2.94655722718834e-12,0,0,0,0
9104,1,1.0641709761267,0.9,1.1,7.40815580463185e-13,-1.51454275517792e-13,0,0,0,0
1220,1,1.06221774179883,0.9,1.1,1.18619213137169e-13,1.50778882625729e-12,0,0,0,0
1130,1,1.07844419050277,0.9,1.1,-7.70848170273439e-13,-2.16574880789634e-12,0,0,0,0
557,1,1.07853718431106,0.9,1.1,-6.94135266428005e-12,7.35134879513748e-12,0,0,0,0
1529,1,1.07048149889795,0.9,1.1,-5.81402509248198e-13,9.87098957117498e-12,0,0,0,0
1493,1,1.06985163711784,0.9,1.1,1.94896660976885e-11,1.89689756211214e-11,0,0,0,0
601,1,1.06948832409241,0.9,1.1,-2.92861849636954e-11,-7.02698323109973e-11,0,0,0,0
1129,1,1.05747825129839,0.9,1.1,1.39121138062521e-12,-1.47350081282529e-11,0,0,0,0
9111,1,1.06543769874124,0.9,1.1,-1.06491510011323e-11,4.62880711033117e-13,0,0,0,0
9112,1,1.06527255109881,0.9,1.1,1.28939455689594e-11,4.67935470925981e-11,0,0,0,0
9113,1,1.0577546926125,0.9,1.1,-4.31828694006181e-12,-8.05937392279117e-12,0,0,0,0
9114,1,1.0616297351892,0.9,1.1,4.8055707002693e-12,4.73581967667743e-12,0,0,0,0
