scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,HQ,48,1,515.850057154045,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - HQ_CEDARS,48,1,44.4698325132797,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,37,0.4,-107.086202761258,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ISONE,73,0.6,-160.629304141888,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_1385,80,1,-25.2588648675429,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NPX_CSC,80,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ONTARIO,54,1,-123.782668197364,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,66,0.35,-60.1173435400624,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,67,0.15,-25.7645758028839,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,75,0.25,-42.9409596714732,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PJM,81,0.25,-42.9409596714732,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_HTP,81,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
