registered_scenarios,eligible_scenarios,skipped_scenarios,electrically_qualified_scenarios,MIPS_attempts,IPOPT_attempts,all_eligible_snapshots_electrically_qualified,all_registered_snapshots_electrically_qualified,internal_interface_targets_used,observed_zonal_generation_validated,dlr_ready
16,14,2,14,14,0,1,0,0,0,0
