scenario_id,interface_name,model_flow_mw,previous_operator_model_flow_mw,campaign_role,vintage,electrical_baseline_qualified,internal_interface_targets_used,actual_flow_mw,target_flow_mw,target_coverage_qualified,backward_hold_mean_mw,linear_mean_mw,duplicate_lower_hour_mean_mw,duplicate_upper_hour_mean_mw,scale_factor_gamma,residual_mw,absolute_residual_mw,previous_operator_absolute_residual_mw,normalized_absolute_error_floor100,observation_scale_residual_mw,used_in_prior,used_in_optimizer,exact_public_operator,methodology_freeze_sha256
S2_2025_WINTER_PEAK_PUBLIC,Central_East,943.795025317811,943.795025317811,revisited_diagnostic,2025,1,0,2279.7033333333334,811.0242033063912,True,2299.5841666666665,2289.64375,2279.7033333333334,2279.7033333333334,0.355758660106238,132.7708220114198,132.7708220114198,132.7708220114198,0.16370759524825332,373.20475057942724,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S2_2025_WINTER_PEAK_PUBLIC,Total_East_proxy,1364.80321710336,1431.33595378129,revisited_diagnostic,2025,1,0,4192.9366666666665,1491.6735304436493,True,4236.0633333333335,4214.5,4192.9366666666665,4192.9366666666665,0.355758660106238,-126.87031334028916,126.87031334028916,60.3375766623592,0.08505233266595255,-356.61904422060354,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S2_2025_WINTER_PEAK_PUBLIC,UPNY_ConEd,1692.25461339348,1692.25461339348,revisited_diagnostic,2025,1,0,4762.221666666666,1694.201599262229,True,4776.375,4769.298333333333,4762.221666666666,4762.221666666666,0.355758660106238,-1.946985868748925,1.946985868748925,1.946985868748925,0.0011492055429511904,-5.472771536095589,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S2_2025_WINTER_PEAK_PUBLIC,Dunwoodie_South,1158.03364387154,1158.03364387154,revisited_diagnostic,2025,1,0,2863.2375,1018.6215365659348,True,2875.33,2869.28375,2863.2375,2863.2375,0.355758660106238,139.41210730560533,139.41210730560533,139.41210730560533,0.13686349866075237,391.872701746666,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,Dysinger_East,298.495364738867,242.475132312045,revisited_diagnostic,2025,1,0,336.3542499999999,119.6609373010386,True,344.5380833333333,341.92561979166663,333.4971666666666,339.2113333333333,0.355758660106238,178.83442743782842,178.83442743782842,122.81419501100639,1.494509665990024,502.68467782182506,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,West_Central,335.011041762716,278.990809335895,revisited_diagnostic,2025,1,0,417.4585,148.51447660995996,True,427.7828333333333,424.09957291666666,414.7676666666666,420.1493333333333,0.355758660106238,186.49656515275603,186.49656515275603,130.47633272593504,1.2557467084003369,524.222137268742,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,Moses_South,-5.957960215487,-5.957960215487,revisited_diagnostic,2025,1,0,-78.39641666666668,-27.890204150463685,True,-74.08541666666666,-77.02677604166668,-78.47433333333333,-78.31850000000001,0.355758660106238,21.932243934976686,21.932243934976686,21.932243934976686,0.21932243934976686,61.64922008764929,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,Central_East,892.512737509128,892.512737509128,revisited_diagnostic,2025,1,0,1590.6928333333333,565.9027510272621,True,1597.415,1595.2142291666669,1590.3961666666669,1590.9895,0.355758660106238,326.6099864818659,326.6099864818659,326.6099864818659,0.5771486105854461,918.0661586265599,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,Total_East_proxy,1214.41598171841,1543.0396686316,revisited_diagnostic,2025,1,0,3176.4868333333334,1130.0626996717738,True,3188.31,3184.7845104166663,3176.0951666666665,3176.8785,0.355758660106238,84.3532820466362,84.3532820466362,412.9769689598263,0.07464478039239467,237.10816209349983,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,UPNY_ConEd,1558.80307453186,1558.80307453186,revisited_diagnostic,2025,1,0,3900.158833333333,1387.515280748175,True,3912.8318333333336,3905.1415833333335,3899.7555,3900.562166666666,0.355758660106238,171.28779378368495,171.28779378368495,171.28779378368495,0.12344930262052557,481.47188808428257,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,Dunwoodie_South,1271.57933375461,1271.57933375461,revisited_diagnostic,2025,1,0,3219.8885833333334,1145.5032480980396,True,3226.15075,3222.7933385416663,3219.795666666667,3219.9815000000003,0.355758660106238,126.07608565657029,126.07608565657029,126.07608565657029,0.11006174436074569,354.38655412891694,False,False,False,4d46876a51230e0381b4963df22c0f2e6c3aeff39f9a9c52fa56a92557795662
