scenario_id,vintage,timestamp_local_requested,timestamp_utc_requested,scale_factor_gamma,fuel_category,source_timestamp,source_time_zone,source_generation_mw,source_csv_line,source_id,source_sha256
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 15:40:00,EDT,9663.0,1311,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 15:45:00,EDT,9723.0,1318,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 15:50:00,EDT,9769.0,1325,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 15:55:00,EDT,9806.0,1332,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:00:00,EDT,9917.0,1339,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:05:00,EDT,10169.0,1346,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:10:00,EDT,10236.0,1353,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:14:27,EDT,10222.0,1360,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:15:00,EDT,10234.0,1367,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:17:27,EDT,10273.0,1374,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:20:00,EDT,10267.0,1381,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:25:00,EDT,10251.0,1388,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:30:00,EDT,10267.0,1395,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:35:00,EDT,10256.0,1402,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:40:00,EDT,10271.0,1409,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:45:00,EDT,10249.0,1416,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:50:00,EDT,10230.0,1423,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 16:55:00,EDT,10235.0,1430,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 17:00:00,EDT,10299.0,1437,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 17:05:00,EDT,10334.0,1444,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Dual Fuel,2019-07-20 17:10:00,EDT,10324.0,1451,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 14:50:00,EDT,4152.0,1247,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 14:55:00,EDT,4139.0,1254,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:00:00,EDT,4223.0,1261,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:05:00,EDT,4350.0,1268,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:10:00,EDT,4362.0,1275,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:15:00,EDT,4349.0,1282,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:20:00,EDT,4354.0,1289,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:25:00,EDT,4355.0,1296,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:30:00,EDT,4362.0,1303,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:35:00,EDT,4363.0,1310,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:40:00,EDT,4360.0,1317,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:45:00,EDT,4349.0,1324,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:50:00,EDT,4350.0,1331,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 15:55:00,EDT,4346.0,1338,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:00:00,EDT,4330.0,1345,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:05:00,EDT,4305.0,1352,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:10:00,EDT,4331.0,1359,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:14:27,EDT,4342.0,1366,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:15:00,EDT,4300.0,1373,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:17:27,EDT,4305.0,1380,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:20:00,EDT,4312.0,1387,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:25:00,EDT,4303.0,1394,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:30:00,EDT,4316.0,1401,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:35:00,EDT,4339.0,1408,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:40:00,EDT,4345.0,1415,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:45:00,EDT,4347.0,1422,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:50:00,EDT,4327.0,1429,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 16:55:00,EDT,4324.0,1436,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 17:00:00,EDT,4302.0,1443,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 17:05:00,EDT,4300.0,1450,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Hydro,2019-07-20 17:10:00,EDT,4303.0,1457,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 14:50:00,EDT,5424.0,1242,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 14:55:00,EDT,5380.0,1249,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:00:00,EDT,5406.0,1256,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:05:00,EDT,5349.0,1263,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:10:00,EDT,5395.0,1270,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:15:00,EDT,5418.0,1277,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:20:00,EDT,5433.0,1284,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:25:00,EDT,5431.0,1291,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:30:00,EDT,5428.0,1298,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:35:00,EDT,5446.0,1305,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:40:00,EDT,5444.0,1312,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:45:00,EDT,5430.0,1319,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:50:00,EDT,5427.0,1326,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 15:55:00,EDT,5433.0,1333,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:00:00,EDT,5431.0,1340,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:05:00,EDT,5401.0,1347,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:10:00,EDT,5401.0,1354,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:14:27,EDT,5404.0,1361,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:15:00,EDT,5391.0,1368,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:17:27,EDT,5372.0,1375,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:20:00,EDT,5385.0,1382,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:25:00,EDT,5401.0,1389,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:30:00,EDT,5407.0,1396,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:35:00,EDT,5434.0,1403,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:40:00,EDT,5443.0,1410,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:45:00,EDT,5439.0,1417,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:50:00,EDT,5403.0,1424,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 16:55:00,EDT,5418.0,1431,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 17:00:00,EDT,5426.0,1438,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 17:05:00,EDT,5413.0,1445,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Natural Gas,2019-07-20 17:10:00,EDT,5412.0,1452,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Nuclear,2019-07-20 14:50:00,EDT,5214.0,1243,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Nuclear,2019-07-20 14:55:00,EDT,5213.0,1250,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
S1_2019_SUMMER_PEAK_PUBLIC,2019,2019-07-20 16:00,2019-07-20T20:00:00Z,0.358662225381536,Nuclear,2019-07-20 15:00:00,EDT,5215.0,1257,NYISO:P63:20190720,667f047faf5033e5790047f100e51fd047ae3f0637f1aa35101d2522f3679383
