artifact,relative_path,sha256,selected_sheet,use_policy
Branch_changes_2019_to_2030.xlsx,PERFORM/Auxilliary_Perform_NY/Branch_changes_2019_to_2030.xlsx,31d519c74f75a06a77ed11fabf535e4579fbc5c94cbb7e0a6be14cec38a054b8,2019 On Peak,historical_electrical_templates_2030_planning_sheet_not_commissioning_evidence
