hour_index,timestamp,max_internal_branch_error_mw,max_interface_error_mw,max_angle_error_deg,max_native_solved_pg_error_mw,max_nodal_residual_mw,passed
687,2019-01-29T14:00:00,8.071765478234738e-12,1.2278178473934531e-11,3.126388037344441e-13,6.821210263296962e-12,8.171241461241152e-12,True
688,2019-01-29T15:00:00,7.44648787076585e-12,8.071765478234738e-12,3.126388037344441e-13,9.094947017729282e-12,1.3272938303998671e-11,True
689,2019-01-29T16:00:00,6.139089236967266e-12,1.000444171950221e-11,3.126388037344441e-13,7.73070496506989e-12,8.498091119690798e-12,True
690,2019-01-29T17:00:00,6.224354365258478e-12,9.322320693172514e-12,2.2737367544323206e-13,2.9558577807620168e-12,8.640199666842818e-12,True
691,2019-01-29T18:00:00,7.617018127348274e-12,1.0345502232667059e-11,3.126388037344441e-13,5.229594535194337e-12,1.2704504115390591e-11,True
692,2019-01-29T19:00:00,7.73070496506989e-12,1.1368683772161603e-11,3.410605131648481e-13,9.777068044058979e-12,7.73070496506989e-12,True
693,2019-01-29T20:00:00,5.9117155615240335e-12,7.275957614183426e-12,2.7000623958883807e-13,5.002220859751105e-12,1.2363443602225743e-11,True
694,2019-01-29T21:00:00,7.73070496506989e-12,1.000444171950221e-11,2.984279490192421e-13,6.0254023992456496e-12,9.663381206337363e-12,True
695,2019-01-29T22:00:00,7.16227077646181e-12,1.0459189070388675e-11,3.694822225952521e-13,6.480149750132114e-12,9.833911462919787e-12,True
696,2019-01-29T23:00:00,5.206501896282134e-12,6.366462912410498e-12,2.2737367544323206e-13,5.343281372915953e-12,5.9259264162392356e-12,True
697,2019-01-30T00:00:00,3.169020601490047e-12,5.5706550483591855e-12,1.2789769243681803e-13,9.094947017729282e-13,4.2525982735242e-12,True
698,2019-01-30T01:00:00,3.637978807091713e-12,4.774847184307873e-12,1.1368683772161603e-13,6.821210263296962e-13,4.320099833421409e-12,True
699,2019-01-30T02:00:00,4.149569576838985e-12,5.5706550483591855e-12,1.7053025658242404e-13,1.3642420526593924e-12,5.144329406903125e-12,True
700,2019-01-30T03:00:00,5.7980287238024175e-12,9.777068044058979e-12,2.2737367544323206e-13,2.0463630789890885e-12,5.4143356464919634e-12,True
701,2019-01-30T04:00:00,5.6843418860808015e-12,5.4569682106375694e-12,2.1316282072803006e-13,3.410605131648481e-12,6.423306331271306e-12,True
702,2019-01-30T05:00:00,5.343281372915953e-12,1.0686562745831907e-11,2.2737367544323206e-13,2.9558577807620168e-12,4.604316927725449e-12,True
703,2019-01-30T06:00:00,4.888534022029489e-12,5.7980287238024175e-12,1.2789769243681803e-13,6.821210263296962e-13,8.469669410260394e-12,True
704,2019-01-30T07:00:00,7.219114195322618e-12,8.86757334228605e-12,2.2737367544323206e-13,1.8189894035458565e-12,1.5205614545266144e-11,True
705,2019-01-30T08:00:00,3.979039320256561e-12,8.640199666842818e-12,1.8474111129762605e-13,2.2737367544323206e-12,9.379164112033322e-12,True
706,2019-01-30T09:00:00,6.59383658785373e-12,8.185452315956354e-12,3.126388037344441e-13,6.821210263296962e-12,7.87281351222191e-12,True
707,2019-01-30T10:00:00,1.0686562745831907e-11,9.549694368615746e-12,3.126388037344441e-13,4.774847184307873e-12,1.389821591146756e-11,True
708,2019-01-30T11:00:00,8.071765478234738e-12,1.0913936421275139e-11,2.7000623958883807e-13,6.366462912410498e-12,9.634959496906959e-12,True
709,2019-01-30T12:00:00,6.821210263296962e-12,8.640199666842818e-12,2.2737367544323206e-13,4.547473508864641e-12,1.2420287021086551e-11,True
710,2019-01-30T13:00:00,7.16227077646181e-12,1.0686562745831907e-11,2.984279490192421e-13,5.002220859751105e-12,8.128608897095546e-12,True
711,2019-01-30T14:00:00,8.810729923425242e-12,1.000444171950221e-11,3.694822225952521e-13,8.86757334228605e-12,1.5973000699887052e-11,True
712,2019-01-30T15:00:00,6.934897101018578e-12,8.185452315956354e-12,2.7000623958883807e-13,5.002220859751105e-12,8.981260180007666e-12,True
713,2019-01-30T16:00:00,9.549694368615746e-12,1.2960299500264227e-11,4.121147867408581e-13,6.821210263296962e-12,1.1681322575896047e-11,True
714,2019-01-30T17:00:00,9.094947017729282e-12,1.3415046851150692e-11,3.126388037344441e-13,4.547473508864641e-12,1.1226575225009583e-11,True
715,2019-01-30T18:00:00,6.0254023992456496e-12,8.640199666842818e-12,2.984279490192421e-13,3.410605131648481e-12,8.72546479513403e-12,True
716,2019-01-30T19:00:00,7.275957614183426e-12,8.640199666842818e-12,3.836930773104541e-13,9.777068044058979e-12,1.2676082405960187e-11,True
717,2019-01-30T20:00:00,7.673861546209082e-12,1.0231815394945443e-11,2.984279490192421e-13,2.2737367544323206e-12,7.87281351222191e-12,True
718,2019-01-30T21:00:00,7.275957614183426e-12,9.549694368615746e-12,3.126388037344441e-13,6.366462912410498e-12,8.554934538551606e-12,True
719,2019-01-30T22:00:00,6.139089236967266e-12,7.958078640513122e-12,2.4158453015843406e-13,3.865352482534945e-12,3.780087354243733e-12,True
720,2019-01-30T23:00:00,5.9117155615240335e-12,8.640199666842818e-12,2.2737367544323206e-13,1.8189894035458565e-12,7.247535904753022e-12,True
721,2019-01-31T00:00:00,5.5706550483591855e-12,9.322320693172514e-12,2.4158453015843406e-13,2.8421709430404007e-12,1.375610736431554e-11,True
722,2019-01-31T01:00:00,3.808509063674137e-12,5.002220859751105e-12,1.9895196601282805e-13,2.5011104298755527e-12,9.947598300641403e-12,True
723,2019-01-31T02:00:00,5.7411853049416095e-12,6.252776074688882e-12,1.4210854715202004e-13,4.547473508864641e-13,7.23332505003782e-12,True
724,2019-01-31T03:00:00,6.764366844436154e-12,8.29913915367797e-12,2.2737367544323206e-13,4.092726157978177e-12,7.389644451905042e-12,True
725,2019-01-31T04:00:00,5.7980287238024175e-12,1.0913936421275139e-11,2.2737367544323206e-13,2.5011104298755527e-12,5.8264504332328215e-12,True
726,2019-01-31T05:00:00,3.732125719579926e-12,5.6274984672199935e-12,1.5631940186722204e-13,5.684341886080801e-13,4.689582056016661e-12,True
727,2019-01-31T06:00:00,5.4001247917767614e-12,7.503331289626658e-12,2.5579538487363607e-13,2.5011104298755527e-12,8.697043085703626e-12,True
728,2019-01-31T07:00:00,9.322320693172514e-12,1.3642420526593924e-11,4.121147867408581e-13,6.59383658785373e-12,1.0857093002414331e-11,True
729,2019-01-31T08:00:00,7.275957614183426e-12,7.73070496506989e-12,3.126388037344441e-13,6.59383658785373e-12,9.606537787476555e-12,True
730,2019-01-31T09:00:00,7.73070496506989e-12,1.1823431123048067e-11,3.268496584496461e-13,4.547473508864641e-12,8.86757334228605e-12,True
731,2019-01-31T10:00:00,6.934897101018578e-12,1.1141310096718371e-11,2.1316282072803006e-13,2.2737367544323206e-12,1.6370904631912708e-11,True
732,2019-01-31T11:00:00,8.469669410260394e-12,1.0800249583553523e-11,2.8421709430404007e-13,3.637978807091713e-12,1.1198153515579179e-11,True
733,2019-01-31T12:00:00,7.503331289626658e-12,1.1596057447604835e-11,1.9895196601282805e-13,3.410605131648481e-12,7.048583938740194e-12,True
734,2019-01-31T13:00:00,4.490630090003833e-12,6.59383658785373e-12,1.7053025658242404e-13,4.320099833421409e-12,1.3557155398302712e-11,True
735,2019-01-31T14:00:00,5.184297435789631e-12,1.0913936421275139e-11,2.1316282072803006e-13,4.320099833421409e-12,5.9685589803848416e-12,True
736,2019-01-31T15:00:00,7.275957614183426e-12,7.73070496506989e-12,1.9895196601282805e-13,3.183231456205249e-12,1.0274447959091049e-11,True
737,2019-01-31T16:00:00,8.29913915367797e-12,1.3415046851150692e-11,3.410605131648481e-13,8.640199666842818e-12,9.450218385609332e-12,True
738,2019-01-31T17:00:00,6.764366844436154e-12,1.0231815394945443e-11,2.1316282072803006e-13,2.2737367544323206e-13,4.632738637155853e-12,True
739,2019-01-31T18:00:00,1.0743406164692715e-11,1.6143530956469476e-11,4.689582056016661e-13,8.86757334228605e-12,6.139089236967266e-12,True
740,2019-01-31T19:00:00,5.7980287238024175e-12,6.707523425575346e-12,2.4158453015843406e-13,5.6843418860808015e-12,1.0032863428932615e-11,True
741,2019-01-31T20:00:00,9.777068044058979e-12,1.3869794202037156e-11,3.836930773104541e-13,7.048583938740194e-12,1.6910917111090384e-11,True
742,2019-01-31T21:00:00,7.958078640513122e-12,1.2050804798491299e-11,3.836930773104541e-13,1.1937117960769683e-11,5.6559201766503975e-12,True
743,2019-01-31T22:00:00,4.774847184307873e-12,6.59383658785373e-12,1.4210854715202004e-13,1.3642420526593924e-12,1.0516032489249483e-11,True
744,2019-01-31T23:00:00,4.945377440890297e-12,6.480149750132114e-12,1.4210854715202004e-13,4.547473508864641e-13,7.851497230149107e-12,True
745,2019-02-01T00:00:00,6.366462912410498e-12,9.094947017729282e-12,2.7000623958883807e-13,5.4569682106375694e-12,9.35784782996052e-12,True
746,2019-02-01T01:00:00,7.16227077646181e-12,1.0800249583553523e-11,2.8421709430404007e-13,9.094947017729282e-12,3.794298208958935e-12,True
747,2019-02-01T02:00:00,5.7980287238024175e-12,7.389644451905042e-12,2.4158453015843406e-13,4.092726157978177e-12,5.4285465012071654e-12,True
748,2019-02-01T03:00:00,6.281197784119286e-12,9.549694368615746e-12,2.984279490192421e-13,5.5706550483591855e-12,7.048583938740194e-12,True
749,2019-02-01T04:00:00,4.774847184307873e-12,1.0913936421275139e-11,2.4158453015843406e-13,3.637978807091713e-12,6.423306331271306e-12,True
750,2019-02-01T05:00:00,8.071765478234738e-12,7.275957614183426e-12,2.2737367544323206e-13,5.229594535194337e-12,4.149569576838985e-12,True
751,2019-02-01T06:00:00,7.44648787076585e-12,1.1141310096718371e-11,3.552713678800501e-13,5.6843418860808015e-12,9.691802915767767e-12,True
752,2019-02-01T07:00:00,7.560174708487466e-12,8.981260180007666e-12,3.552713678800501e-13,7.275957614183426e-12,1.6427748050773516e-11,True
753,2019-02-01T08:00:00,5.9117155615240335e-12,6.252776074688882e-12,2.1316282072803006e-13,4.092726157978177e-12,1.4665602066088468e-11,True
754,2019-02-01T09:00:00,7.531752999057062e-12,1.0231815394945443e-11,3.410605131648481e-13,7.048583938740194e-12,6.480149750132114e-12,True
755,2019-02-01T10:00:00,8.185452315956354e-12,1.1141310096718371e-11,3.410605131648481e-13,8.412825991399586e-12,1.1084466677857563e-11,True
756,2019-02-01T11:00:00,9.663381206337363e-12,1.1368683772161603e-11,4.689582056016661e-13,1.4097167877480388e-11,1.8388846001471393e-11,True
757,2019-02-01T12:00:00,5.4853899200679734e-12,8.412825991399586e-12,2.4158453015843406e-13,4.433786671143025e-12,5.172751116333529e-12,True
758,2019-02-01T13:00:00,8.043343768804334e-12,1.3869794202037156e-11,3.694822225952521e-13,7.958078640513122e-12,8.895995051716454e-12,True
759,2019-02-01T14:00:00,8.72546479513403e-12,1.1709744285326451e-11,3.979039320256561e-13,9.322320693172514e-12,5.7980287238024175e-12,True
760,2019-02-01T15:00:00,7.958078640513122e-12,9.777068044058979e-12,3.694822225952521e-13,8.185452315956354e-12,1.3869794202037156e-11,True
761,2019-02-01T16:00:00,8.86757334228605e-12,1.3642420526593924e-11,3.268496584496461e-13,6.821210263296962e-12,6.707523425575346e-12,True
762,2019-02-01T17:00:00,8.412825991399586e-12,1.1823431123048067e-11,4.263256414560601e-13,8.86757334228605e-12,1.4637180356658064e-11,True
763,2019-02-01T18:00:00,5.115907697472721e-12,6.821210263296962e-12,2.5579538487363607e-13,4.092726157978177e-12,1.1738165994756855e-11,True
764,2019-02-01T19:00:00,1.0530243343964685e-11,1.2732925824820995e-11,3.836930773104541e-13,6.59383658785373e-12,1.1766587704187259e-11,True
765,2019-02-01T20:00:00,8.01492205937393e-12,8.185452315956354e-12,2.7000623958883807e-13,7.73070496506989e-12,1.1084466677857563e-11,True
766,2019-02-01T21:00:00,7.389644451905042e-12,1.2278178473934531e-11,3.268496584496461e-13,5.5706550483591855e-12,1.1937117960769683e-11,True
767,2019-02-01T22:00:00,9.521272659185342e-12,1.1141310096718371e-11,3.836930773104541e-13,8.412825991399586e-12,1.2704504115390591e-11,True
768,2019-02-01T23:00:00,7.560174708487466e-12,9.777068044058979e-12,2.2737367544323206e-13,2.8421709430404007e-12,1.0629719326971099e-11,True
769,2019-02-02T00:00:00,5.087485988042317e-12,6.281197784119286e-12,1.5631940186722204e-13,3.183231456205249e-12,8.220979452744359e-12,True
770,2019-02-02T01:00:00,3.694822225952521e-12,5.6843418860808015e-12,1.2789769243681803e-13,1.1368683772161603e-12,5.172751116333529e-12,True
771,2019-02-02T02:00:00,3.694822225952521e-12,5.5706550483591855e-12,1.6342482922482304e-13,2.0463630789890885e-12,7.503331289626658e-12,True
772,2019-02-02T03:00:00,4.405364961712621e-12,6.821210263296962e-12,1.1368683772161603e-13,1.5916157281026244e-12,4.89563944938709e-12,True
773,2019-02-02T04:00:00,5.229594535194337e-12,4.092726157978177e-12,1.2789769243681803e-13,2.2737367544323206e-12,4.021671884402167e-12,True
774,2019-02-02T05:00:00,6.0538241086760536e-12,8.86757334228605e-12,2.5579538487363607e-13,3.183231456205249e-12,7.503331289626658e-12,True
775,2019-02-02T06:00:00,6.707523425575346e-12,7.503331289626658e-12,3.126388037344441e-13,9.094947017729282e-12,1.0459189070388675e-11,True
776,2019-02-02T07:00:00,7.275957614183426e-12,7.73070496506989e-12,2.1316282072803006e-13,2.2737367544323206e-12,8.895995051716454e-12,True
777,2019-02-02T08:00:00,4.547473508864641e-12,7.73070496506989e-12,1.9895196601282805e-13,4.774847184307873e-12,7.275957614183426e-12,True
778,2019-02-02T09:00:00,6.934897101018578e-12,1.0231815394945443e-11,2.7000623958883807e-13,4.547473508864641e-12,6.366462912410498e-12,True
779,2019-02-02T10:00:00,3.524291969370097e-12,3.183231456205249e-12,1.2789769243681803e-13,4.092726157978177e-12,7.002398660915787e-12,True
780,2019-02-02T11:00:00,6.494360604847316e-12,9.094947017729282e-12,2.1316282072803006e-13,3.410605131648481e-12,9.052314453583676e-12,True
781,2019-02-02T12:00:00,5.7411853049416095e-12,5.115907697472721e-12,1.5631940186722204e-13,9.094947017729282e-13,1.0189182830799837e-11,True
782,2019-02-02T13:00:00,5.6843418860808015e-12,8.29913915367797e-12,1.8474111129762605e-13,3.637978807091713e-12,6.743050562363351e-12,True
783,2019-02-02T14:00:00,4.547473508864641e-12,7.503331289626658e-12,2.2737367544323206e-13,4.092726157978177e-12,6.622258297284134e-12,True
784,2019-02-02T15:00:00,5.9117155615240335e-12,6.45172804070171e-12,2.2737367544323206e-13,5.002220859751105e-12,8.817835350782843e-12,True
785,2019-02-02T16:00:00,6.87805368215777e-12,9.43600753089413e-12,2.1316282072803006e-13,3.637978807091713e-12,8.78941364135244e-12,True
786,2019-02-02T17:00:00,4.888534022029489e-12,7.048583938740194e-12,2.1316282072803006e-13,5.229594535194337e-12,7.716494110354688e-12,True
787,2019-02-02T18:00:00,6.991740519879386e-12,9.890754881780595e-12,2.984279490192421e-13,6.821210263296962e-12,7.709388682997087e-12,True
788,2019-02-02T19:00:00,7.048583938740194e-12,8.65441052155802e-12,3.268496584496461e-13,7.958078640513122e-12,9.030998171510873e-12,True
789,2019-02-02T20:00:00,6.707523425575346e-12,7.617018127348274e-12,1.9895196601282805e-13,4.092726157978177e-12,5.6843418860808015e-12,True
790,2019-02-02T21:00:00,5.286437954055145e-12,8.640199666842818e-12,2.8421709430404007e-13,6.480149750132114e-12,8.853362487570848e-12,True
791,2019-02-02T22:00:00,5.7980287238024175e-12,9.663381206337363e-12,2.4158453015843406e-13,5.9117155615240335e-12,7.0912165028858e-12,True
792,2019-02-02T23:00:00,3.893774191965349e-12,5.4569682106375694e-12,1.8474111129762605e-13,3.410605131648481e-12,8.483880264975596e-12,True
793,2019-02-03T00:00:00,5.101696842757519e-12,6.991740519879386e-12,2.2737367544323206e-13,3.410605131648481e-12,1.0601297617540695e-11,True
794,2019-02-03T01:00:00,5.5138116294983774e-12,7.844391802791506e-12,2.5579538487363607e-13,6.366462912410498e-12,8.050449196161935e-12,True
795,2019-02-03T02:00:00,4.412470389070222e-12,5.9117155615240335e-12,1.9184653865522705e-13,4.092726157978177e-12,4.519051799434237e-12,True
796,2019-02-03T03:00:00,3.254285729781259e-12,4.206412995699793e-12,9.237055564881302e-14,9.094947017729282e-13,4.405364961712621e-12,True
797,2019-02-03T04:00:00,5.286437954055145e-12,7.617018127348274e-12,2.1316282072803006e-13,4.547473508864641e-12,3.879563337250147e-12,True
798,2019-02-03T05:00:00,5.229594535194337e-12,6.536993168992922e-12,1.9895196601282805e-13,3.183231456205249e-12,4.732214620162267e-12,True
799,2019-02-03T06:00:00,5.229594535194337e-12,8.412825991399586e-12,1.9895196601282805e-13,1.8189894035458565e-12,9.57811607804615e-12,True
800,2019-02-03T07:00:00,3.694822225952521e-12,5.9117155615240335e-12,1.4210854715202004e-13,1.1368683772161603e-12,7.545963853772264e-12,True
801,2019-02-03T08:00:00,5.6772364587232005e-12,8.640199666842818e-12,2.8421709430404007e-13,6.59383658785373e-12,7.503331289626658e-12,True
802,2019-02-03T09:00:00,5.4569682106375694e-12,6.59383658785373e-12,2.7000623958883807e-13,8.86757334228605e-12,7.972289495228324e-12,True
803,2019-02-03T10:00:00,5.9117155615240335e-12,7.048583938740194e-12,1.5631940186722204e-13,2.9558577807620168e-12,9.777068044058979e-12,True
804,2019-02-03T11:00:00,5.4001247917767614e-12,9.094947017729282e-12,1.9895196601282805e-13,3.183231456205249e-12,9.322320693172514e-12,True
805,2019-02-03T12:00:00,6.87805368215777e-12,7.73070496506989e-12,2.2737367544323206e-13,4.320099833421409e-12,7.44648787076585e-12,True
806,2019-02-03T13:00:00,5.7411853049416095e-12,7.16227077646181e-12,2.4158453015843406e-13,5.4569682106375694e-12,8.824940778140444e-12,True
807,2019-02-03T14:00:00,7.901235221652314e-12,8.412825991399586e-12,2.984279490192421e-13,6.139089236967266e-12,7.077005648170598e-12,True
808,2019-02-03T15:00:00,4.973799150320701e-12,7.048583938740194e-12,2.4158453015843406e-13,5.4569682106375694e-12,1.0786038728838321e-11,True
809,2019-02-03T16:00:00,5.9969806898152456e-12,7.048583938740194e-12,2.4158453015843406e-13,5.4569682106375694e-12,5.7980287238024175e-12,True
810,2019-02-03T17:00:00,7.16227077646181e-12,6.764366844436154e-12,2.984279490192421e-13,7.503331289626658e-12,6.508571459562518e-12,True
811,2019-02-03T18:00:00,7.275957614183426e-12,5.115907697472721e-12,2.2737367544323206e-13,4.774847184307873e-12,7.794653811288299e-12,True
812,2019-02-03T19:00:00,7.389644451905042e-12,5.6843418860808015e-12,1.9895196601282805e-13,3.183231456205249e-12,1.1468159755168017e-11,True
813,2019-02-03T20:00:00,4.547473508864641e-12,5.6843418860808015e-12,1.4210854715202004e-13,2.9558577807620168e-12,1.0444978215673473e-11,True
814,2019-02-03T21:00:00,6.45172804070171e-12,8.185452315956354e-12,2.5579538487363607e-13,4.774847184307873e-12,3.581135388230905e-12,True
815,2019-02-03T22:00:00,6.139089236967266e-12,7.048583938740194e-12,2.7000623958883807e-13,6.821210263296962e-12,5.9401372709544376e-12,True
816,2019-02-03T23:00:00,3.993250174971763e-12,5.343281372915953e-12,1.7053025658242404e-13,3.410605131648481e-12,9.684697488410166e-12,True
817,2019-02-04T00:00:00,4.149569576838985e-12,6.536993168992922e-12,1.5631940186722204e-13,2.0463630789890885e-12,6.043165967639652e-12,True
818,2019-02-04T01:00:00,4.519051799434237e-12,6.195932655828074e-12,1.9184653865522705e-13,2.6147972675971687e-12,5.481837206389173e-12,True
819,2019-02-04T02:00:00,4.661160346586257e-12,3.893774191965349e-12,1.2789769243681803e-13,2.8990143619012088e-12,9.585221505403752e-12,True
820,2019-02-04T03:00:00,5.002220859751105e-12,6.423306331271306e-12,2.0605739337042905e-13,3.751665644813329e-12,9.64206492426456e-12,True
821,2019-02-04T04:00:00,2.7284841053187847e-12,4.661160346586257e-12,7.815970093361102e-14,3.410605131648481e-13,4.012790100205166e-12,True
822,2019-02-04T05:00:00,4.604316927725449e-12,4.632738637155853e-12,9.947598300641403e-14,9.094947017729282e-13,6.124878382252064e-12,True
823,2019-02-04T06:00:00,6.30961949354969e-12,6.224354365258478e-12,1.9895196601282805e-13,4.320099833421409e-12,8.30269186735677e-12,True
824,2019-02-04T07:00:00,5.5706550483591855e-12,8.412825991399586e-12,2.984279490192421e-13,7.503331289626658e-12,9.677592061052565e-12,True
825,2019-02-04T08:00:00,7.105427357601002e-12,9.094947017729282e-12,3.410605131648481e-13,8.412825991399586e-12,1.0317080523236655e-11,True
826,2019-02-04T09:00:00,8.86757334228605e-12,1.0913936421275139e-11,4.121147867408581e-13,9.322320693172514e-12,1.1283418643870391e-11,True
827,2019-02-04T10:00:00,6.821210263296962e-12,7.275957614183426e-12,2.7000623958883807e-13,6.366462912410498e-12,1.602984411874786e-11,True
828,2019-02-04T11:00:00,8.185452315956354e-12,9.777068044058979e-12,3.268496584496461e-13,7.73070496506989e-12,1.2221335055073723e-11,True
829,2019-02-04T12:00:00,9.663381206337363e-12,1.1141310096718371e-11,3.126388037344441e-13,5.9117155615240335e-12,1.2107648217352107e-11,True
830,2019-02-04T13:00:00,6.59383658785373e-12,8.412825991399586e-12,2.7000623958883807e-13,7.275957614183426e-12,8.611777957412414e-12,True
831,2019-02-04T14:00:00,7.901235221652314e-12,1.0913936421275139e-11,3.552713678800501e-13,7.275957614183426e-12,1.0913936421275139e-11,True
832,2019-02-04T15:00:00,9.43600753089413e-12,1.1368683772161603e-11,4.405364961712621e-13,1.2960299500264227e-11,8.043343768804334e-12,True
833,2019-02-04T16:00:00,6.195932655828074e-12,1.0686562745831907e-11,2.8421709430404007e-13,8.185452315956354e-12,8.895995051716454e-12,True
834,2019-02-04T17:00:00,5.9685589803848416e-12,8.640199666842818e-12,2.5579538487363607e-13,5.4569682106375694e-12,1.2732925824820995e-11,True
835,2019-02-04T18:00:00,7.275957614183426e-12,1.318767317570746e-11,3.126388037344441e-13,6.821210263296962e-12,9.066525308298878e-12,True
836,2019-02-04T19:00:00,7.560174708487466e-12,8.412825991399586e-12,3.126388037344441e-13,6.821210263296962e-12,1.290345608140342e-11,True
837,2019-02-04T20:00:00,8.242295734817162e-12,8.185452315956354e-12,2.5579538487363607e-13,8.185452315956354e-12,9.407585821463726e-12,True
838,2019-02-04T21:00:00,6.764366844436154e-12,4.092726157978177e-12,1.9895196601282805e-13,3.183231456205249e-12,1.1709744285326451e-11,True
839,2019-02-04T22:00:00,6.139089236967266e-12,9.549694368615746e-12,2.4158453015843406e-13,5.343281372915953e-12,1.1112888387287967e-11,True
840,2019-02-04T23:00:00,4.718003765447065e-12,5.9117155615240335e-12,2.2737367544323206e-13,6.59383658785373e-12,7.048583938740194e-12,True
841,2019-02-05T00:00:00,4.547473508864641e-12,5.002220859751105e-12,1.8474111129762605e-13,2.2737367544323206e-12,6.73594513500575e-12,True
842,2019-02-05T01:00:00,4.376943252282217e-12,5.172751116333529e-12,1.4210854715202004e-13,1.4779288903810084e-12,5.5635496210015845e-12,True
843,2019-02-05T02:00:00,5.6843418860808015e-12,4.064304448547773e-12,1.5631940186722204e-13,2.5011104298755527e-12,7.768008458697295e-12,True
844,2019-02-05T03:00:00,5.087485988042317e-12,9.43600753089413e-12,1.9184653865522705e-13,4.263256414560601e-12,3.211653165635653e-12,True
845,2019-02-05T04:00:00,4.689582056016661e-12,5.7980287238024175e-12,1.8474111129762605e-13,3.183231456205249e-12,5.0537352080937126e-12,True
846,2019-02-05T05:00:00,6.0822458181064576e-12,9.777068044058979e-12,2.4158453015843406e-13,4.774847184307873e-12,3.062439191126032e-12,True
847,2019-02-05T06:00:00,6.536993168992922e-12,5.4001247917767614e-12,1.7053025658242404e-13,3.183231456205249e-12,8.79651906871004e-12,True
848,2019-02-05T07:00:00,7.049472117159894e-12,1.0459189070388675e-11,2.8421709430404007e-13,2.0463630789890885e-12,1.0118128557223827e-11,True
849,2019-02-05T08:00:00,6.778577699151356e-12,8.29913915367797e-12,2.8421709430404007e-13,7.958078640513122e-12,9.620748642191757e-12,True
850,2019-02-05T09:00:00,7.432277016050648e-12,9.322320693172514e-12,3.552713678800501e-13,1.1368683772161603e-11,7.062794793455396e-12,True
851,2019-02-05T10:00:00,5.3717030823463574e-12,6.366462912410498e-12,1.9895196601282805e-13,1.5916157281026244e-12,1.06439301816863e-11,True
852,2019-02-05T11:00:00,9.36495325731812e-12,1.1709744285326451e-11,2.8421709430404007e-13,6.59383658785373e-12,6.0111915445304476e-12,True
853,2019-02-05T12:00:00,5.009326287108706e-12,5.7980287238024175e-12,1.7053025658242404e-13,2.5011104298755527e-12,7.119638212316204e-12,True
854,2019-02-05T13:00:00,5.4001247917767614e-12,6.366462912410498e-12,2.4158453015843406e-13,6.59383658785373e-12,9.876544027065393e-12,True
855,2019-02-05T14:00:00,6.114220241215662e-12,8.242295734817162e-12,2.5579538487363607e-13,5.4569682106375694e-12,6.821210263296962e-12,True
856,2019-02-05T15:00:00,8.412825991399586e-12,9.663381206337363e-12,3.268496584496461e-13,7.275957614183426e-12,9.421796676178928e-12,True
857,2019-02-05T16:00:00,5.115907697472721e-12,5.229594535194337e-12,1.9895196601282805e-13,4.774847184307873e-12,1.2235545909788925e-11,True
858,2019-02-05T17:00:00,5.5138116294983774e-12,8.526512829121202e-12,2.7000623958883807e-13,6.821210263296962e-12,7.148059921746608e-12,True
859,2019-02-05T18:00:00,6.195932655828074e-12,9.549694368615746e-12,2.8421709430404007e-13,5.6843418860808015e-12,5.172751116333529e-12,True
860,2019-02-05T19:00:00,6.508571459562518e-12,8.526512829121202e-12,3.268496584496461e-13,1.0459189070388675e-11,9.336531547887716e-12,True
861,2019-02-05T20:00:00,5.002220859751105e-12,6.707523425575346e-12,2.2737367544323206e-13,4.320099833421409e-12,1.050182163453428e-11,True
862,2019-02-05T21:00:00,5.5138116294983774e-12,8.071765478234738e-12,2.8421709430404007e-13,5.343281372915953e-12,4.618527782440651e-12,True
863,2019-02-05T22:00:00,4.661160346586257e-12,3.808509063674137e-12,8.526512829121202e-14,2.2737367544323206e-13,6.139089236967266e-12,True
864,2019-02-05T23:00:00,4.177991286269389e-12,5.229594535194337e-12,1.7053025658242404e-13,1.9326762412674725e-12,9.400480394106125e-12,True
865,2019-02-06T00:00:00,3.694822225952521e-12,5.9117155615240335e-12,1.4210854715202004e-13,2.2737367544323206e-12,6.480149750132114e-12,True
866,2019-02-06T01:00:00,3.240074875066057e-12,3.183231456205249e-12,5.684341886080802e-14,4.547473508864641e-13,6.693312570860144e-12,True
867,2019-02-06T02:00:00,4.234834705130197e-12,6.195932655828074e-12,1.4921397450962104e-13,3.751665644813329e-12,4.447997525858227e-12,True
868,2019-02-06T03:00:00,4.490630090003833e-12,3.836930773104541e-12,1.3500311979441904e-13,7.958078640513122e-13,7.176481631177012e-12,True
869,2019-02-06T04:00:00,3.183231456205249e-12,4.064304448547773e-12,1.1368683772161603e-13,2.2737367544323206e-12,7.688072400924284e-12,True
870,2019-02-06T05:00:00,4.888534022029489e-12,4.433786671143025e-12,1.1368683772161603e-13,3.183231456205249e-12,6.0680349633912556e-12,True
871,2019-02-06T06:00:00,4.504840944719035e-12,5.5138116294983774e-12,2.1316282072803006e-13,4.774847184307873e-12,7.190692485892214e-12,True
872,2019-02-06T07:00:00,5.5422333389287814e-12,8.86757334228605e-12,1.8474111129762605e-13,3.637978807091713e-12,7.460698725481052e-12,True
873,2019-02-06T08:00:00,5.9685589803848416e-12,9.549694368615746e-12,2.7000623958883807e-13,6.59383658785373e-12,6.750155989720952e-12,True
874,2019-02-06T09:00:00,4.433786671143025e-12,4.547473508864641e-12,1.1368683772161603e-13,1.8189894035458565e-12,5.7411853049416095e-12,True
