hour_index,timestamp,max_internal_branch_error_mw,max_interface_error_mw,max_angle_error_deg,max_native_solved_pg_error_mw,max_nodal_residual_mw,passed
4091,2019-06-20T10:00:00,6.87805368215777e-12,9.777068044058979e-12,1.7053025658242404e-13,2.2737367544323206e-12,9.43600753089413e-12,True
4092,2019-06-20T11:00:00,6.195932655828074e-12,1.2732925824820995e-11,2.984279490192421e-13,7.048583938740194e-12,6.366462912410498e-12,True
4093,2019-06-20T12:00:00,7.105427357601002e-12,9.208633855450898e-12,3.268496584496461e-13,7.503331289626658e-12,9.066525308298878e-12,True
4094,2019-06-20T13:00:00,7.332801033044234e-12,7.503331289626658e-12,3.126388037344441e-13,8.640199666842818e-12,1.2505552149377763e-11,True
4095,2019-06-20T14:00:00,6.0254023992456496e-12,7.275957614183426e-12,2.984279490192421e-13,8.640199666842818e-12,5.229594535194337e-12,True
4096,2019-06-20T15:00:00,6.181721801112872e-12,7.844391802791506e-12,2.2737367544323206e-13,3.637978807091713e-12,1.1226575225009583e-11,True
4097,2019-06-20T16:00:00,7.844391802791506e-12,1.318767317570746e-11,3.836930773104541e-13,8.185452315956354e-12,8.72546479513403e-12,True
4098,2019-06-20T17:00:00,5.95967719618784e-12,8.640199666842818e-12,2.5579538487363607e-13,7.275957614183426e-12,1.1453948900452815e-11,True
4099,2019-06-20T18:00:00,5.9117155615240335e-12,1.000444171950221e-11,3.126388037344441e-13,8.185452315956354e-12,6.707523425575346e-12,True
4100,2019-06-20T19:00:00,7.048583938740194e-12,6.139089236967266e-12,2.2737367544323206e-13,5.002220859751105e-12,5.4569682106375694e-12,True
4101,2019-06-20T20:00:00,5.7696070143720135e-12,1.000444171950221e-11,1.8474111129762605e-13,3.637978807091713e-12,9.407585821463726e-12,True
4102,2019-06-20T21:00:00,7.844391802791506e-12,1.2050804798491299e-11,2.984279490192421e-13,5.9117155615240335e-12,6.792788553866558e-12,True
4103,2019-06-20T22:00:00,5.5990767577895895e-12,7.16227077646181e-12,2.5579538487363607e-13,6.0254023992456496e-12,7.247535904753022e-12,True
4104,2019-06-20T23:00:00,5.7980287238024175e-12,5.4569682106375694e-12,1.8474111129762605e-13,4.320099833421409e-12,6.991740519879386e-12,True
4105,2019-06-21T00:00:00,5.4569682106375694e-12,7.048583938740194e-12,2.2737367544323206e-13,6.366462912410498e-12,7.275957614183426e-12,True
4106,2019-06-21T01:00:00,4.774847184307873e-12,6.366462912410498e-12,2.5579538487363607e-13,5.5706550483591855e-12,7.503331289626658e-12,True
4107,2019-06-21T02:00:00,6.252776074688882e-12,9.322320693172514e-12,3.268496584496461e-13,6.59383658785373e-12,8.242295734817162e-12,True
4108,2019-06-21T03:00:00,5.5706550483591855e-12,7.503331289626658e-12,2.2737367544323206e-13,3.751665644813329e-12,4.206412995699793e-12,True
4109,2019-06-21T04:00:00,6.650680006714538e-12,8.86757334228605e-12,2.7000623958883807e-13,4.320099833421409e-12,8.697043085703626e-12,True
4110,2019-06-21T05:00:00,7.44648787076585e-12,7.048583938740194e-12,2.984279490192421e-13,5.9117155615240335e-12,1.028865881380625e-11,True
4111,2019-06-21T06:00:00,7.219114195322618e-12,9.094947017729282e-12,2.984279490192421e-13,9.322320693172514e-12,5.9117155615240335e-12,True
4112,2019-06-21T07:00:00,5.115907697472721e-12,6.707523425575346e-12,2.5579538487363607e-13,5.002220859751105e-12,8.839151632855646e-12,True
4113,2019-06-21T08:00:00,5.6701310313655995e-12,7.389644451905042e-12,1.9895196601282805e-13,3.865352482534945e-12,9.777068044058979e-12,True
4114,2019-06-21T09:00:00,6.73594513500575e-12,8.753886504564434e-12,2.8421709430404007e-13,8.29913915367797e-12,9.947598300641403e-12,True
4115,2019-06-21T10:00:00,6.252776074688882e-12,5.8548721426632255e-12,1.2789769243681803e-13,4.547473508864641e-13,8.498091119690798e-12,True
4116,2019-06-21T11:00:00,5.8122395785176195e-12,7.844391802791506e-12,2.4158453015843406e-13,4.092726157978177e-12,9.535483513900544e-12,True
4117,2019-06-21T12:00:00,8.242295734817162e-12,6.991740519879386e-12,2.1316282072803006e-13,4.774847184307873e-12,1.247713043994736e-11,True
4118,2019-06-21T13:00:00,6.0254023992456496e-12,8.071765478234738e-12,2.984279490192421e-13,4.092726157978177e-12,8.554934538551606e-12,True
4119,2019-06-21T14:00:00,6.139089236967266e-12,7.844391802791506e-12,2.984279490192421e-13,6.934897101018578e-12,8.142819751810748e-12,True
4120,2019-06-21T15:00:00,6.366462912410498e-12,1.0686562745831907e-11,3.410605131648481e-13,9.094947017729282e-12,7.958078640513122e-12,True
4121,2019-06-21T16:00:00,9.094947017729282e-12,1.5006662579253316e-11,3.694822225952521e-13,7.503331289626658e-12,9.634959496906959e-12,True
4122,2019-06-21T17:00:00,5.4072302191343624e-12,7.503331289626658e-12,2.984279490192421e-13,9.322320693172514e-12,7.58859641791787e-12,True
4123,2019-06-21T18:00:00,6.30961949354969e-12,7.275957614183426e-12,2.1316282072803006e-13,3.069544618483633e-12,1.1596057447604835e-11,True
4124,2019-06-21T19:00:00,4.945377440890297e-12,7.048583938740194e-12,2.5579538487363607e-13,7.275957614183426e-12,9.137579581874888e-12,True
4125,2019-06-21T20:00:00,6.252776074688882e-12,6.59383658785373e-12,1.9895196601282805e-13,6.366462912410498e-12,7.0912165028858e-12,True
4126,2019-06-21T21:00:00,8.86757334228605e-12,1.3642420526593924e-11,3.268496584496461e-13,7.275957614183426e-12,9.64917035162216e-12,True
4127,2019-06-21T22:00:00,6.423306331271306e-12,7.73070496506989e-12,2.4158453015843406e-13,4.092726157978177e-12,7.73070496506989e-12,True
4128,2019-06-21T23:00:00,6.480149750132114e-12,8.185452315956354e-12,3.126388037344441e-13,7.617018127348274e-12,1.574562702444382e-11,True
4129,2019-06-22T00:00:00,7.219114195322618e-12,7.73070496506989e-12,3.410605131648481e-13,9.094947017729282e-12,1.1482370609883219e-11,True
4130,2019-06-22T01:00:00,6.30961949354969e-12,1.2050804798491299e-11,2.4158453015843406e-13,3.979039320256561e-12,8.981260180007666e-12,True
4131,2019-06-22T02:00:00,8.86757334228605e-12,1.0913936421275139e-11,3.694822225952521e-13,1.1766587704187259e-11,1.679723027336877e-11,True
4132,2019-06-22T03:00:00,5.172751116333529e-12,8.86757334228605e-12,2.4158453015843406e-13,6.536993168992922e-12,1.1766587704187259e-11,True
4133,2019-06-22T04:00:00,8.412825991399586e-12,9.094947017729282e-12,3.126388037344441e-13,9.15179043659009e-12,1.1254996934439987e-11,True
4134,2019-06-22T05:00:00,9.663381206337363e-12,9.549694368615746e-12,2.8421709430404007e-13,5.002220859751105e-12,1.27613475342514e-11,True
4135,2019-06-22T06:00:00,5.9117155615240335e-12,8.86757334228605e-12,2.984279490192421e-13,8.86757334228605e-12,8.185452315956354e-12,True
4136,2019-06-22T07:00:00,6.423306331271306e-12,4.547473508864641e-12,1.2789769243681803e-13,2.2737367544323206e-12,9.123368727159686e-12,True
4137,2019-06-22T08:00:00,5.229594535194337e-12,6.59383658785373e-12,2.2737367544323206e-13,4.547473508864641e-12,9.094947017729282e-12,True
4138,2019-06-22T09:00:00,5.9117155615240335e-12,7.048583938740194e-12,2.8421709430404007e-13,7.275957614183426e-12,9.634959496906959e-12,True
4139,2019-06-22T10:00:00,5.6843418860808015e-12,6.991740519879386e-12,2.7000623958883807e-13,5.9117155615240335e-12,4.220623850414995e-12,True
4140,2019-06-22T11:00:00,5.5138116294983774e-12,5.115907697472721e-12,2.1316282072803006e-13,3.183231456205249e-12,1.06439301816863e-11,True
4141,2019-06-22T12:00:00,6.892264536872972e-12,7.617018127348274e-12,2.7000623958883807e-13,7.048583938740194e-12,7.645439836778678e-12,True
4142,2019-06-22T13:00:00,6.139089236967266e-12,6.707523425575346e-12,2.7000623958883807e-13,7.73070496506989e-12,1.2803980098397005e-11,True
4143,2019-06-22T14:00:00,6.0822458181064576e-12,8.071765478234738e-12,2.7000623958883807e-13,5.9117155615240335e-12,1.2022383089060895e-11,True
4144,2019-06-22T15:00:00,6.480149750132114e-12,1.0118128557223827e-11,2.4158453015843406e-13,5.229594535194337e-12,8.256506589532364e-12,True
4145,2019-06-22T16:00:00,5.7696070143720135e-12,5.4569682106375694e-12,2.4158453015843406e-13,6.59383658785373e-12,7.23332505003782e-12,True
4146,2019-06-22T17:00:00,8.071765478234738e-12,8.86757334228605e-12,2.8421709430404007e-13,4.547473508864641e-12,1.2349232747510541e-11,True
4147,2019-06-22T18:00:00,7.126743639673805e-12,1.1482370609883219e-11,3.126388037344441e-13,6.139089236967266e-12,4.789058039023075e-12,True
4148,2019-06-22T19:00:00,6.707523425575346e-12,6.59383658785373e-12,2.8421709430404007e-13,5.6843418860808015e-12,8.01492205937393e-12,True
4149,2019-06-22T20:00:00,8.128608897095546e-12,1.4097167877480388e-11,3.126388037344441e-13,6.366462912410498e-12,4.433786671143025e-12,True
4150,2019-06-22T21:00:00,6.0822458181064576e-12,8.185452315956354e-12,1.9895196601282805e-13,3.524291969370097e-12,1.0402345651527867e-11,True
4151,2019-06-22T22:00:00,8.01492205937393e-12,1.318767317570746e-11,2.984279490192421e-13,4.888534022029489e-12,7.247535904753022e-12,True
4152,2019-06-22T23:00:00,6.991740519879386e-12,7.048583938740194e-12,2.2737367544323206e-13,3.183231456205249e-12,1.0743406164692715e-11,True
