timestamp,source_gen_row,source_bus,stable_key,role,NYISO_name,PTID,raw_thermal_recorded_pg_mw,raw_thermal_record_missing,input_pg_mw,solved_pg_mw,slack_adjustment_mw,pmax_mw,pmin_mw,qmax_mvar,qmin_mvar,status,reactive_bounds_physical_verified
2019-01-08T15:00:00,1,82,NYGRID2019:GEN:1:BUS:82,native_thermal,59 St.  GT 1,24138,,True,0.0,0.0,0.0,17.1,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,2,82,NYGRID2019:GEN:2:BUS:82,native_thermal,74 St.  GT 1,24260,,True,0.0,0.0,0.0,18.5,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,3,82,NYGRID2019:GEN:3:BUS:82,native_thermal,74 St.  GT 2,24261,,True,0.0,0.0,0.0,18.5,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,4,62,NYGRID2019:GEN:4:BUS:62,native_thermal,Allegany,23514,0.0,False,0.0,0.0,0.0,66.0,11.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,5,55,NYGRID2019:GEN:5:BUS:55,native_thermal,Allied Frozen Storage,23774,,True,0.0,0.0,0.0,0.1,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,6,82,NYGRID2019:GEN:6:BUS:82,native_thermal,Arthur Kill Cogen,323718,,True,0.0,0.0,0.0,11.1,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,7,82,NYGRID2019:GEN:7:BUS:82,native_thermal,Arthur Kill GT 1,23520,,True,0.0,0.0,0.0,20.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,8,82,NYGRID2019:GEN:8:BUS:82,native_thermal,Arthur Kill ST 2,23512,95.0,False,132.18715161649936,132.18715161649936,0.0,349.0,96.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,9,82,NYGRID2019:GEN:9:BUS:82,native_thermal,Arthur Kill ST 3,23513,0.0,False,0.0,0.0,0.0,539.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,10,82,NYGRID2019:GEN:10:BUS:82,native_thermal,Astoria 2,24149,0.0,False,0.0,0.0,0.0,153.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,11,82,NYGRID2019:GEN:11:BUS:82,native_thermal,Astoria 3,23516,0.0,False,0.0,0.0,0.0,756.0,40.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,12,82,NYGRID2019:GEN:12:BUS:82,native_thermal,Astoria 5,23518,0.0,False,0.0,0.0,0.0,776.0,2.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,13,82,NYGRID2019:GEN:13:BUS:82,native_thermal,Astoria CC 1,323568,235.0,False,326.98926978818264,326.98926978818264,0.0,318.0,129.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,14,82,NYGRID2019:GEN:14:BUS:82,native_thermal,Astoria CC 2,323569,242.0,False,336.7293756967668,336.7293756967668,0.0,320.0,99.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,15,82,NYGRID2019:GEN:15:BUS:82,native_thermal,Astoria East Energy - CC1,323581,279.0,False,388.21279264214024,388.21279264214024,0.0,313.0,163.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,16,82,NYGRID2019:GEN:16:BUS:82,native_thermal,Astoria East Energy - CC2,323582,273.0,False,379.86413043478234,379.86413043478234,0.0,313.0,166.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,17,82,NYGRID2019:GEN:17:BUS:82,native_thermal,Astoria Energy 2 - CC3,323677,303.0,False,421.6074414715717,421.6074414715717,0.0,313.0,92.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,18,82,NYGRID2019:GEN:18:BUS:82,native_thermal,Astoria Energy 2 - CC4,323678,301.0,False,418.82455406911896,418.82455406911896,0.0,313.0,87.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,19,82,NYGRID2019:GEN:19:BUS:82,native_thermal,Astoria GT 01,23523,,True,0.0,0.0,0.0,16.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,20,82,NYGRID2019:GEN:20:BUS:82,native_thermal,Astoria GT 2-1,24094,0.0,False,0.0,0.0,0.0,44.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,21,82,NYGRID2019:GEN:21:BUS:82,native_thermal,Astoria GT 2-2,24095,0.0,False,0.0,0.0,0.0,44.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,22,82,NYGRID2019:GEN:22:BUS:82,native_thermal,Astoria GT 2-3,24096,0.0,False,0.0,0.0,0.0,44.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,23,82,NYGRID2019:GEN:23:BUS:82,native_thermal,Astoria GT 2-4,24097,0.0,False,0.0,0.0,0.0,40.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,24,82,NYGRID2019:GEN:24:BUS:82,native_thermal,Astoria GT 3-1,24098,0.0,False,0.0,0.0,0.0,40.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,25,82,NYGRID2019:GEN:25:BUS:82,native_thermal,Astoria GT 3-2,24099,0.0,False,0.0,0.0,0.0,44.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,26,82,NYGRID2019:GEN:26:BUS:82,native_thermal,Astoria GT 3-3,24100,0.0,False,0.0,0.0,0.0,40.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,27,82,NYGRID2019:GEN:27:BUS:82,native_thermal,Astoria GT 3-4,24101,0.0,False,0.0,0.0,0.0,46.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,28,82,NYGRID2019:GEN:28:BUS:82,native_thermal,Astoria GT 4-1,24102,0.0,False,0.0,0.0,0.0,40.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,29,82,NYGRID2019:GEN:29:BUS:82,native_thermal,Astoria GT 4-2,24103,0.0,False,0.0,0.0,0.0,40.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,30,82,NYGRID2019:GEN:30:BUS:82,native_thermal,Astoria GT 4-3,24104,0.0,False,0.0,0.0,0.0,44.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,31,82,NYGRID2019:GEN:31:BUS:82,native_thermal,Astoria GT 4-4,24105,0.0,False,0.0,0.0,0.0,42.0,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,32,42,NYGRID2019:GEN:32:BUS:42,native_thermal,Athens 1,23668,358.0,False,358.0,358.0,0.0,390.0,271.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,33,42,NYGRID2019:GEN:33:BUS:42,native_thermal,Athens 2,23670,0.0,False,0.0,0.0,0.0,378.0,132.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,34,42,NYGRID2019:GEN:34:BUS:42,native_thermal,Athens 3,23677,0.0,False,0.0,0.0,0.0,392.0,269.45,9999.0,-9999.0,1,False
2019-01-08T15:00:00,35,79,NYGRID2019:GEN:35:BUS:79,native_thermal,Barrett 03,23706,,True,0.0,0.0,0.0,24.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,36,79,NYGRID2019:GEN:36:BUS:79,native_thermal,Barrett 04,23707,,True,0.0,0.0,0.0,24.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,37,79,NYGRID2019:GEN:37:BUS:79,native_thermal,Barrett 05,23708,,True,0.0,0.0,0.0,22.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,38,79,NYGRID2019:GEN:38:BUS:79,native_thermal,Barrett 06,23709,,True,0.0,0.0,0.0,22.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,39,79,NYGRID2019:GEN:39:BUS:79,native_thermal,Barrett 08,23711,,True,0.0,0.0,0.0,23.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,40,79,NYGRID2019:GEN:40:BUS:79,native_thermal,Barrett 09,23700,0.0,False,0.0,0.0,0.0,41.8,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,41,79,NYGRID2019:GEN:41:BUS:79,native_thermal,Barrett 10,23701,0.0,False,0.0,0.0,0.0,41.8,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,42,79,NYGRID2019:GEN:42:BUS:79,native_thermal,Barrett 11,23702,0.0,False,0.0,0.0,0.0,41.8,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,43,79,NYGRID2019:GEN:43:BUS:79,native_thermal,Barrett 12,23703,0.0,False,0.0,0.0,0.0,41.8,0.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,44,79,NYGRID2019:GEN:44:BUS:79,native_thermal,Barrett GT 01,23704,,True,0.0,0.0,0.0,22.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,45,79,NYGRID2019:GEN:45:BUS:79,native_thermal,Barrett GT 02,23705,,True,0.0,0.0,0.0,22.0,1.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,46,79,NYGRID2019:GEN:46:BUS:79,native_thermal,Barrett ST 01,23545,0.0,False,0.0,0.0,0.0,209.0,49.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,47,79,NYGRID2019:GEN:47:BUS:79,native_thermal,Barrett ST 02,23546,159.0,False,159.0,159.0,0.0,201.0,48.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,48,62,NYGRID2019:GEN:48:BUS:62,native_thermal,Batavia,24024,0.0,False,0.0,0.0,0.0,43.0,9.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,49,47,NYGRID2019:GEN:49:BUS:47,native_thermal,Beaver Falls,23983,0.0,False,0.0,0.0,0.0,98.0,1.3,9999.0,-9999.0,1,False
2019-01-08T15:00:00,50,42,NYGRID2019:GEN:50:BUS:42,native_thermal,Bethlehem Energy Center,323570,344.0,False,344.0,344.0,0.0,618.0,116.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,51,79,NYGRID2019:GEN:51:BUS:79,native_thermal,Bethpage,23823,58.0,False,57.99999999999999,57.99999999999999,0.0,61.0,10.0,9999.0,-9999.0,1,False
2019-01-08T15:00:00,52,79,NYGRID2019:GEN:52:BUS:79,native_thermal,Bethpage 3,323564,0.0,False,0.0,0.0,0.0,83.0,27.0,9999.0,-9999.0,1,False
